frame1 #-0,2328849#0,789155#3,095864#-0,1558838#0,6215068#3,138545# -0,2952938#0,1893403#2,812912#-0,7118362#0,4007621#3,009124#-0,2059916#0,2239625#2,819698#-0,6478305#0,4229145#3,030322#-0,07194343#0,3204381#2,895457#-0,4867966#0,3994275#3,154223#-0,01823818#0,5149204#3,038157#-0,3339849#0,497328#3,201287#-0,1024745#0,2574985#3,148223#-0,1004244#0,1842045#3,136818#-0,01969712#0,1118011#3,104584#-0,1617831#0,1038845#3,163563#0,1630718#-0,2426224#3,098765#-0,3607722#-0,2450314#3,155644#0,4223196#-0,5921718#3,154072#-0,4251781#-0,5812694#3,094216#0,3032145#-0,60311#3,144072#-0,4679019#-0,6325594#3,013987#0  
frame38 #-0,07859664#0,8171374#3,124958#-0,03899602#0,6282901#3,200687# -0,2580258#0,2086186#2,907909#-0,6663209#0,5004853#3,039844#-0,1622586#0,2415524#2,923451#-0,5918429#0,4368558#3,094528#0,00871898#0,3208634#2,970805#-0,4261056#0,388925#3,191021#0,08542867#0,5068421#3,081353#-0,2255545#0,5086007#3,264728#-0,02526338#0,2664121#3,204464#-0,03164513#0,1954585#3,192994#0,04130583#0,1290969#3,165676#-0,1001461#0,1185171#3,212237#0,2539209#-0,269582#3,157794#-0,3096658#-0,2333275#3,224293#0,4986463#-0,5824316#3,178434#-0,3412989#-0,5711227#3,200623#0,4516417#-0,6307335#3,101525#-0,3861613#-0,6638689#3,148484#0  
frame39 #-0,07534961#0,8219039#3,129572#-0,0384412#0,6308339#3,200394# -0,2469658#0,1970381#2,895374#-0,665499#0,5009703#3,040067#-0,1513011#0,2305091#2,908247#-0,5530249#0,4240407#3,117131#0,008857893#0,3208523#2,97078#-0,3815413#0,4042082#3,21068#0,08635703#0,508789#3,080912#-0,2225892#0,509855#3,264719#-0,02438833#0,2675668#3,204091#-0,03119533#0,1963012#3,191975#0,04121064#0,1302903#3,164844#-0,09942563#0,1190819#3,210816#0,2541378#-0,2692837#3,157855#-0,3100328#-0,2341707#3,223684#0,4998931#-0,5832501#3,179708#-0,3392482#-0,5688158#3,200377#0,4524912#-0,6315807#3,102865#-0,37994#-0,6632999#3,153685#0  
frame40 #-0,07508495#0,8249123#3,133968#-0,0377549#0,6326737#3,199364# -0,2549601#0,2069226#2,904665#-0,6644737#0,5014185#3,040138#-0,1631447#0,2389109#2,919578#-0,5539312#0,4247695#3,121495#0,008924244#0,3209461#2,970873#-0,3815486#0,4040664#3,210698#0,08643951#0,5106927#3,081183#-0,2206419#0,5102021#3,262936#-0,0233546#0,2681268#3,203879#-0,03041566#0,1965795#3,191274#0,04156913#0,1308053#3,164351#-0,09841639#0,1191278#3,210149#0,2550673#-0,2693743#3,157713#-0,3074061#-0,2333277#3,223751#0,5002509#-0,5834697#3,179934#-0,3402204#-0,5673194#3,199409#0,452978#-0,631873#3,102919#-0,3831856#-0,6639893#3,149882#0  
frame41 #-0,07408998#0,8269209#3,136285#-0,03634092#0,6348966#3,19807# -0,2528642#0,2075595#2,904533#-0,663256#0,5016392#3,039842#-0,1584941#0,2402326#2,919971#-0,5514224#0,4236282#3,119189#0,01046106#0,324289#2,966947#-0,380056#0,4042084#3,209019#0,08624601#0,5112953#3,080933#-0,2199351#0,5108229#3,262415#-0,02148069#0,2696508#3,203078#-0,02882951#0,1977978#3,190063#0,04255318#0,1321528#3,163515#-0,0964625#0,1203737#3,208797#0,2572129#-0,2696812#3,157153#-0,3056548#-0,2344305#3,223552#0,5013056#-0,5841327#3,180673#-0,3401725#-0,5672832#3,199401#0,4539207#-0,6326134#3,103588#-0,3833482#-0,6641097#3,149481#0  
frame42 #-0,07220626#0,8310632#3,138503#-0,0358145#0,6360302#3,197979# -0,2871256#0,1995878#2,896883#-0,6615115#0,5031255#3,036809#-0,2161144#0,2174892#2,912896#-0,5448451#0,4162118#3,118194#0,01104078#0,3252172#2,963535#-0,374492#0,4056253#3,210041#0,08707069#0,5123923#3,080036#-0,2178458#0,5119371#3,262223#-0,01929541#0,2713419#3,202#-0,02667728#0,1995425#3,187982#0,04425869#0,1346566#3,160657#-0,09352249#0,121517#3,206741#0,2598315#-0,269309#3,156751#-0,3062181#-0,2379621#3,223465#0,5014906#-0,5840086#3,180703#-0,3402059#-0,5670877#3,198878#0,4537923#-0,6324467#3,103744#-0,3879317#-0,6656281#3,154644#0  
frame43 #-0,07167614#0,8309568#3,139253#-0,033869#0,6377707#3,19674# -0,2471666#0,2092884#2,905588#-0,6594149#0,5033162#3,035183#-0,1530024#0,2420806#2,923003#-0,5620073#0,4242701#3,098854#0,01232371#0,3275871#2,960449#-0,3944377#0,404217#3,19435#0,08897755#0,5153511#3,078263#-0,216941#0,5130583#3,262602#-0,01536265#0,2725549#3,200509#-0,02283109#0,2005079#3,185771#0,0509036#0,1348483#3,154106#-0,0911937#0,1212315#3,206817#0,2604514#-0,2676081#3,155938#-0,3044579#-0,237589#3,223133#0,5032508#-0,5845875#3,181173#-0,3407084#-0,5667276#3,19793#0,4552675#-0,6330099#3,104446#-0,3878787#-0,6656355#3,154072#0  
frame44 #-0,07128358#0,8313664#3,139806#-0,03039378#0,640789#3,19466# -0,245963#0,2092806#2,906295#-0,6582555#0,5052344#3,036041#-0,1521965#0,2429374#2,92299#-0,5538958#0,4244058#3,100368#0,01321035#0,3284091#2,959925#-0,3871521#0,4030486#3,19669#0,09055962#0,5170138#3,077317#-0,2156732#0,5137627#3,26253#-0,01081779#0,2752274#3,198833#-0,01857635#0,2030066#3,183593#0,05383101#0,1375388#3,153208#-0,0861596#0,1229983#3,204201#0,2635419#-0,2686217#3,155166#-0,3046932#-0,2404144#3,222519#0,5033636#-0,5847026#3,181006#-0,3406309#-0,5680572#3,198784#0,4553003#-0,6330928#3,104453#-0,3879316#-0,6661714#3,153633#0  
frame45 #-0,07111064#0,8322738#3,141208#-0,02952811#0,6412681#3,194688# -0,245364#0,2094088#2,906611#-0,6570887#0,5050859#3,035771#-0,1519492#0,2430407#2,922987#-0,5476164#0,4254164#3,101973#0,0165318#0,3322704#2,959799#-0,38087#0,402498#3,197188#0,09138708#0,5187708#3,077056#-0,2113503#0,514549#3,260192#-0,009977659#0,2755614#3,199234#-0,0181022#0,2033356#3,183494#0,05386603#0,1382619#3,153253#-0,08512493#0,1234919#3,204045#0,2650393#-0,2686469#3,15458#-0,3047074#-0,240387#3,22256#0,4873879#-0,5606536#3,178113#-0,340073#-0,5669537#3,199432#0,439201#-0,6091274#3,1014#-0,3882599#-0,6154275#3,122719#0  
frame46 #-0,07020997#0,8363903#3,143169#-0,02835181#0,6436479#3,193382# -0,2428599#0,2104676#2,907037#-0,655919#0,5049988#3,036735#-0,1487561#0,2455482#2,92277#-0,5857455#0,4547009#3,077265#0,01738331#0,3326181#2,959404#-0,3811897#0,4022256#3,196811#0,09190473#0,5200255#3,076149#-0,2104224#0,5158846#3,260212#-0,009124341#0,2770289#3,19877#-0,01764549#0,2046229#3,182755#0,05376612#0,1397079#3,152784#-0,08444558#0,1247912#3,203384#0,2663175#-0,2688526#3,153757#-0,2985427#-0,2393463#3,222471#0,4896153#-0,5643167#3,178052#-0,3399255#-0,566925#3,199028#0,4411898#-0,6128138#3,101456#-0,388351#-0,6154221#3,122432#0  
frame47 #-0,07026327#0,8369995#3,143934#-0,02631365#0,6480809#3,195569# -0,2322369#0,2040218#2,901236#-0,6505221#0,5024678#3,038692#-0,138898#0,2420505#2,912297#-0,5858856#0,4554676#3,076621#0,01953733#0,3347551#2,95943#-0,376248#0,4019328#3,196844#0,0918678#0,5215217#3,075501#-0,2095786#0,5168715#3,259889#-0,006786353#0,278414#3,198688#-0,01559917#0,2058573#3,181582#0,05514047#0,1413922#3,151473#-0,08127028#0,1263741#3,201542#0,2666061#-0,2626337#3,151466#-0,2931752#-0,2396517#3,222757#0,4965981#-0,5718148#3,179189#-0,3395997#-0,5657368#3,197487#0,4477546#-0,6203371#3,102341#-0,395437#-0,6647455#3,163452#0  
frame48 #-0,06875905#0,8406259#3,146453#-0,02595378#0,6490463#3,194071# -0,2388622#0,212619#2,906879#-0,6498793#0,5026996#3,039458#-0,1454994#0,2512666#2,921994#-0,5860681#0,4560812#3,075505#0,019297#0,3352073#2,958863#-0,3757944#0,4018298#3,196965#0,09241174#0,523104#3,074221#-0,2080418#0,5175226#3,259806#-0,00580864#0,2791614#3,198621#-0,01500567#0,2064651#3,181226#0,05551826#0,1424631#3,151225#-0,08057949#0,1268379#3,201458#0,2679136#-0,2644302#3,150525#-0,2890856#-0,2400593#3,222527#0,4961665#-0,5775854#3,178109#-0,3383671#-0,5652099#3,198491#0,4472328#-0,6259315#3,101883#-0,3873008#-0,613556#3,122264#0  
frame49 #-0,06697251#0,8429905#3,146165#-0,0256547#0,6497104#3,193901# -0,2381765#0,2130626#2,906644#-0,6417897#0,4988835#3,039364#-0,1441229#0,2516495#2,921507#-0,5834576#0,4563773#3,075883#0,01980064#0,3371514#2,957742#-0,3729418#0,4025389#3,198956#0,09241079#0,5254931#3,072119#-0,2028126#0,5215419#3,260589#-0,004159415#0,2795475#3,198494#-0,01370969#0,2067111#3,180729#0,05620534#0,1435179#3,151164#-0,07785218#0,1277291#3,20039#0,268017#-0,2645954#3,150034#-0,2880131#-0,2406706#3,222043#0,4947701#-0,5778662#3,177486#-0,3363558#-0,5668014#3,195393#0,4448188#-0,6260932#3,102206#-0,386307#-0,6150284#3,120112#0  
frame50 #-0,06660935#0,8438095#3,147351#-0,02557552#0,6501979#3,193677# -0,2384516#0,212813#2,905996#-0,6396607#0,4975567#3,039839#-0,1440618#0,251611#2,921637#-0,5817684#0,4556087#3,076942#0,0195594#0,3375485#2,957179#-0,3682729#0,4010553#3,200529#0,09184894#0,5269704#3,071659#-0,2020071#0,5213376#3,260612#-0,00362863#0,2796966#3,19865#-0,01350055#0,2067976#3,180516#0,05615843#0,1440586#3,150909#-0,07748812#0,127901#3,200242#0,2687534#-0,2657852#3,14888#-0,2843663#-0,2416223#3,221368#0,4936574#-0,5760499#3,176794#-0,3340424#-0,5681902#3,195302#0,4431589#-0,6245498#3,101272#-0,3944152#-0,662768#3,157402#0  
frame51 #-0,06826971#0,8386203#3,148137#-0,02588386#0,6492796#3,193631# -0,2773197#0,2059442#2,899429#-0,6398194#0,4971123#3,040764#-0,204505#0,2243946#2,910984#-0,584914#0,4560966#3,077017#0,01841906#0,3371623#2,954792#-0,3682892#0,4004734#3,201267#0,09220588#0,5274231#3,070493#-0,2007548#0,5193791#3,259313#-0,001570736#0,2793902#3,198263#-0,01093696#0,2065968#3,179312#0,05859005#0,1443583#3,149686#-0,0736496#0,1276434#3,198818#0,2702971#-0,2702029#3,144493#-0,2821185#-0,2414527#3,221191#0,479619#-0,5580586#3,172095#-0,3335718#-0,5659684#3,198828#0,4288662#-0,6067482#3,096407#-0,3843246#-0,6146581#3,12314#0  
frame52 #-0,0768446#0,8341604#3,147096#-0,0269009#0,6482272#3,193335# -0,2450264#0,2097678#2,904514#-0,6432561#0,4939265#3,04282#-0,1482394#0,2427916#2,911256#-0,5317717#0,4005702#3,115286#0,01886409#0,3370766#2,953718#-0,3616961#0,3957776#3,203333#0,09071545#0,5263099#3,069173#-0,2031347#0,5144399#3,256872#-0,001077837#0,2783978#3,197732#-0,01051781#0,2055269#3,177994#0,05873405#0,1440897#3,149355#-0,07279512#0,1261991#3,196165#0,2679203#-0,2710397#3,134021#-0,2805968#-0,2409216#3,220151#0,4839035#-0,5645688#3,169317#-0,3332162#-0,567752#3,197737#0,4330095#-0,6136671#3,092791#-0,3979145#-0,6615769#3,160727#0  
frame53 #-0,07865563#0,8339005#3,14816#-0,03330483#0,6424038#3,189712# -0,2664652#0,2328752#2,926516#-0,6487653#0,4854051#3,041041#-0,1993529#0,2170662#2,897547#-0,5977278#0,4478082#3,126401#0,01882002#0,3344034#2,950797#-0,3631434#0,3861949#3,204108#0,08810365#0,5230088#3,069031#-0,2100254#0,5048826#3,254032#-0,001824663#0,2769895#3,196978#-0,01073369#0,204282#3,177184#0,0588192#0,1433136#3,149061#-0,0728722#0,1243167#3,195194#0,2659791#-0,2729528#3,124497#-0,2812985#-0,241059#3,218553#0,4762177#-0,557668#3,159822#-0,3325538#-0,5680909#3,196698#0,4260335#-0,6075465#3,082074#-0,3982717#-0,6627545#3,16016#0  
frame54 #-0,158937#0,8004481#3,124242#-0,1181173#0,6109146#3,179935# -0,2658437#0,1583602#2,881201#-0,705367#0,4251575#2,994408#-0,1983139#0,1904184#2,882791#-0,6117144#0,392156#3,051093#0,0009009005#0,3191869#2,949479#-0,4244091#0,326153#3,178#0,009537962#0,4874605#3,066025#-0,2795989#0,4696659#3,229259#-0,06221578#0,242949#3,189081#-0,06500442#0,1690245#3,16944#0,005446086#0,1134521#3,14339#-0,1190195#0,0878571#3,188054#0,1919695#-0,2201547#3,105535#-0,3189507#-0,2414123#3,206779#0,4433046#-0,5516999#3,139181#-0,329061#-0,5709662#3,195986#0,3969985#-0,6027024#3,059765#-0,394737#-0,668005#3,166202#0  
frame55 #-0,1679688#0,8019747#3,124543#-0,1412424#0,6107523#3,181261# -0,2455043#0,166737#2,877033#-0,7121457#0,4188755#2,989161#-0,1569111#0,2115131#2,895797#-0,624492#0,352041#3,04231#-0,01229326#0,3135167#2,960488#-0,426734#0,3278809#3,178717#-0,001757595#0,4875851#3,070348#-0,2996086#0,4681956#3,222535#-0,07619354#0,2450793#3,191653#-0,07647359#0,1712338#3,171692#-0,002941357#0,1150695#3,144999#-0,1299235#0,08863989#3,190887#0,1909185#-0,2200191#3,106628#-0,3245633#-0,2397515#3,20451#0,4667615#-0,5462331#3,142785#-0,3268072#-0,5770175#3,194675#0,4240136#-0,5976163#3,061518#-0,394525#-0,6715189#3,167889#0  
frame56 #-0,2899035#0,847415#3,113228#-0,2573328#0,6472118#3,166032# -0,2967033#0,1843491#2,894152#-0,7753018#0,412168#2,898056#-0,2065837#0,2199804#2,920011#-0,7121651#0,3729481#2,971232#-0,08630159#0,3507231#2,976732#-0,5315029#0,3473823#3,151818#-0,1112148#0,5345541#3,091828#-0,4235875#0,5162455#3,199136#-0,1918154#0,282301#3,198015#-0,1853684#0,2077684#3,18769#-0,1074215#0,14621#3,1658#-0,2383512#0,1233959#3,211941#0,1188449#-0,2504264#3,147798#-0,3703802#-0,2279709#3,203544#0,3042455#-0,5886344#3,197417#-0,3122354#-0,5939417#3,195087#0,2745149#-0,6417763#3,111929#-0,3972205#-0,671446#3,158489#0  
frame57 #-0,3282842#0,8778236#3,100389#-0,3045942#0,6760699#3,148756# -0,3040524#0,2241735#2,922143#-0,7169431#0,3691354#2,821119#-0,214615#0,2586169#2,950564#-0,6840775#0,3460399#2,913875#-0,09037869#0,3840529#3,011346#-0,584776#0,347391#3,153889#-0,1441261#0,5680317#3,10983#-0,4813141#0,5521942#3,175711#-0,2628803#0,3194742#3,197857#-0,258135#0,2469609#3,194361#-0,1726368#0,1819368#3,183404#-0,3272574#0,1605328#3,215988#-0,07581129#-0,2237379#3,148365#-0,4192356#-0,2458816#3,175018#-0,1275968#-0,5776922#3,365885#-0,3257322#-0,5877659#3,186527#-0,04146444#-0,6312531#3,374158#-0,3571095#-0,6706629#3,181488#0  
frame58 #-0,3355575#0,9003546#3,116232#-0,319861#0,6955183#3,150866# -0,38745#0,2292173#2,928603#-0,6055777#0,3220911#2,819677#-0,2343522#0,2867244#2,996639#-0,6052017#0,2958442#2,937933#-0,08848051#0,3923077#3,094794#-0,5763441#0,412536#3,157069#-0,1552709#0,6075507#3,170352#-0,4863541#0,5694479#3,135566#-0,3116887#0,3356192#3,200115#-0,3082668#0,261331#3,197923#-0,2280736#0,1920328#3,207737#-0,382368#0,1808954#3,199135#-0,2186128#-0,2443247#3,184982#-0,4205701#-0,2552976#3,149927#-0,3122769#-0,5917392#3,327613#-0,3190187#-0,5947204#3,184775#-0,2799396#-0,6499205#3,227749#-0,4087433#-0,6621568#3,227264#0  
frame59 #-0,3347607#0,9016936#3,116941#-0,3271622#0,702233#3,155401# -0,2790253#0,2634245#2,998926#-0,5154873#0,3129147#2,831398#-0,2001118#0,3057631#3,042498#-0,5394939#0,3362861#2,896942#-0,08752377#0,3990876#3,165587#-0,6038626#0,3989516#3,086267#-0,1617615#0,6149875#3,18478#-0,4872419#0,5713019#3,130892#-0,32312#0,3382139#3,198431#-0,3206179#0,2641102#3,196573#-0,2448597#0,1943657#3,212417#-0,3987698#0,1854048#3,188274#-0,2997758#-0,2513883#3,204465#-0,4313206#-0,2468306#3,134263#-0,3404393#-0,5890687#3,328587#-0,3169813#-0,6038827#3,176816#-0,3942514#-0,6487734#3,239552#-0,4283879#-0,6356431#3,20792#0  
frame60 #-0,3314135#0,904817#3,125882#-0,3341724#0,705964#3,160874# -0,2688785#0,2850322#3,012257#-0,4188446#0,3259276#2,888118#-0,2109792#0,3072476#3,050943#-0,488606#0,3237197#2,940877#-0,1000434#0,4228441#3,252998#-0,6140224#0,3949298#3,074449#-0,174045#0,6312723#3,246893#-0,4880493#0,572853#3,121173#-0,3340138#0,34246#3,197889#-0,3297231#0,2690005#3,19697#-0,2589962#0,1970926#3,222953#-0,4051671#0,1905459#3,179615#-0,3783971#-0,2399267#3,169042#-0,4321159#-0,2480037#3,126084#-0,3853639#-0,5990501#3,324863#-0,3052684#-0,603104#3,189965#-0,4432991#-0,6456677#3,230868#-0,4215083#-0,6306303#3,199729#0  
frame61 #-0,3339548#0,9125261#3,139365#-0,3404721#0,7106204#3,166976# -0,248401#0,2689577#3,025446#-0,3929365#0,3370561#2,931815#-0,211336#0,3132688#3,070124#-0,4743927#0,3281382#2,946502#-0,1104151#0,4270753#3,279171#-0,6150461#0,3894596#3,059929#-0,1801549#0,6335834#3,255047#-0,4867346#0,5747154#3,115124#-0,3503394#0,3452378#3,197831#-0,3487235#0,2715064#3,196721#-0,2900348#0,1976948#3,228654#-0,4167167#0,1940492#3,17229#-0,3515722#-0,1579918#3,204965#-0,432048#-0,2501394#3,123575#-0,3263587#-0,5933253#3,180225#-0,3868594#-0,5684364#3,119885#-0,4121037#-0,6687443#3,144104#-0,3471433#-0,6196989#3,038389#0  
frame62 #-0,3213799#0,9110307#3,156704#-0,3566835#0,7229306#3,184068# -0,1944103#0,2736624#3,126704#-0,3328035#0,3806097#2,957076#-0,1999659#0,3274288#3,175745#-0,4050391#0,3846157#2,966702#-0,2160552#0,4643873#3,39457#-0,5852344#0,4132381#2,969881#-0,2183521#0,6328338#3,350425#-0,4686576#0,571465#3,091691#-0,3602066#0,3555079#3,202224#-0,3539184#0,2819446#3,20178#-0,3010438#0,2107596#3,258364#-0,4148552#0,2030135#3,159894#-0,4242911#-0,2611937#3,196184#-0,4082257#-0,204882#3,102839#-0,3098269#-0,5615556#3,173351#-0,4277704#-0,5496458#3,175579#-0,3835185#-0,6507683#3,142402#-0,359906#-0,5986113#3,113568#0  
frame63 #-0,3171207#0,9072448#3,169024#-0,3607526#0,723478#3,188214# -0,09823716#0,3309543#3,18232#-0,2940775#0,4318284#2,970742#-0,1331003#0,3640898#3,236615#-0,363765#0,4139925#2,96142#-0,2346687#0,4381818#3,382834#-0,5380859#0,4153763#2,920214#-0,2193849#0,6323121#3,351439#-0,4485259#0,5748551#3,078578#-0,361005#0,356261#3,209109#-0,3529622#0,2828356#3,209975#-0,2981099#0,2110826#3,281333#-0,4098908#0,2004928#3,158615#-0,4009358#-0,2614654#3,177764#-0,3324946#-0,2441829#3,096319#-0,3361922#-0,5767711#3,151314#-0,6019455#-0,5470188#3,228804#-0,3374398#-0,6631153#3,06932#-0,6295624#-0,6372977#3,231722#0  
frame64 #-0,312967#0,9082872#3,175188#-0,3622067#0,7250904#3,191276# -0,04331633#0,4034399#3,20862#-0,2775691#0,4456347#2,957597#-0,08668356#0,4220642#3,263307#-0,347136#0,4341896#2,941857#-0,2346871#0,4381777#3,38293#-0,5211756#0,4198403#2,901578#-0,2197856#0,6327241#3,352841#-0,4363826#0,5769054#3,071771#-0,358259#0,3437284#3,214936#-0,3475853#0,2639023#3,21706#-0,295139#0,1924348#3,283032#-0,3962151#0,183588#3,159754#-0,4555312#-0,2736421#3,25158#-0,2843199#-0,2579218#3,091061#-0,3905315#-0,5893703#3,21313#-0,5826283#-0,5357664#3,220098#-0,3489321#-0,6397246#3,113224#-0,5081606#-0,583832#3,166086#0  
frame65 #-0,2838668#0,9234131#3,200615#-0,348799#0,7404711#3,194804# -0,2213638#0,667605#3,478375#-0,1946739#0,56633#2,942397#-0,2209594#0,6132579#3,450896#-0,2644704#0,5543056#2,929302#-0,2197464#0,4502167#3,382093#-0,4075415#0,4684655#2,868492#-0,2053814#0,6463853#3,355325#-0,3766263#0,6097631#3,059463#-0,3472845#0,3152209#3,193029#-0,3365078#0,223458#3,18587#-0,2891003#0,16906#3,222449#-0,3900702#0,1784956#3,152683#-0,4641486#-0,2834838#3,30415#-0,1914669#-0,2364817#3,083395#-0,2103074#-0,5956268#3,109166#-0,5154074#-0,4928933#3,196206#-0,1292536#-0,6418525#3,065327#-0,4343536#-0,539119#3,152367#0  
frame66 #-0,2370577#0,8895987#3,205562#-0,3039846#0,700019#3,184895# -0,1904862#0,6227265#3,471615#-0,1021445#0,7471678#2,857906#-0,1861645#0,5692008#3,442733#-0,1717556#0,7351754#2,844845#-0,1731995#0,4086235#3,369724#-0,2422871#0,567293#2,841116#-0,1596278#0,6053468#3,344902#-0,3742693#0,6343836#3,066198#-0,3219116#0,3005726#3,156507#-0,317796#0,2208961#3,150017#-0,2596868#0,159386#3,1507#-0,38127#0,1813585#3,140495#-0,4502952#-0,2682412#3,299017#-0,1747617#-0,1857961#3,089258#-0,1966809#-0,5801053#3,104179#-0,4923171#-0,4552032#3,19057#-0,08802807#-0,5877766#3,057388#-0,4176479#-0,5020138#3,137092#0  
frame67 #-0,2268663#0,87724#3,189235#-0,2954959#0,6985763#3,183453# -0,1820335#0,6217294#3,470405#-0,06921087#0,7517474#2,840877#-0,1777028#0,5680922#3,441463#-0,1386403#0,7397863#2,827851#-0,1647108#0,4071808#3,368276#-0,2372792#0,5883884#2,872301#-0,1511391#0,603904#3,34346#-0,3654807#0,6491967#3,102472#-0,3106243#0,2999361#3,154278#-0,3048033#0,220752#3,145379#-0,2449246#0,1548277#3,143192#-0,3651772#0,1844213#3,136017#-0,4401197#-0,2679138#3,300652#-0,1707299#-0,1879373#3,089852#-0,1867336#-0,579497#3,10596#-0,4890782#-0,456534#3,189549#-0,07648168#-0,5872508#3,063126#-0,4180325#-0,503086#3,131157#0  
frame68 #-0,1271267#0,9407041#3,146312#-0,1527675#0,7863317#3,20722# -0,03938263#0,7104453#3,494671#0,1745773#0,8163974#2,982597#-0,03503257#0,656568#3,465599#0,1053801#0,8044763#2,969615#-0,0219824#0,4949362#3,39203#-0,01914562#0,6563936#2,99126#-0,008410707#0,6916595#3,367226#-0,2379079#0,6645772#3,136923#-0,15882#0,3629991#3,130054#-0,1522673#0,2800792#3,110016#-0,08812179#0,2302666#3,096925#-0,2163124#0,2282892#3,100859#-0,3099873#-0,1858119#3,2406#-0,1519646#-0,1762721#3,073995#-0,05681804#-0,4971287#3,046039#-0,4684572#-0,4590139#3,14234#0,05608815#-0,5318764#3,036406#-0,4014423#-0,5039765#3,078233#0  
frame69 #-0,091497#0,8928636#3,13025#-0,1172035#0,7380953#3,191348# -0,003954134#0,6638866#3,479634#0,2411966#0,7883491#3,069281#0,0004297858#0,6095899#3,450336#0,1722258#0,776467#3,056341#0,01358154#0,4466999#3,376111#-0,02236541#0,6179178#3,074671#0,02715324#0,6434231#3,351354#-0,262368#0,572729#3,15966#-0,1051714#0,3390438#3,11132#-0,09472923#0,2630301#3,08512#-0,02447137#0,1982432#3,038171#-0,1582544#0,1855008#3,096151#-0,2256436#-0,215247#3,213757#-0,09829253#-0,1745216#3,039221#0,02758323#-0,5266345#3,019111#-0,4249952#-0,443639#3,112825#0,1403254#-0,5633382#3,013953#-0,375453#-0,4895706#3,034813#0  
frame70 #-0,05377274#0,809885#3,125762#-0,06106656#0,6311824#3,140698# 0,05216365#0,5572111#3,429102#0,2446516#0,8108153#3,204349#0,05655237#0,5028551#3,399771#0,1866783#0,7572311#3,176314#0,0697185#0,3397869#3,325454#0,01275831#0,5964785#3,105883#0,0832902#0,5365102#3,300704#-0,2327048#0,5430858#3,140485#-0,06648159#0,2801829#3,072366#-0,05840104#0,2147728#3,044165#0,01254291#0,1443404#3,00834#-0,1284314#0,1424756#3,042216#-0,2598543#-0,232923#3,170094#-0,2666595#-0,1822684#3,131203#-0,006771713#-0,5441332#2,975537#-0,5179402#-0,5353718#3,139106#0,1074358#-0,5759777#2,981335#-0,4735805#-0,5815455#3,058143#0  
frame71 #-0,01013802#0,8756422#3,101377#-0,03466385#0,7101836#3,14576# 0,07854429#0,6364857#3,434242#0,3468747#0,7768061#3,23512#0,08293852#0,5820613#3,404875#0,285173#0,7328009#3,199172#0,09612121#0,4187882#3,330471#0,1000679#0,6007852#3,105026#0,1096929#0,6155114#3,305766#-0,1435773#0,5531698#3,090781#-0,03321417#0,2873334#3,06586#-0,01454107#0,2095404#3,033614#0,05125206#0,1521787#2,999198#-0,07499377#0,145993#3,037851#-0,2354234#-0,2209249#3,149695#-0,2293951#-0,1741471#3,120835#0,01862234#-0,5333195#2,954454#-0,4932783#-0,5214636#3,108428#0,130739#-0,570849#2,965647#-0,433809#-0,5667614#3,037181#0  
frame72 #-0,01787763#0,8318261#3,140007#0,01165335#0,6464264#3,10945# 0,4245293#0,7271152#3,36335#0,3508027#0,7797276#3,23497#0,3457345#0,6092911#3,268099#0,2908521#0,7343584#3,197495#0,2703164#0,4336217#3,117594#0,1110004#0,598251#3,098772#0,1560101#0,5517542#3,269456#-0,1306196#0,5449327#3,077833#0,02005102#0,2664651#3,042327#0,03690462#0,1971364#3,009318#0,108184#0,1419756#2,982586#-0,02739939#0,128186#3,004604#-0,2007369#-0,2247115#3,108097#-0,2177932#-0,186827#3,105732#-0,1200923#-0,5916796#2,967662#-0,4369835#-0,5648519#3,087671#-0,003507651#-0,6135074#2,97521#-0,3834198#-0,6106443#3,012075#0  
frame73 #0,022206#0,8330972#3,111198#0,03750345#0,6468152#3,093678# 0,4707168#0,5672596#3,438987#0,3577485#0,7850717#3,218858#0,4497201#0,5937899#3,42621#0,3023071#0,7362642#3,17866#0,3986525#0,5012818#3,21083#0,1359829#0,5898417#3,071774#0,1818602#0,552143#3,253685#-0,09816096#0,5191917#3,036782#0,04225619#0,261183#3,03149#0,0616855#0,1909996#2,997583#0,1367351#0,1360393#2,977991#-0,004739817#0,1195475#2,985753#0,3418998#-0,2142363#3,03103#-0,2174281#-0,2604727#3,097901#0,3994809#-0,5616708#2,965253#-0,3892376#-0,5815212#3,040623#0,457073#-0,607025#2,892713#-0,3316455#-0,6268755#2,968083#0  
frame74 #0,0482795#0,8744323#3,082896#0,07812689#0,6909854#3,073956# 0,4745003#0,1830091#3,211985#-0,1407934#0,1796515#3,416318#0,4477165#0,2363052#3,194411#-0,1385673#0,2002955#3,348465#0,3673651#0,3961935#3,155422#-0,1248561#0,3250763#3,143241#0,2224836#0,5963132#3,233962#-0,04431468#0,4940368#3,000886#0,07673684#0,2616973#3,015759#0,09863172#0,1831115#2,980117#0,1668172#0,1332385#2,962526#0,03401469#0,1072653#2,971758#0,3564111#-0,2208892#3,02736#-0,211308#-0,2606683#3,084218#0,4456651#-0,5495833#2,949145#-0,3117306#-0,5635765#3,01527#0,5049505#-0,5947893#2,877999#-0,2524451#-0,6087825#2,944124#0  
