frame1 #-0,03701312#0,9292352#3,2326#-0,02515951#0,7549691#3,28914# 0,4143378#0,1279414#3,278295#-0,4263537#0,05301112#3,278323#0,377568#0,1953023#3,275901#-0,3837409#0,1197508#3,285952#0,2821742#0,4148871#3,338433#-0,259903#0,3589607#3,381583#0,1307624#0,6455608#3,276377#-0,2015459#0,6250905#3,35574#-0,02285388#0,3995591#3,301333#-0,02997134#0,3305342#3,275884#0,04392926#0,2585089#3,254165#-0,1056095#0,2492972#3,28792#0,07274034#-0,2157092#3,022449#-0,08980614#-0,2627831#3,292254#0,08541036#-0,5871556#2,859565#-0,0006952041#-0,6120549#3,294796#0,06226972#-0,6386687#2,76559#-0,06022063#-0,6795601#3,318972#1  
frame12 #-0,1811909#0,9288429#3,331095#-0,06284219#0,7891065#3,356792# 0,5058736#0,8103015#2,901745#-0,3784215#0,8172607#3,766938#0,4732565#0,7835172#2,923094#-0,3641315#0,7640398#3,724443#0,3305266#0,6528512#3,130604#-0,3212615#0,6043773#3,609869#0,08794009#0,6947853#3,273211#-0,2052394#0,7081326#3,496087#-0,04621666#0,474334#3,374826#-0,06115112#0,4123684#3,357501#0,009858614#0,3345872#3,306751#-0,1302643#0,332723#3,403253#-0,06719989#0,02353168#2,991014#-0,1601898#-0,1067749#3,331082#-0,2555054#-0,3524517#2,812142#0,03554498#-0,5080055#3,33883#-0,3280441#-0,3962616#2,751392#0,02363959#-0,60808#3,31209#1  
frame13 #-0,1879706#0,923605#3,333867#-0,06660632#0,7875497#3,36273# 0,4385858#0,8666069#2,915173#-0,3896624#0,8250248#3,775874#0,4085714#0,8025505#2,954578#-0,3723907#0,7713103#3,735556#0,3206619#0,6677511#3,119993#-0,3205757#0,6101666#3,627455#0,08424786#0,695788#3,27036#-0,2046882#0,7132136#3,514003#-0,04584085#0,4756438#3,375542#-0,06077376#0,4140193#3,359354#0,009661138#0,3343799#3,30651#-0,1261858#0,3381318#3,408843#-0,1260355#-0,008354792#2,980969#-0,1612392#-0,09519327#3,33457#-0,2562797#-0,3206323#2,864705#0,02806473#-0,5032374#3,336181#-0,3331823#-0,3624423#2,806513#0,004301347#-0,604949#3,324417#1  
frame14 #-0,1918424#0,9205152#3,333896#-0,06803448#0,7874466#3,362244# 0,3680696#0,8960546#2,912931#-0,4314688#0,883081#3,796422#0,354562#0,8401152#2,943306#-0,4030009#0,8159449#3,751945#0,2857297#0,6766182#3,115894#-0,3175972#0,6145368#3,631316#0,07609478#0,6968503#3,265657#-0,2023303#0,7168847#3,518502#-0,04540884#0,4758441#3,374155#-0,05989148#0,4140744#3,359266#0,009734171#0,3342169#3,306347#-0,120668#0,3415869#3,408241#-0,1286918#-0,007654801#2,984683#-0,1638452#-0,09055427#3,34649#-0,3201823#-0,2927377#2,901676#0,01769115#-0,5059699#3,330225#-0,3901623#-0,3461083#2,842932#-0,001178021#-0,6086121#3,312761#1  
frame15 #-0,1949604#0,9162542#3,339786#-0,06966485#0,7870057#3,36458# 0,3018098#0,9323867#2,910156#-0,4932669#0,9463903#3,773201#0,3038302#0,861598#2,93441#-0,4506723#0,8987772#3,747573#0,2801365#0,6964756#3,068893#-0,3228885#0,7559381#3,683453#0,07138444#0,6961114#3,263865#-0,2028917#0,7175602#3,544888#-0,04239107#0,4753045#3,37394#-0,05666153#0,4130585#3,359787#0,01165261#0,3332755#3,307811#-0,1136586#0,3439359#3,405478#-0,1107454#0,02236354#3,018654#-0,1618369#-0,08502209#3,3513#-0,3844704#-0,3221906#2,897949#0,005224898#-0,5031388#3,334068#-0,4439135#-0,3659647#2,842683#-0,006596491#-0,6066172#3,314091#1  
frame16 #-0,1955393#0,9169107#3,350744#-0,0718672#0,7897376#3,380668# 0,2374441#1,005809#2,890885#-0,4813291#1,060309#3,766029#0,2466008#0,9137391#2,924438#-0,4412843#0,9859029#3,742852#0,2699764#0,7136791#3,052329#-0,3211498#0,7626836#3,686022#0,06606976#0,6993903#3,260922#-0,2018344#0,7187992#3,548474#-0,03924912#0,4772572#3,377049#-0,05349455#0,4153634#3,361801#0,01345178#0,3350483#3,309299#-0,107991#0,3523695#3,405313#-0,1648727#-0,0113682#3,023182#-0,1603953#-0,07483745#3,361374#-0,4115539#-0,3128867#2,969446#-0,01377642#-0,4989315#3,333368#-0,4738739#-0,3572542#2,914186#-0,07609642#-0,543299#3,278109#1  
frame17 #-0,1952287#0,9144532#3,354848#-0,07548793#0,7880457#3,388046# 0,1680896#1,056689#2,898929#-0,4741532#1,098692#3,737935#0,1654258#0,9882196#2,909222#-0,4351524#1,018793#3,721317#0,2267497#0,7415072#3,023263#-0,3181499#0,7790931#3,684119#0,0590262#0,6948693#3,261239#-0,1993755#0,7164662#3,547564#-0,03429649#0,4715945#3,378304#-0,0459313#0,4072812#3,361553#0,01883559#0,3320011#3,312859#-0,0982385#0,3502963#3,396586#-0,1711895#-0,005385569#3,045043#-0,1592236#-0,07417068#3,36112#-0,4205079#-0,2811034#3,042927#-0,01600935#-0,4976225#3,334638#-0,4839407#-0,3259188#2,988516#-0,04114964#-0,6036769#3,338267#1  
frame18 #-0,173922#0,9141595#3,373338#-0,08069764#0,784863#3,392162# 0,1002278#1,050532#2,911199#-0,4580277#1,123041#3,679587#0,1053982#0,9831429#2,919373#-0,4218036#1,037998#3,676759#0,2099832#0,7399583#3,022443#-0,3131312#0,7828691#3,680885#0,04305308#0,7000045#3,268098#-0,1806328#0,7154768#3,533107#-0,03040297#0,467422#3,377239#-0,04070188#0,4021788#3,359692#0,01976466#0,3321124#3,313838#-0,0840812#0,3524742#3,386975#-0,1692243#0,005507946#3,081917#-0,15492#-0,06873816#3,360304#-0,1192026#-0,3840917#3,264557#-0,01841865#-0,4914311#3,335868#-0,06588364#-0,47844#3,277011#-0,0835622#-0,5365972#3,28377#1  
frame19 #-0,1717596#0,9154671#3,382288#-0,08425333#0,7812889#3,403549# -0,04478912#1,02724#2,969143#-0,4008979#1,069395#3,547855#-0,02558032#0,9620353#2,97504#-0,3756264#1,001356#3,57138#0,1196806#0,732193#2,992799#-0,2998118#0,7972395#3,654523#0,07441678#0,6948239#3,224947#-0,1779124#0,7147729#3,535604#-0,02913294#0,4681386#3,378388#-0,03944386#0,4038828#3,360461#0,02782827#0,3368292#3,318056#-0,08539674#0,3541162#3,386295#-0,2073645#-0,0154521#3,143912#-0,02783363#-0,2241512#3,397032#-0,1232285#-0,4182186#3,297581#0,03045311#-0,5484004#3,335872#-0,062985#-0,5121717#3,298641#-0,02015943#-0,6477416#3,330648#1  
frame20 #-0,1780354#0,9474099#3,374738#-0,0714403#0,8234257#3,390847# -0,09016027#0,9763752#3,001496#-0,4072211#1,019554#3,477127#-0,05439669#0,8944289#2,977441#-0,380718#0,9846284#3,541434#0,09846748#0,7315551#2,971068#-0,3004976#0,7924279#3,647352#0,03256663#0,6862463#3,252269#-0,1539866#0,7605165#3,517851#-0,02820872#0,5011417#3,388924#-0,04255984#0,4385865#3,376176#0,01346986#0,3468331#3,307348#-0,0797958#0,3759031#3,445354#-0,2080703#-0,01596018#3,154837#-0,02757892#-0,2052305#3,40353#-0,1209687#-0,4248728#3,303322#0,0285226#-0,532354#3,337599#-0,05910579#-0,519643#3,300701#-0,00715062#-0,6347023#3,304926#1  
frame21 #-0,1798925#0,9512697#3,373834#-0,08383106#0,817353#3,390587# -0,1429526#0,9623088#3,030676#-0,3479834#1,013381#3,447685#-0,112703#0,9014915#3,029522#-0,3561513#0,9567117#3,477708#0,0696857#0,7050889#2,966159#-0,3119538#0,7565992#3,667593#0,03097897#0,6606932#3,260479#-0,167346#0,75308#3,517889#-0,03254984#0,4415051#3,391181#-0,04270568#0,3663423#3,377356#0,01165842#0,330036#3,320502#-0,08117457#0,2843201#3,419978#-0,2482657#-0,1896909#3,246901#-0,02287858#-0,2644394#3,402883#-0,08997372#-0,5645882#3,362709#0,07239696#-0,5972434#3,337198#-0,007132277#-0,62617#3,310698#-0,02082568#-0,6516001#3,299088#1  
frame22 #-0,2027767#0,9084684#3,42663#-0,1153709#0,7724688#3,455828# -0,1927698#0,9276699#3,056373#-0,3624572#0,9475012#3,384443#-0,1555266#0,8653453#3,055442#-0,3568301#0,913665#3,415744#-0,01560446#0,7113168#2,995486#-0,3617588#0,798542#3,642026#0,03551987#0,6252837#3,262316#-0,1984917#0,7076703#3,583396#-0,03224351#0,4377358#3,391415#-0,04157832#0,3644834#3,374602#0,02523454#0,315746#3,297352#-0,08022699#0,2740958#3,414073#-0,2453822#-0,1897301#3,270246#-0,008368612#-0,2916467#3,417746#-0,08948348#-0,5640358#3,360712#0,06229939#-0,61591#3,288261#0,002124399#-0,6170496#3,311362#-0,02608433#-0,639088#3,304436#1  
frame23 #-0,2130872#0,9401798#3,309892#-0,08209722#0,8480656#3,385425# -0,212148#0,9096704#3,131426#-0,3407922#0,9098923#3,311382#-0,2062607#0,839558#3,089154#-0,332644#0,8608971#3,356707#-0,04267941#0,6707953#3,007656#-0,3153893#0,7543298#3,623156#0,02934988#0,6146848#3,260691#-0,165218#0,783267#3,512992#-0,03059556#0,4411325#3,3877#-0,04091419#0,3647469#3,372436#0,01815468#0,3107375#3,296226#-0,07752777#0,2718213#3,416719#-0,1296661#-0,1932302#3,344492#0,03040545#-0,2359774#3,442904#-0,09591804#-0,5617371#3,355109#0,02907733#-0,6122657#3,317644#-0,0003591627#-0,6142961#3,310998#-0,03366996#-0,6100234#3,377799#1  
frame24 #-0,2022185#0,9092425#3,349792#-0,09276509#0,8077352#3,40543# -0,2378043#0,9049131#3,193782#-0,3384504#0,8449241#3,256194#-0,2136599#0,8098886#3,131958#-0,3343353#0,7899895#3,346015#-0,07647426#0,6226963#2,997672#-0,3410096#0,6968566#3,616961#0,02833996#0,6078776#3,260023#-0,1758859#0,7429367#3,532998#-0,03170003#0,4386269#3,38795#-0,04239711#0,3623865#3,372346#0,00965884#0,2999111#3,295066#-0,0783862#0,2629248#3,423538#-0,05144597#-0,2498672#3,393802#0,03217979#-0,2426342#3,445916#-0,1070401#-0,5769314#3,352981#0,02986221#-0,6111699#3,31239#-0,004043959#-0,6184617#3,311345#0,0990544#-0,6644614#3,304826#1  
frame25 #-0,198752#0,8459962#3,368404#-0,1001435#0,7158668#3,393731# -0,2643304#0,8182692#3,168257#-0,3329618#0,8078671#3,221329#-0,2494863#0,7430348#3,162863#-0,333629#0,7558274#3,31614#-0,1115512#0,5968807#3,045558#-0,359509#0,6809822#3,589894#0,02560667#0,6080939#3,258579#-0,1832643#0,6510683#3,521299#-0,02791824#0,3772998#3,365389#-0,03574584#0,3086999#3,345245#0,0152255#0,2710896#3,278226#-0,06612688#0,2147496#3,395213#-0,04338714#-0,2200592#3,396199#0,03206778#-0,2475384#3,448618#-0,1222831#-0,5619692#3,359087#0,05387878#-0,5849733#3,268563#-0,02153866#-0,6078047#3,316553#0,08714084#-0,663271#3,289634#1  
frame26 #-0,2193363#0,8628048#3,407844#-0,1055682#0,7472177#3,439365# -0,2704569#0,7647753#3,226263#-0,3383865#0,839218#3,266886#-0,2506916#0,6842837#3,214871#-0,3389398#0,786773#3,362842#-0,108381#0,5322539#3,05409#-0,3637308#0,7121289#3,63484#0,01648269#0,5983027#3,253817#-0,188689#0,6824192#3,566933#-0,03823118#0,3738583#3,385378#-0,04886312#0,3010593#3,364901#0,001201266#0,2537009#3,2978#-0,08288551#0,2140807#3,411703#-0,04072285#-0,2139198#3,400938#-0,1740967#-0,2407689#3,39852#-0,1373046#-0,5632408#3,369914#-0,13693#-0,6514013#3,236499#-0,03586698#-0,6043643#3,323684#-0,2145843#-0,7000647#3,188783#1  
frame27 #-0,1748269#0,813502#3,465956#-0,1055764#0,62018#3,405808# -0,2585827#0,6441889#3,257355#-0,3383947#0,7121803#3,233331#-0,2437385#0,5689545#3,251961#-0,338833#0,6593507#3,330366#-0,1371085#0,4340464#3,077039#-0,3626087#0,5848994#3,600685#-0,02038432#0,5627106#3,256366#-0,1886972#0,5553815#3,533376#-0,03278581#0,2579505#3,370846#-0,04244063#0,184239#3,352201#0,001848292#0,1761684#3,325242#-0,07570508#0,1161876#3,367591#-0,04731642#-0,2383883#3,438347#-0,2005716#-0,2952536#3,427147#0,02129383#-0,5840602#3,293091#-0,1972829#-0,5961552#3,508921#-0,05684592#-0,633954#3,248514#-0,1061589#-0,6182244#3,436779#1  
frame28 #-0,1786865#0,8106521#3,465949#-0,1238701#0,6199942#3,422518# -0,2469919#0,6331501#3,304278#-0,3566884#0,7119945#3,250039#-0,2321478#0,5579157#3,298883#-0,3569691#0,6586707#3,34845#-0,1292436#0,41868#3,119756#-0,3794645#0,5844696#3,616632#-0,02556147#0,5391062#3,261656#-0,2069909#0,5551957#3,550085#-0,0361109#0,2561405#3,373927#-0,04422642#0,1822367#3,353791#0,002138055#0,173154#3,325547#-0,07960986#0,1116388#3,370138#-0,04859564#-0,2373436#3,443409#-0,1993167#-0,2968021#3,440928#0,02091322#-0,5834902#3,294086#-0,2042635#-0,5970852#3,512785#-0,05619461#-0,6336551#3,248822#-0,1134238#-0,6178865#3,440563#1  
frame29 #-0,2053495#0,7573227#3,477752#-0,1369876#0,5984032#3,423252# -0,3079275#0,5613432#3,360319#-0,4305426#0,6210259#3,143904#-0,2930833#0,4861087#3,354925#-0,4303928#0,5664901#3,245643#-0,1864532#0,3512007#3,180044#-0,449862#0,4929142#3,508705#-0,09697486#0,5052578#3,284596#-0,2808451#0,4642271#3,444068#-0,05943222#0,2126581#3,368685#-0,06489182#0,1366322#3,336999#-0,01431133#0,1170079#3,329272#-0,1146985#0,07424531#3,320374#-0,09476079#-0,2998638#3,444231#-0,2191362#-0,3120048#3,461704#0,01325097#-0,5869797#3,305387#-0,1985913#-0,587525#3,517154#-0,04785353#-0,6340266#3,239527#-0,1110312#-0,6066658#3,442532#1  
frame30 #-0,2518538#0,6900958#3,480897#-0,1757957#0,5066034#3,415355# -0,3481701#0,5524924#3,384023#-0,4605611#0,5368468#3,132442#-0,3274357#0,4674867#3,366251#-0,4594247#0,4800009#3,240349#-0,2393104#0,3212957#3,193728#-0,4735434#0,4076596#3,493872#-0,1507114#0,4691728#3,2889#-0,3108637#0,380048#3,432565#-0,09260958#0,1550717#3,367566#-0,1034412#0,08555868#3,332264#-0,05397074#0,06668337#3,322627#-0,1385186#0,02281422#3,322317#-0,1051785#-0,3206468#3,456335#-0,2832396#-0,3450454#3,443096#0,006669165#-0,5868915#3,293164#-0,227342#-0,6407696#3,522873#-0,05463843#-0,6328755#3,230685#-0,1401768#-0,6422786#3,449867#1  
frame31 #-0,253859#0,6911762#3,482295#-0,1762636#0,506978#3,41617# -0,3495202#0,5520744#3,386237#-0,4610289#0,5372214#3,133441#-0,3279651#0,4655821#3,366621#-0,4596782#0,4799296#3,242514#-0,2412089#0,3200439#3,195373#-0,472823#0,4078325#3,494179#-0,1531375#0,4664946#3,290484#-0,3113315#0,3804227#3,43338#-0,0933679#0,1535116#3,368648#-0,1055286#0,08391232#3,332205#-0,06057925#0,06080172#3,327787#-0,139687#0,02282118#3,320128#-0,1055764#-0,3260365#3,458774#-0,2821997#-0,3431681#3,441797#0,009871103#-0,588303#3,293828#-0,227678#-0,6376621#3,522501#-0,05140542#-0,6339731#3,231904#-0,1416631#-0,6379375#3,449039#1  
frame32 #-0,2537342#0,6913234#3,482352#-0,1771023#0,5068429#3,416616# -0,3511457#0,5522301#3,388535#-0,4618676#0,5370864#3,134048#-0,3290058#0,4648299#3,367775#-0,4602933#0,4793446#3,244287#-0,2424238#0,3204514#3,197973#-0,4724741#0,4074959#3,494102#-0,1560714#0,4669615#3,291411#-0,3121702#0,3802876#3,433826#-0,09360587#0,1530388#3,368455#-0,1068573#0,08369036#3,330883#-0,06313867#0,06288489#3,324009#-0,1401757#0,02266806#3,319533#-0,09781271#-0,3319985#3,494712#-0,2816325#-0,3422353#3,440245#0,01265916#-0,5914097#3,29185#-0,2092812#-0,5885509#3,503462#-0,04876388#-0,6368155#3,230563#-0,1240639#-0,6050419#3,431701#1  
frame33 #-0,2587657#0,6885598#3,484972#-0,1846626#0,5144626#3,421257# -0,3535164#0,5500365#3,391951#-0,4694279#0,544706#3,139217#-0,3295736#0,4601626#3,367838#-0,4669818#0,4853334#3,253625#-0,2431673#0,3211334#3,202444#-0,4758177#0,4143999#3,496859#-0,1588451#0,4633291#3,294396#-0,3197305#0,3879073#3,438467#-0,09990714#0,1466582#3,36988#-0,1135831#0,0817941#3,328031#-0,06866702#0,06248958#3,320845#-0,1473525#0,02137011#3,316639#-0,1024244#-0,3389082#3,487764#-0,2889984#-0,3391683#3,431514#0,005182832#-0,5838661#3,299201#-0,2092861#-0,5902502#3,504681#-0,05498104#-0,6284007#3,238179#-0,1253216#-0,6069865#3,433939#1  
frame34 #-0,2588889#0,6892573#3,484144#-0,1850033#0,5165793#3,421098# -0,3536742#0,5500736#3,391567#-0,4697687#0,5468228#3,139211#-0,3293717#0,4597908#3,36685#-0,4671103#0,4870776#3,254558#-0,2428401#0,3221169#3,202395#-0,4752136#0,4163563#3,4963#-0,1586488#0,4630755#3,294151#-0,3200712#0,390024#3,438308#-0,1004193#0,1472139#3,370405#-0,1150993#0,08133923#3,328194#-0,07063039#0,06173317#3,319681#-0,1492465#0,02176064#3,318835#-0,1112685#-0,3099457#3,464786#-0,2891704#-0,3391522#3,427937#-0,0008972783#-0,5824956#3,30372#-0,2100619#-0,5906126#3,505525#-0,06070773#-0,6268165#3,242849#-0,1270349#-0,6069148#3,434323#1  
