frame1 #-0,03701312#0,9292352#3,2326#-0,02515951#0,7549691#3,28914# 0,4143378#0,1279414#3,278295#-0,4263537#0,05301112#3,278323#0,377568#0,1953023#3,275901#-0,3837409#0,1197508#3,285952#0,2821742#0,4148871#3,338433#-0,259903#0,3589607#3,381583#0,1307624#0,6455608#3,276377#-0,2015459#0,6250905#3,35574#-0,02285388#0,3995591#3,301333#-0,02997134#0,3305342#3,275884#0,04392926#0,2585089#3,254165#-0,1056095#0,2492972#3,28792#0,07274034#-0,2157092#3,022449#-0,08980614#-0,2627831#3,292254#0,08541036#-0,5871556#2,859565#-0,0006952041#-0,6120549#3,294796#0,06226972#-0,6386687#2,76559#-0,06022063#-0,6795601#3,318972#1  
frame2 #-0,04693769#0,926363#3,238881#-0,02571292#0,7545977#3,293668# 0,4668428#0,1526166#3,25009#-0,4924156#0,0983582#3,387012#0,4275382#0,2031466#3,251927#-0,4388381#0,1582945#3,386062#0,292818#0,41356#3,327235#-0,2792617#0,3871055#3,410217#0,1283674#0,6443188#3,274819#-0,2049034#0,6287702#3,381718#-0,02124932#0,399278#3,302492#-0,03036765#0,3305102#3,276864#0,04355426#0,2582767#3,254151#-0,1059917#0,2497444#3,290223#0,07021789#-0,2149746#3,013056#-0,09083911#-0,2597219#3,293865#0,08784425#-0,5888543#2,853968#0,001364818#-0,6113184#3,295427#0,05729684#-0,6402988#2,761739#-0,05980241#-0,6781349#3,318367#1  
frame3 #-0,06257088#0,9419106#3,251209#-0,02672285#0,7555692#3,295508# 0,5184742#0,1873973#3,19964#-0,5460795#0,1363156#3,473878#0,4612961#0,2459916#3,215609#-0,4801959#0,1904936#3,460636#0,2986872#0,4430839#3,280566#-0,2921414#0,4030496#3,445761#0,1265873#0,6450958#3,274069#-0,2060978#0,6321243#3,395789#-0,02251847#0,4002275#3,305668#-0,03301527#0,3313372#3,280529#0,04090263#0,258468#3,255653#-0,1092178#0,2510847#3,297206#0,06227714#-0,2359019#2,974851#-0,09184091#-0,2594782#3,29583#0,08583143#-0,5894853#2,849398#-0,001767918#-0,5982056#3,308795#0,05623832#-0,6338761#2,771035#-0,04751056#-0,6643984#3,31319#1  
frame4 #-0,07441366#0,9418265#3,256837#-0,03564493#0,7636555#3,31825# 0,5617293#0,2408863#3,16904#-0,5564339#0,2045767#3,557504#0,4951649#0,2981334#3,190106#-0,4865665#0,2634197#3,532501#0,2973309#0,4611735#3,272482#-0,3118288#0,4323198#3,502907#0,1229181#0,649927#3,275859#-0,2055166#0,6344366#3,407892#-0,02684328#0,4036459#3,316702#-0,03814915#0,3350576#3,288432#0,03586584#0,2616533#3,258151#-0,113177#0,2540849#3,307058#0,05138782#-0,2081786#2,967996#-0,09476352#-0,2621141#3,297484#0,07190356#-0,5921603#2,845725#-0,01695819#-0,586566#3,322882#0,04094891#-0,6340773#2,77167#-0,05094526#-0,6623082#3,318965#1  
frame5 #-0,09734707#0,9464401#3,259898#-0,03824729#0,7688248#3,319887# 0,5954935#0,3037545#3,111915#-0,5425895#0,2951241#3,637402#0,519127#0,3458312#3,143175#-0,4755929#0,3399084#3,586412#0,3303403#0,4767732#3,245497#-0,311102#0,4753851#3,521181#0,1201469#0,655151#3,275415#-0,2055481#0,6433377#3,426603#-0,0322389#0,4228899#3,328467#-0,04588957#0,3571016#3,303002#0,02618851#0,283012#3,269738#-0,119812#0,2770618#3,325791#0,04277346#-0,2024606#2,956913#-0,1000975#-0,2615846#3,297807#0,02423373#-0,5877481#2,829798#-0,03356141#-0,5609848#3,330585#-0,009868948#-0,6291918#2,758893#-0,06982891#-0,6341134#3,324408#1  
frame6 #-0,1104206#0,9437288#3,273437#-0,04084983#0,7711788#3,325041# 0,6094206#0,3720582#3,082866#-0,5534776#0,3609819#3,697005#0,5484689#0,3897977#3,100982#-0,4851697#0,3956357#3,637423#0,3334212#0,5146182#3,232387#-0,3124504#0,4965912#3,538155#0,1166159#0,6614013#3,274846#-0,2076278#0,6504192#3,440006#-0,03426453#0,4280246#3,333877#-0,04878526#0,3622592#3,308122#0,02347775#0,2863945#3,271394#-0,1228401#0,2814454#3,33377#0,02195635#-0,1562035#2,943252#-0,115921#-0,2277843#3,299908#-0,03414671#-0,5422386#2,834683#-0,06199197#-0,5280261#3,316506#-0,04996609#-0,6023152#2,787532#-0,117311#-0,5775004#3,305541#1  
frame7 #-0,1196961#0,9375961#3,282595#-0,04226325#0,7721868#3,329462# 0,6289194#0,4409183#3,040106#-0,5395084#0,4355622#3,712076#0,5181264#0,4670984#3,080711#-0,4896263#0,462535#3,666923#0,3315148#0,5326618#3,220853#-0,3146042#0,5304494#3,565964#0,1132963#0,6687551#3,276363#-0,2067829#0,6508292#3,443156#-0,03472017#0,4319546#3,338613#-0,04942628#0,3667223#3,312892#0,0217728#0,2920718#3,274406#-0,1225009#0,2844802#3,340059#0,004484169#-0,09872007#2,967452#-0,1352031#-0,1935104#3,301222#-0,07404342#-0,4999072#2,816501#0,02838324#-0,5870804#3,307247#-0,1105376#-0,5401663#2,749233#0,02792334#-0,6565132#3,283134#1  
frame8 #-0,1410035#0,9387593#3,295971#-0,05123333#0,7818087#3,343529# 0,6241263#0,5151723#3,005106#-0,5524935#0,5083454#3,7428#0,5409562#0,5216168#3,040338#-0,4928281#0,5272456#3,707963#0,3282404#0,545448#3,207247#-0,32457#0,5645317#3,589817#0,1034143#0,6787307#3,278546#-0,2061338#0,6563234#3,459279#-0,03549161#0,4411142#3,346604#-0,0508488#0,3759008#3,31989#0,01915587#0,3019073#3,277054#-0,1207134#0,2933013#3,35044#-0,001102266#-0,08808517#2,965063#-0,1423392#-0,1858841#3,298563#-0,1265651#-0,4801596#2,797708#0,04060246#-0,5773426#3,324719#-0,1575172#-0,5422835#2,724672#0,01011836#-0,6536494#3,282224#1  
frame9 #-0,1570213#0,9455703#3,321102#-0,05427144#0,7838943#3,344796# 0,6036254#0,6039644#2,980183#-0,5058902#0,5893351#3,790475#0,5067657#0,5843319#3,032087#-0,4594222#0,5880033#3,736196#0,3169596#0,5802665#3,190001#-0,3200181#0,5840076#3,586588#0,09839931#0,6837642#3,277345#-0,2027663#0,6994614#3,475122#-0,03662243#0,4457222#3,351117#-0,05294318#0,3806427#3,325729#0,01639485#0,3042165#3,281152#-0,1207808#0,3041562#3,36097#-0,008119809#-0,08363023#2,967486#-0,145029#-0,1623544#3,301003#-0,1761318#-0,4582225#2,778264#0,03251478#-0,5644222#3,31997#-0,2176053#-0,4993539#2,70573#-0,01449059#-0,6525341#3,305949#1  
frame10 #-0,1676191#0,9439558#3,325749#-0,05660702#0,7854965#3,346662# 0,582297#0,6673365#2,940879#-0,5096159#0,6634807#3,779363#0,5033374#0,6426556#2,988008#-0,4624641#0,6459744#3,729822#0,300237#0,6205218#3,19533#-0,3210087#0,5934554#3,59434#0,09356743#0,6888468#3,277006#-0,2042281#0,7009573#3,479911#-0,04494198#0,4593855#3,366401#-0,06205444#0,3965454#3,346915#0,007479728#0,3201456#3,297489#-0,1325273#0,3142857#3,392596#-0,03151962#-0,03178307#2,974256#-0,149316#-0,1601049#3,307083#-0,2160828#-0,4097001#2,795326#0,07171787#-0,545137#3,33812#-0,2531204#-0,4654849#2,717358#0,01998497#-0,629488#3,310344#1  
frame11 #-0,1674565#0,9398456#3,328534#-0,05976943#0,7852484#3,352475# 0,5667554#0,7421773#2,917896#-0,4420145#0,7596443#3,780642#0,4857275#0,7017229#2,977154#-0,4117348#0,7197428#3,731984#0,2992264#0,6277162#3,190359#-0,3208955#0,6000384#3,599025#0,09137874#0,6914682#3,275309#-0,204903#0,7046624#3,484969#-0,04408852#0,4670903#3,371438#-0,05947225#0,4052894#3,352899#0,01190765#0,3298643#3,30379#-0,1295085#0,3229259#3,397082#-0,04407127#-0,02059506#3,000877#-0,1545928#-0,1319844#3,321394#-0,191158#-0,3402393#2,842366#0,05711004#-0,5281834#3,337393#-0,2503254#-0,3943273#2,776637#0,02687887#-0,6230143#3,308415#1  
