frame1 #-0,1116085#1,067865#3,401723#-0,08997274#0,881786#3,411324# 0,1387793#0,1701918#3,385959#-0,2894435#0,1727041#3,368166#0,1420638#0,2709026#3,397371#-0,3040708#0,2682246#3,398916#0,1404434#0,4962789#3,428041#-0,2973727#0,4941013#3,411956#0,08737507#0,7549747#3,38842#-0,2630943#0,7440563#3,380856#-0,08057024#0,5070523#3,42451#-0,07808387#0,4338686#3,400015#0,002865866#0,3574285#3,400525#-0,1548454#0,3525152#3,390501#0,02836496#-0,1569434#3,450163#-0,145742#-0,1609756#3,434725#0,03911841#-0,5006377#3,464448#-0,08691659#-0,5233626#3,464296#0,0216018#-0,5755737#3,421098#-0,1100119#-0,5831664#3,451961#0  
frame2 #-0,1132989#1,075923#3,400786#-0,08879082#0,8820187#3,4098# 0,1340798#0,1343971#3,37377#-0,2726607#0,1777917#3,362542#0,1413199#0,2354706#3,396309#-0,2844636#0,2608496#3,380637#0,138256#0,4923057#3,41884#-0,2964976#0,4926928#3,413066#0,0854886#0,755024#3,385134#-0,263152#0,7423612#3,38006#-0,07989545#0,507851#3,423246#-0,07767788#0,4347593#3,398841#0,00297155#0,3595608#3,397629#-0,1543025#0,3534556#3,390256#0,02874156#-0,1570288#3,449467#-0,1458864#-0,155314#3,432651#0,03306548#-0,4971698#3,468759#-0,1028998#-0,5029857#3,466057#0,03125725#-0,5719438#3,422039#-0,1165912#-0,5798559#3,446221#0  
frame3 #-0,1103703#1,074228#3,400054#-0,08866572#0,8825029#3,411494# 0,1525895#0,1683049#3,380489#-0,2745279#0,158423#3,359544#0,1368403#0,2426201#3,399099#-0,2847518#0,2607263#3,384576#0,1355894#0,4916718#3,412267#-0,2928524#0,4872649#3,417293#0,08478641#0,7541355#3,382201#-0,2621444#0,7406065#3,380648#-0,07895339#0,5071177#3,423373#-0,07682101#0,4338143#3,398657#0,003614155#0,3588973#3,396413#-0,15285#0,3527095#3,390743#0,02862106#-0,1649481#3,449913#-0,1442792#-0,1577789#3,434191#0,02769865#-0,508242#3,473095#-0,09693632#-0,5175396#3,481597#0,02380267#-0,5764688#3,429674#-0,1123913#-0,5814108#3,450022#0  
frame4 #-0,1102769#1,074273#3,400116#-0,08793673#0,8816497#3,411047# 0,1451095#0,1697791#3,373796#-0,2742809#0,1778331#3,370429#0,1396784#0,2391561#3,404361#-0,2839569#0,2608066#3,384132#0,1351655#0,4890091#3,409709#-0,2921716#0,4872684#3,418589#0,08573208#0,7536868#3,38224#-0,2632168#0,7388285#3,381402#-0,07849853#0,5071154#3,423164#-0,07645305#0,4339437#3,398285#0,004690434#0,358854#3,394987#-0,1528102#0,3525742#3,39078#0,03011274#-0,161073#3,447511#-0,1441504#-0,1581084#3,434341#0,03217055#-0,502454#3,473235#-0,1032867#-0,508182#3,469445#0,0236782#-0,5764341#3,428179#-0,1159375#-0,5807357#3,450953#0  
frame5 #-0,1106173#1,074323#3,399781#-0,08752516#0,8825794#3,411413# 0,139622#0,1684442#3,377833#-0,2739118#0,173876#3,367858#0,1399031#0,2384096#3,404024#-0,2839946#0,2614999#3,384104#0,1334861#0,4876792#3,40873#-0,2916922#0,4879757#3,419049#0,08502211#0,7535739#3,381373#-0,2615882#0,737223#3,378464#-0,07854815#0,5072467#3,42321#-0,07638893#0,4340691#3,398103#0,004336784#0,3596999#3,39428#-0,1525593#0,3528208#3,390759#0,03033266#-0,1648508#3,447501#-0,1436202#-0,1595606#3,43417#0,03029089#-0,5066418#3,471812#-0,1016741#-0,5163342#3,469378#0,02560687#-0,5778772#3,428661#-0,1159168#-0,5808902#3,45111#0  
frame6 #-0,1122735#1,075627#3,400577#-0,08748714#0,8836011#3,411696# 0,1469174#0,1697307#3,384213#-0,2752746#0,1741295#3,367177#0,1428288#0,2434221#3,415971#-0,2842536#0,2624338#3,384362#0,1341651#0,4922257#3,415912#-0,2908777#0,4888103#3,419866#0,08487283#0,7536916#3,380762#-0,260307#0,73756#3,377884#-0,07840671#0,5073771#3,423349#-0,07624911#0,4341627#3,398008#0,004318763#0,3599989#3,394058#-0,1519999#0,3532334#3,390845#0,03044187#-0,1659994#3,447866#-0,14358#-0,159461#3,433951#0,02918183#-0,5103377#3,474469#-0,1015892#-0,5162528#3,46898#0,0298697#-0,5819768#3,436927#-0,1148845#-0,5818509#3,451728#0  
frame7 #-0,1130523#1,076414#3,401491#-0,08757275#0,8842161#3,411599# 0,1354627#0,1828755#3,368991#-0,2811609#0,1834141#3,386771#0,1437555#0,2387636#3,414216#-0,2876841#0,2569638#3,388541#0,1340678#0,5103455#3,427153#-0,2884927#0,4832463#3,421629#0,08451635#0,7541081#3,381371#-0,2601394#0,7375676#3,378087#-0,0783365#0,5075507#3,423488#-0,07614198#0,4342877#3,397973#0,004314794#0,3603021#3,394013#-0,151671#0,3534701#3,390946#0,0298854#-0,1666877#3,447159#-0,1432304#-0,1598331#3,434045#0,03019523#-0,5119703#3,471739#-0,1016227#-0,517303#3,469353#0,02978963#-0,5818914#3,435512#-0,1149626#-0,5818927#3,449809#0  
frame8 #-0,1161144#1,079758#3,404029#-0,08745176#0,8846521#3,411496# 0,1455853#0,1752047#3,398345#-0,2848204#0,1592607#3,388992#0,1453005#0,2441673#3,423512#-0,2957228#0,2558716#3,401234#0,1409142#0,5142765#3,442536#-0,2886189#0,4824644#3,423433#0,08466935#0,7540985#3,381183#-0,2595564#0,7364773#3,37775#-0,07816686#0,5075816#3,423678#-0,07593865#0,4342592#3,398039#0,004413469#0,3603191#3,39409#-0,1513333#0,3533905#3,391179#0,02984284#-0,1668992#3,446976#-0,1434387#-0,1597355#3,433667#0,02967636#-0,5127114#3,472202#-0,1036798#-0,5106021#3,47081#0,02950053#-0,5819424#3,435554#-0,1144666#-0,5797612#3,452319#0  
frame9 #-0,1155977#1,079819#3,404059#-0,08732937#0,8862544#3,410291# 0,1852097#0,2299552#3,558068#-0,3201351#0,1909294#3,470614#0,1635239#0,295083#3,51382#-0,3317651#0,2656852#3,461241#0,1431651#0,5134426#3,468902#-0,2978778#0,4866622#3,435287#0,08418031#0,754768#3,381721#-0,2578609#0,7380509#3,378639#-0,0778745#0,5078278#3,423266#-0,07566182#0,4343031#3,397637#0,004394889#0,3605214#3,394004#-0,1505451#0,3538136#3,390535#0,02976517#-0,1667347#3,446848#-0,1431068#-0,1615486#3,433869#0,02875736#-0,5120754#3,4708#-0,1002931#-0,5179229#3,468804#0,03192741#-0,5795022#3,43291#-0,1101586#-0,5822793#3,44943#0  
frame10 #-0,1156318#1,080273#3,402908#-0,08710137#0,886645#3,409921# 0,1825642#0,2309455#3,556034#-0,3467293#0,1748405#3,525298#0,1668375#0,2950677#3,53327#-0,3539181#0,27041#3,496901#0,1433373#0,5125154#3,483164#-0,3090689#0,4842257#3,445967#0,08394066#0,754851#3,381802#-0,2565886#0,7395158#3,377717#-0,0776714#0,50769#3,422564#-0,07536335#0,4340315#3,396683#0,004249656#0,3606108#3,39321#-0,1499866#0,3538839#3,389661#0,02985238#-0,1664551#3,446339#-0,1426746#-0,1613925#3,432802#0,02859564#-0,5122769#3,47083#-0,09618024#-0,5250198#3,463189#0,02839453#-0,5795172#3,430666#-0,1121654#-0,5900827#3,446484#0  
frame11 #-0,1154715#1,079211#3,402194#-0,08690938#0,8867002#3,40941# 0,1945392#0,2248599#3,580203#-0,3764836#0,2024945#3,546194#0,1953108#0,3124675#3,577215#-0,3910966#0,270177#3,523207#0,1479297#0,5141985#3,494225#-0,3245248#0,4954636#3,464282#0,08385201#0,7548289#3,382245#-0,2567343#0,7396358#3,376577#-0,07703639#0,5077027#3,419805#-0,07449786#0,4342737#3,392757#0,004820615#0,3608125#3,390773#-0,1488706#0,3543203#3,382621#0,030114#-0,1675749#3,445876#-0,1425274#-0,1614645#3,431669#0,02555155#-0,5137849#3,471416#-0,09480198#-0,5271927#3,465805#0,02942846#-0,5794876#3,431042#-0,1134727#-0,5918476#3,446359#0  
