frame1 #-0,1116085#1,067865#3,401723#-0,08997274#0,881786#3,411324# 0,1387793#0,1701918#3,385959#-0,2894435#0,1727041#3,368166#0,1420638#0,2709026#3,397371#-0,3040708#0,2682246#3,398916#0,1404434#0,4962789#3,428041#-0,2973727#0,4941013#3,411956#0,08737507#0,7549747#3,38842#-0,2630943#0,7440563#3,380856#-0,08057024#0,5070523#3,42451#-0,07808387#0,4338686#3,400015#0,002865866#0,3574285#3,400525#-0,1548454#0,3525152#3,390501#0,02836496#-0,1569434#3,450163#-0,145742#-0,1609756#3,434725#0,03911841#-0,5006377#3,464448#-0,08691659#-0,5233626#3,464296#0,0216018#-0,5755737#3,421098#-0,1100119#-0,5831664#3,451961#0  
frame12 #-0,1155026#1,079159#3,401592#-0,08591881#0,8870459#3,407696# 0,2860004#0,2970624#3,652396#-0,4761751#0,2493843#3,599449#0,2748244#0,3730551#3,625902#-0,4643489#0,3333903#3,545378#0,1767999#0,5417376#3,519051#-0,3693916#0,5288854#3,485524#0,0840198#0,757888#3,382565#-0,260406#0,74476#3,385703#-0,07591972#0,5095529#3,416475#-0,07431549#0,4367291#3,388324#0,005177514#0,3624733#3,387245#-0,1496371#0,3562946#3,37721#0,03022123#-0,1682166#3,445114#-0,1411764#-0,1636943#3,430571#0,02665727#-0,5141256#3,471792#-0,09592684#-0,5282777#3,465893#0,02972098#-0,5796028#3,431042#-0,114219#-0,5937858#3,445606#0  
frame13 #-0,1155157#1,079508#3,402124#-0,08573215#0,8883965#3,405724# 0,4062115#0,3180228#3,67665#-0,5756339#0,323938#3,549063#0,3689567#0,4001998#3,628851#-0,5532722#0,3796054#3,530203#0,256163#0,5668934#3,529825#-0,416735#0,5551247#3,482098#0,08419421#0,7648329#3,389367#-0,2634169#0,7496671#3,390326#-0,07629102#0,5134516#3,414759#-0,07463921#0,4412913#3,386043#0,005306805#0,3659123#3,385552#-0,1505515#0,3597596#3,375068#0,03049939#-0,1684704#3,444885#-0,140801#-0,1632914#3,430046#0,02957654#-0,5124687#3,471699#-0,09643485#-0,5279365#3,465961#0,03238615#-0,5790792#3,428691#-0,1144168#-0,5933036#3,442134#0  
frame14 #-0,1154242#1,081027#3,406502#-0,08630431#0,8891286#3,406163# 0,5047462#0,3994055#3,58115#-0,6781381#0,3450707#3,443856#0,454852#0,47953#3,5441#-0,6382014#0,4062057#3,460732#0,2727298#0,6317081#3,485781#-0,4688956#0,5752034#3,426885#0,08429609#0,7658718#3,390233#-0,2667304#0,7527268#3,392219#-0,07731551#0,5155843#3,415916#-0,07583871#0,4437365#3,386719#0,004920905#0,3672181#3,386043#-0,1525244#0,3617863#3,375454#0,03079961#-0,1687412#3,444809#-0,1412216#-0,1614702#3,428634#0,03193408#-0,5145019#3,474587#-0,09545153#-0,5210999#3,467152#0,03276167#-0,5793805#3,431725#-0,1164884#-0,5860646#3,442171#0  
frame15 #-0,1154249#1,079622#3,408578#-0,0874293#0,8917081#3,411036# 0,5271826#0,4693561#3,52021#-0,7357544#0,3907107#3,398506#0,4838152#0,5160539#3,504759#-0,6643435#0,4654655#3,403945#0,2918875#0,6350676#3,472426#-0,4686795#0,587407#3,421434#0,08492173#0,7672899#3,393426#-0,2711466#0,7576538#3,399744#-0,07828005#0,5185673#3,418978#-0,07718876#0,4470444#3,388661#0,004217367#0,3695853#3,386379#-0,1544927#0,3640973#3,377907#0,03092759#-0,1688964#3,444811#-0,141393#-0,16157#3,428321#0,03145257#-0,512226#3,478653#-0,08423135#-0,5253354#3,474021#0,0277538#-0,5818318#3,439335#-0,1166954#-0,5847901#3,445372#0  
frame16 #-0,1152914#1,089756#3,431403#-0,08831271#0,8930979#3,423276# 0,6134343#0,5076548#3,373052#-0,7732618#0,4777426#3,294667#0,5351406#0,5594965#3,374108#-0,700708#0,5252523#3,296595#0,3142133#0,6676273#3,407614#-0,4926303#0,6429703#3,35347#0,0890932#0,7715618#3,402869#-0,2728247#0,7570042#3,402853#-0,08001088#0,520734#3,427116#-0,07848245#0,4501114#3,393561#0,004149591#0,3709028#3,388612#-0,157294#0,3663453#3,38344#0,03094405#-0,1689181#3,444981#-0,1415985#-0,1612823#3,428551#0,03177379#-0,5115368#3,480407#-0,08434595#-0,5327341#3,47249#0,02093776#-0,582678#3,435144#-0,1193705#-0,5923081#3,443493#0  
frame17 #-0,1145883#1,099193#3,453481#-0,09302856#0,8979214#3,447797# 0,5789526#0,6478944#3,144704#-0,7126274#0,6291948#3,062318#0,4926445#0,6734841#3,196692#-0,6296602#0,6530398#3,120237#0,2997051#0,7305086#3,312272#-0,4631855#0,7065704#3,276476#0,09021743#0,7739147#3,410753#-0,2780147#0,7655683#3,418297#-0,08203945#0,525561#3,445614#-0,08084911#0,4562545#3,406543#0,002300231#0,37578#3,396536#-0,1595222#0,3718745#3,396667#0,03087725#-0,1691674#3,445541#-0,142122#-0,1628848#3,43133#0,02854438#-0,5133901#3,479735#-0,1150197#-0,5118755#3,484535#0,02681787#-0,5814004#3,433592#-0,1131354#-0,5827581#3,449782#0  
frame18 #-0,11557#1,098514#3,456986#-0,09270205#0,8983139#3,453815# 0,5304332#0,6915774#3,073978#-0,6386356#0,6830391#3,052541#0,4672243#0,7077318#3,145388#-0,5951397#0,6912805#3,075907#0,2843856#0,738624#3,284497#-0,4498375#0,7203192#3,25753#0,08881024#0,7761084#3,414015#-0,2760815#0,7659916#3,418477#-0,08245075#0,5253984#3,451257#-0,08109021#0,4565228#3,410053#0,001065876#0,3771425#3,400646#-0,1591511#0,3729817#3,399457#0,03051916#-0,1686096#3,445671#-0,1432802#-0,1600992#3,431126#0,03137761#-0,5110444#3,480128#-0,1119186#-0,515512#3,482455#0,02656286#-0,5805794#3,434764#-0,1131289#-0,5829192#3,449723#0  
frame19 #-0,1168188#1,101004#3,476804#-0,0964105#0,8988305#3,47586# 0,4688314#0,7499108#2,950827#-0,5873765#0,741912#2,913513#0,3917417#0,7612287#3,023885#-0,5224301#0,7503181#2,997355#0,2464134#0,7710912#3,221471#-0,405487#0,7602731#3,217871#0,07893012#0,7798518#3,415842#-0,2670451#0,7717049#3,424442#-0,08353358#0,5213119#3,460095#-0,08239807#0,4542346#3,414586#-0,002000735#0,3775391#3,404327#-0,1586816#0,37356#3,402667#0,03043613#-0,1685749#3,445991#-0,1442936#-0,1594296#3,432251#0,03353464#-0,51014#3,47624#-0,1021356#-0,5189608#3,472413#0,02788158#-0,5799114#3,432845#-0,1127124#-0,5869076#3,448041#0  
frame20 #-0,1158485#1,100065#3,483465#-0,0957229#0,9019024#3,484454# 0,2610264#0,8179449#2,855453#-0,3946289#0,7936249#2,808557#0,2062625#0,8163027#2,972417#-0,3513153#0,7747015#2,929331#0,1468712#0,7938569#3,198186#-0,3734327#0,7913628#3,162679#0,05404799#0,7862036#3,426371#-0,2534996#0,7694392#3,430427#-0,08446297#0,5150645#3,467862#-0,08339815#0,4459258#3,419018#-0,007864174#0,3762205#3,409337#-0,156073#0,3723614#3,404356#0,03030991#-0,1696612#3,448469#-0,1463456#-0,1596853#3,433887#0,03243149#-0,5119487#3,478118#-0,1080687#-0,5115323#3,473323#0,02941999#-0,5798565#3,43339#-0,1148038#-0,5827184#3,448888#0  
frame21 #-0,109816#1,107638#3,49363#-0,0875662#0,9083959#3,499801# 0,07287131#0,8300648#2,845994#-0,2282188#0,8096969#2,828703#0,07115054#0,822919#2,961777#-0,2435549#0,8010634#2,948375#0,1121713#0,800557#3,190234#-0,3041813#0,7635606#3,214471#0,02854996#0,7713606#3,418709#-0,2303234#0,7780936#3,448305#-0,08130168#0,5121689#3,47127#-0,08420191#0,444249#3,41994#-0,01518884#0,3830447#3,412441#-0,1542034#0,3761826#3,405112#0,03028462#-0,1708839#3,450602#-0,1491378#-0,156085#3,435486#0,03052797#-0,5124791#3,477346#-0,1044158#-0,5179035#3,473463#0,02484468#-0,5803134#3,431778#-0,1145218#-0,5846062#3,449042#0  
frame22 #-0,1120844#1,117919#3,506425#-0,0944598#0,9103027#3,502431# 0,009169841#0,8420008#2,919948#-0,2015606#0,8061381#2,90827#-0,006305978#0,8314468#2,957075#-0,2216903#0,8040407#2,98573#0,06887048#0,8124651#3,174247#-0,2767699#0,7724789#3,207725#0,02917052#0,7737237#3,412133#-0,2360032#0,7794138#3,448839#-0,08369441#0,5312513#3,481718#-0,08781209#0,4673406#3,4282#-0,01886642#0,4063051#3,41942#-0,1545821#0,410237#3,413576#0,02771234#-0,1627036#3,448647#-0,1511815#-0,1530448#3,437163#0,0314886#-0,5107579#3,476437#-0,1053266#-0,5140472#3,47209#0,02753305#-0,5808951#3,435029#-0,1174502#-0,5799778#3,447412#0  
frame23 #-0,1139763#1,117069#3,504608#-0,09428643#0,9110849#3,502264# 0,0028#0,839345#2,880818#-0,1974358#0,8079867#2,89353#0,007823966#0,8305013#2,935111#-0,2150725#0,8076354#2,958639#0,07691754#0,8176762#3,154511#-0,3053962#0,7877487#3,214669#0,03186806#0,7752627#3,40947#-0,2322577#0,7726448#3,446104#-0,08337732#0,5318291#3,483037#-0,08804077#0,467681#3,428955#-0,02031149#0,4075495#3,419988#-0,1539863#0,4100534#3,41597#0,02769312#-0,1627417#3,448569#-0,1518689#-0,1520827#3,43726#0,02980994#-0,5153017#3,476065#-0,1058158#-0,5143474#3,472502#0,02706176#-0,5820736#3,437155#-0,1156097#-0,5804474#3,447532#0  
frame24 #-0,1143277#1,117067#3,502889#-0,0966212#0,9151288#3,501634# 0,005963438#0,8277668#2,909525#-0,1964532#0,8037577#2,896174#0,04431363#0,8318379#2,99275#-0,2304768#0,8062528#2,967296#0,1455297#0,8174384#3,197857#-0,3584557#0,7966594#3,174984#0,04414481#0,7808771#3,413466#-0,2439433#0,7705438#3,436788#-0,08678377#0,5354262#3,484893#-0,08907367#0,4707335#3,430011#-0,01942859#0,4081631#3,419155#-0,1578704#0,4100722#3,419152#0,02758522#-0,1630494#3,448161#-0,1518117#-0,1521127#3,437342#0,02343723#-0,520893#3,482781#-0,1043958#-0,51876#3,472189#0,0263449#-0,5832548#3,436256#-0,1160746#-0,5834252#3,446256#0  
frame25 #-0,1194773#1,115028#3,497414#-0,1027094#0,9379927#3,478539# -0,03950017#0,7905993#2,960111#-0,1557509#0,7485179#2,964516#0,004099337#0,7968913#3,047164#-0,2023155#0,759074#3,035809#0,2010998#0,8256996#3,216897#-0,4022541#0,8021972#3,216512#0,07090877#0,7948487#3,413704#-0,2874711#0,7778013#3,425119#-0,09081515#0,5500792#3,483028#-0,09063698#0,4814258#3,429266#-0,01551908#0,4097428#3,418883#-0,1635266#0,4098354#3,418419#0,02732726#-0,1630024#3,448129#-0,1524227#-0,1492798#3,437493#0,02330329#-0,5209424#3,482236#-0,1041474#-0,5186517#3,472071#0,0246025#-0,5841534#3,435006#-0,1153467#-0,5839829#3,446291#0  
frame26 #-0,1215318#1,108917#3,47993#-0,1104483#0,9270258#3,47097# -0,06157824#0,7148082#3,11766#-0,1723429#0,7637731#3,107023#0,01639568#0,7426541#3,149694#-0,2189075#0,7743292#3,178315#0,2503175#0,826192#3,259874#-0,4442779#0,8165633#3,255055#0,07758184#0,7930932#3,410393#-0,2916376#0,7769334#3,428168#-0,09237335#0,551935#3,481697#-0,09274913#0,4838608#3,428132#-0,01320289#0,4087468#3,417751#-0,1730667#0,4066043#3,416412#0,02614723#-0,1609064#3,447525#-0,1536265#-0,1460712#3,436458#0,02303833#-0,5196185#3,477508#-0,1026273#-0,5136837#3,472596#0,0203185#-0,5823085#3,434962#-0,1143851#-0,5809909#3,447424#0  
frame27 #-0,1193645#1,108993#3,477449#-0,1059467#0,928364#3,465615# -0,05984667#0,7149984#3,120274#-0,2188055#0,7721833#3,230693#0,01868782#0,7422731#3,152951#-0,2653701#0,7827394#3,301985#0,2542913#0,824097#3,265065#-0,4730277#0,8219871#3,263469#0,07039754#0,8049932#3,398752#-0,2870404#0,814611#3,394946#-0,09526083#0,5536169#3,479708#-0,09270359#0,4852527#3,426586#-0,01335575#0,4095465#3,416548#-0,1724755#0,4071065#3,415861#0,02608742#-0,1607817#3,447578#-0,1538464#-0,1459544#3,436445#0,02325861#-0,5191348#3,47724#-0,1098999#-0,5072438#3,472319#0,02750499#-0,5816905#3,432102#-0,1111747#-0,5816874#3,450315#0  
frame28 #-0,1178529#1,106546#3,473128#-0,1057383#0,9258767#3,463783# 0,05232463#0,9900829#3,327991#-0,2165467#0,7712825#3,232295#0,06608815#0,9197584#3,295076#-0,2631113#0,7818386#3,303588#0,2497153#0,8221886#3,268683#-0,4680319#0,8227108#3,267108#0,0660329#0,8163036#3,401664#-0,2835124#0,8188778#3,398712#-0,09518698#0,5548347#3,478293#-0,09285006#0,4876482#3,424867#-0,01347448#0,4123007#3,415529#-0,1713787#0,4101509#3,413593#0,02596968#-0,1613942#3,44866#-0,1547812#-0,143323#3,435727#0,02387276#-0,5198637#3,476042#-0,1153092#-0,4987755#3,471108#0,0245473#-0,5837528#3,436376#-0,1129851#-0,5384398#3,397196#0  
frame29 #-0,1224438#1,105032#3,464186#-0,1046915#0,9081922#3,462437# 0,05985597#1,092137#3,265078#-0,2215201#0,7708423#3,422114#0,08895591#1,023201#3,253141#-0,2670122#0,7864048#3,370651#0,1966107#0,8425863#3,246467#-0,4034886#0,8330925#3,23033#0,04953586#0,779484#3,412029#-0,2637446#0,779909#3,414994#-0,09504247#0,5338004#3,47314#-0,0937942#0,4666121#3,419618#-0,01789614#0,3986016#3,413285#-0,1672479#0,3967161#3,408295#0,02575254#-0,1624709#3,44948#-0,1541893#-0,150692#3,437687#0,02451785#-0,5169426#3,474524#-0,0958591#-0,5283386#3,469069#0,02380357#-0,5836275#3,435702#-0,1141204#-0,5929517#3,446125#0  
frame30 #-0,121883#1,102453#3,464396#-0,1003492#0,9036478#3,46691# 0,09421155#1,035748#3,203496#-0,2617492#1,107938#3,333637#0,09109123#1,030219#3,183876#-0,2915635#1,038786#3,294225#0,1685471#0,8341212#3,205442#-0,3810065#0,8313305#3,190063#0,05126038#0,7647446#3,408096#-0,2581835#0,7706501#3,417041#-0,09328982#0,5211545#3,471889#-0,09369807#0,4516942#3,416724#-0,02113046#0,3829308#3,411267#-0,1652923#0,383415#3,40224#0,02518844#-0,1629341#3,449781#-0,1547824#-0,1523298#3,437538#0,02758615#-0,5147421#3,473805#-0,09839562#-0,5284954#3,474496#0,02044383#-0,5814493#3,433113#-0,1130864#-0,5914493#3,446052#0  
frame31 #-0,1183606#1,097919#3,472735#-0,1002804#0,9037731#3,472027# 0,0818935#1,105078#3,117305#-0,2898795#1,110354#3,17804#0,1088774#1,035125#3,11041#-0,3104016#1,041638#3,155106#0,1509693#0,8381799#3,1872#-0,3615343#0,8370473#3,164701#0,04798632#0,76599#3,410005#-0,2569006#0,7684047#3,42014#-0,09192813#0,5184052#3,473104#-0,09228221#0,4490801#3,417434#-0,02063761#0,3822754#3,411171#-0,1623853#0,3807505#3,40359#0,02507896#-0,1629474#3,449831#-0,1548865#-0,1520611#3,437551#0,02736003#-0,5122765#3,471085#-0,09891695#-0,5167164#3,466408#0,02062747#-0,5813392#3,43348#-0,1133632#-0,5841527#3,445334#0  
frame32 #-0,1173767#1,098457#3,474203#-0,09959894#0,9063044#3,476079# 0,08607609#1,080762#3,02084#-0,2840761#1,086268#3,07972#0,1031052#1,02805#3,025741#-0,3022301#1,038267#3,071102#0,143151#0,8339081#3,174116#-0,347079#0,8374748#3,140002#0,04392366#0,7683992#3,412721#-0,255478#0,766537#3,420799#-0,09179072#0,5174361#3,473635#-0,09187141#0,4482351#3,417583#-0,02066761#0,3822215#3,411198#-0,1611351#0,3802822#3,403573#0,02439641#-0,1650261#3,45049#-0,1541863#-0,1534033#3,438673#0,02247951#-0,5179093#3,476509#-0,09521817#-0,5263137#3,473314#0,02554043#-0,5816752#3,432476#-0,1131626#-0,5888133#3,44692#0  
frame33 #-0,1167021#1,100304#3,477738#-0,09984981#0,9046141#3,477889# 0,08434913#1,076558#3,01201#-0,2793057#1,085696#3,052695#0,1057227#0,9938071#3,015574#-0,2990559#1,036168#3,052547#0,1405181#0,8318709#3,16292#-0,3385055#0,835287#3,130422#0,04196889#0,7675412#3,411778#-0,2540674#0,7660785#3,42259#-0,0913352#0,5155941#3,474666#-0,091848#0,4468068#3,418183#-0,02086456#0,3818308#3,411329#-0,1607463#0,3797151#3,404191#0,02427724#-0,1672518#3,451732#-0,1541734#-0,1540859#3,438956#0,02270549#-0,5181198#3,476761#-0,08565287#-0,541141#3,466234#0,0287667#-0,5828109#3,43246#-0,1196761#-0,5974261#3,440989#0  
frame34 #-0,1192404#1,100003#3,481341#-0,1007657#0,9044452#3,482973# 0,08139127#1,013252#2,870667#-0,299854#0,9662321#2,892114#0,1064088#0,947155#2,894047#-0,3106766#0,9033776#2,936165#0,1169488#0,7866692#3,113937#-0,3101786#0,7633986#3,135867#0,03608705#0,7629356#3,413556#-0,2526271#0,7665471#3,423633#-0,09125276#0,5145944#3,475832#-0,09146881#0,4463871#3,418788#-0,02072118#0,3817784#3,411909#-0,1597555#0,3804986#3,404628#0,02399104#-0,1672776#3,452049#-0,1543756#-0,1549024#3,439319#0,0242014#-0,5184022#3,476161#-0,08703982#-0,5382047#3,470436#0,02830064#-0,5824788#3,432355#-0,1175541#-0,5964028#3,444149#0  
frame35 #-0,1130845#1,099881#3,510056#-0,100558#0,9005028#3,502391# 0,1195407#0,8338266#2,829246#-0,3022458#0,8037599#2,797369#0,1157957#0,7804464#2,880909#-0,3072008#0,7653769#2,860889#0,1126811#0,7063148#3,130862#-0,2906238#0,7020518#3,121319#0,03429076#0,7542298#3,413604#-0,2486397#0,7673825#3,42593#-0,09080819#0,507806#3,481009#-0,09101319#0,4413761#3,422253#-0,0224779#0,3780579#3,416719#-0,1578863#0,3783198#3,405006#0,02356471#-0,1676789#3,452216#-0,1543434#-0,1550449#3,439377#0,02548503#-0,5184427#3,476956#-0,1012041#-0,5253627#3,471786#0,02476895#-0,5815929#3,433679#-0,1128859#-0,591017#3,447223#0  
frame36 #-0,1165146#1,102983#3,506475#-0,09924719#0,9013534#3,503814# 0,1354345#0,724455#2,798951#-0,3048931#0,6604584#2,786776#0,1184121#0,6742274#2,85101#-0,3023998#0,6693519#2,860515#0,1108241#0,7223297#3,129079#-0,2903015#0,7027695#3,122399#0,03229347#0,759873#3,412555#-0,246438#0,7689669#3,427475#-0,08985553#0,5069491#3,482038#-0,09080894#0,4402626#3,422906#-0,02309996#0,3778222#3,41669#-0,1563333#0,3775011#3,406441#0,02362874#-0,16888#3,452034#-0,1539535#-0,15613#3,440139#0,02604338#-0,5181457#3,475157#-0,100669#-0,5243773#3,471895#0,02628111#-0,5808947#3,433413#-0,1126307#-0,5898005#3,447675#0  
frame37 #-0,1180799#1,103976#3,504553#-0,09944395#0,9006158#3,50029# 0,1426151#0,6211118#2,830899#-0,2847589#0,5333325#2,860382#0,119035#0,5682501#2,876641#-0,2885343#0,5748168#2,921271#0,1151646#0,7276602#3,132069#-0,2992323#0,6995353#3,120584#0,03525195#0,7639331#3,414927#-0,2512144#0,7665411#3,425515#-0,0903887#0,507192#3,482404#-0,09073289#0,4401456#3,423156#-0,02274652#0,3773209#3,416928#-0,156339#0,3761241#3,4071#0,02351982#-0,1699618#3,451399#-0,1539747#-0,1561418#3,440126#0,02854559#-0,5170829#3,4793#-0,09773125#-0,5194925#3,472433#0,02936675#-0,5811084#3,433017#-0,1127234#-0,5829244#3,444904#0  
