frame1 #-0,1076869#1,089565#3,439842#-0,08596738#0,8887348#3,436358# 0,1913212#0,2220631#3,569823#-0,4124568#0,2247035#3,563333#0,1863212#0,2696028#3,592515#-0,4032205#0,2689483#3,5486#0,1542777#0,5022713#3,527682#-0,3307763#0,4991777#3,506564#0,08274665#0,7613771#3,418802#-0,2493457#0,74229#3,418685#-0,0772901#0,5046183#3,452622#-0,07583375#0,4329757#3,406256#0,0005434006#0,3627748#3,400876#-0,1488981#0,3541856#3,397092#0,03292935#-0,1773749#3,489111#-0,1455514#-0,1745872#3,456797#0,02379696#-0,5095087#3,514092#-0,09304152#-0,5229087#3,531174#0,02706599#-0,5914393#3,474179#-0,1028404#-0,5843925#3,489715#0  
frame12 #-0,1156161#1,088296#3,439065#-0,0891391#0,8938215#3,444885# 0,6154972#0,5546898#3,415881#-0,7832059#0,5259082#3,34947#0,5200418#0,5980436#3,43261#-0,7113124#0,5387627#3,37817#0,3045549#0,6836553#3,464629#-0,5021768#0,6403693#3,388448#0,08655606#0,7717946#3,432343#-0,2724253#0,7525719#3,42786#-0,08221996#0,5156378#3,459071#-0,08055569#0,4462152#3,410154#0,0007706056#0,3685853#3,404361#-0,1586658#0,3629242#3,397726#0,03137745#-0,1721813#3,478613#-0,1501933#-0,1645439#3,456943#0,02225253#-0,5163457#3,515459#-0,1016658#-0,5164286#3,525901#0,03109564#-0,5866905#3,475296#-0,1151756#-0,5858839#3,492891#0  
frame13 #-0,117759#1,088302#3,445961#-0,08973977#0,8928435#3,449145# 0,6217856#0,5936064#3,368294#-0,7883755#0,5479625#3,315125#0,5233007#0,6251365#3,390923#-0,7144816#0,5733369#3,310935#0,3076297#0,7022094#3,432559#-0,5055335#0,6598465#3,370608#0,08655489#0,7717992#3,432579#-0,2750835#0,7551333#3,430763#-0,08201172#0,5160515#3,461948#-0,08057643#0,4471334#3,412335#0,001012843#0,3688347#3,406051#-0,1588242#0,3636531#3,399568#0,03068731#-0,1735467#3,479044#-0,1504746#-0,1652752#3,456981#0,02237369#-0,5174899#3,515998#-0,09976925#-0,5200091#3,528488#0,02972693#-0,587679#3,474847#-0,1138557#-0,5868976#3,490746#0  
frame14 #-0,1186448#1,084204#3,454349#-0,09186861#0,8912225#3,453269# 0,6202685#0,6184196#3,343663#-0,7754422#0,5798189#3,250732#0,5271957#0,6617492#3,371662#-0,7075968#0,6036218#3,28262#0,3075983#0,7164992#3,417212#-0,5019451#0,6797714#3,361#0,08663619#0,7735403#3,434395#-0,2762158#0,7555939#3,431109#-0,08258615#0,5166646#3,464947#-0,08073968#0,4484658#3,414586#0,001707414#0,3699516#3,408676#-0,1591264#0,3642298#3,400744#0,03066714#-0,1724525#3,480424#-0,1509101#-0,164998#3,456741#0,02290521#-0,5165639#3,516989#-0,0998042#-0,5193029#3,529509#0,03256543#-0,5869151#3,474958#-0,1144085#-0,5866491#3,49133#0  
frame15 #-0,121699#1,086662#3,455678#-0,09548476#0,8916169#3,457806# 0,6141257#0,6710029#3,280318#-0,7616843#0,6103423#3,231902#0,5222622#0,6958444#3,329171#-0,6934842#0,6342697#3,263957#0,3077256#0,7300942#3,406057#-0,4864698#0,6907332#3,349481#0,0860332#0,7744594#3,434503#-0,2771755#0,7570288#3,431558#-0,08391675#0,5177781#3,468274#-0,08172564#0,4500261#3,417011#0,001176043#0,3712032#3,410519#-0,1598628#0,3659623#3,403177#0,03059627#-0,1725189#3,480399#-0,1511143#-0,1648067#3,456627#0,02865217#-0,5172961#3,514363#-0,1025593#-0,5106101#3,527529#0,02983245#-0,5861265#3,475217#-0,1145838#-0,5860243#3,491186#0  
frame16 #-0,1221797#1,089826#3,469799#-0,09501812#0,8927372#3,460091# 0,5992898#0,7133524#3,196393#-0,7412084#0,6630169#3,14039#0,5099836#0,7401254#3,256858#-0,6708865#0,6838213#3,19707#0,3056363#0,7591186#3,36366#-0,483125#0,7210028#3,325935#0,08760396#0,7765702#3,435546#-0,278867#0,7609217#3,434292#-0,08428733#0,5214406#3,471815#-0,08249696#0,4544344#3,420132#0,0009180515#0,374065#3,412712#-0,1613718#0,3694946#3,406131#0,03034518#-0,1703072#3,481048#-0,1513337#-0,1647424#3,456314#0,02727263#-0,5122542#3,51002#-0,1028191#-0,5105177#3,527677#0,03376545#-0,5850657#3,469137#-0,1155359#-0,5861123#3,492154#0  
frame17 #-0,1188447#1,089828#3,476128#-0,09720871#0,8915691#3,481358# 0,5846115#0,7442226#3,159174#-0,7241172#0,7026978#3,121301#0,4943046#0,7533217#3,231955#-0,6599577#0,7000569#3,180501#0,2948335#0,7855983#3,334556#-0,4757966#0,7311972#3,312025#0,08693884#0,7769614#3,435639#-0,2787829#0,7617987#3,434294#-0,08549958#0,5188114#3,476365#-0,08345298#0,4540094#3,422587#0,0003166369#0,3741273#3,413408#-0,1622531#0,3697752#3,40819#0,03036479#-0,1702006#3,481112#-0,1517892#-0,1639689#3,456422#0,02929654#-0,5101027#3,509796#-0,1028322#-0,5102678#3,528003#0,03412102#-0,5851742#3,470308#-0,1164577#-0,5861096#3,492641#0  
frame18 #-0,1170228#1,097662#3,484391#-0,097607#0,892177#3,483706# 0,5461279#0,7760565#3,073803#-0,6954767#0,7304363#3,044977#0,4616888#0,7841668#3,140192#-0,6197945#0,7470938#3,119797#0,2775715#0,7869222#3,294455#-0,4548799#0,7530357#3,277481#0,08466829#0,7779247#3,432856#-0,2779844#0,7642068#3,4335#-0,08561637#0,5182936#3,479179#-0,0837362#0,4534374#3,42441#-0,0001941992#0,3741027#3,414236#-0,1620898#0,3700565#3,410159#0,03035794#-0,170199#3,481119#-0,1521603#-0,1635809#3,456682#0,02984135#-0,5118865#3,510553#-0,1028987#-0,5105107#3,528414#0,03406828#-0,5853289#3,47038#-0,116405#-0,5859951#3,492607#0  
frame19 #-0,1181626#1,096596#3,485428#-0,09841056#0,8939832#3,486634# 0,5242029#0,7955204#3,034674#-0,7200842#0,7218654#2,969999#0,4313793#0,7988157#3,112005#-0,5868611#0,7569371#3,089386#0,2737345#0,7888196#3,288164#-0,4430418#0,7641218#3,266176#0,08135428#0,7797682#3,434194#-0,276961#0,7660054#3,434061#-0,08621171#0,5182059#3,481863#-0,08415069#0,4531917#3,426308#-0,001448193#0,3747281#3,41654#-0,1618909#0,370746#3,411555#0,03040312#-0,1717797#3,482209#-0,15214#-0,1665788#3,460142#0,02724138#-0,5152171#3,510552#-0,09791016#-0,5157859#3,53344#0,02890767#-0,5868588#3,471078#-0,1146152#-0,5872117#3,491633#0  
frame20 #-0,1149615#1,094349#3,492449#-0,09821329#0,8942534#3,487309# 0,4920017#0,8069992#3,001606#-0,6923098#0,7484485#2,93525#0,411227#0,8129671#3,084488#-0,5817724#0,7639187#3,077213#0,2544601#0,7917318#3,279386#-0,4345367#0,7714905#3,249324#0,07640915#0,7815797#3,434764#-0,271768#0,7706884#3,433147#-0,08675821#0,5177519#3,483046#-0,0845443#0,4525632#3,427125#-0,003432869#0,3752582#3,417745#-0,1615835#0,3713013#3,412359#0,0302213#-0,1719346#3,482352#-0,1524667#-0,1669708#3,46066#0,02725098#-0,5157887#3,511412#-0,09622259#-0,5173554#3,531184#0,01964919#-0,5894836#3,470881#-0,1094992#-0,5861275#3,488429#0  
frame21 #-0,1148579#1,097324#3,493753#-0,09742529#0,895061#3,49015# 0,4864044#0,8284039#2,954157#-0,6186092#0,7831006#2,966685#0,3952789#0,8245966#3,016859#-0,5699837#0,7902141#3,02825#0,2493127#0,8064106#3,227077#-0,4271062#0,7768612#3,242521#0,07456453#0,7815214#3,434028#-0,2683706#0,7712022#3,433185#-0,08666903#0,5160919#3,485035#-0,08469738#0,4504117#3,428666#-0,004622579#0,374713#3,418898#-0,1609624#0,3710209#3,413297#0,03003967#-0,1722329#3,482558#-0,15273#-0,1680566#3,460928#0,02944832#-0,5140728#3,510009#-0,09473862#-0,5251342#3,531757#0,01967261#-0,5895524#3,470844#-0,1086958#-0,5872406#3,489105#0  
frame22 #-0,1136702#1,096546#3,49451#-0,09570447#0,8985686#3,494305# 0,3863109#0,8356862#2,895655#-0,5232679#0,7969219#2,966421#0,3117381#0,846397#3,014977#-0,474865#0,8040028#3,027704#0,1969155#0,8135275#3,207574#-0,4014294#0,7994905#3,2436#0,06918301#0,7860661#3,435549#-0,263416#0,7743877#3,434066#-0,08670773#0,5157127#3,486369#-0,08481749#0,4501119#3,42942#-0,006900738#0,3759656#3,421342#-0,1601775#0,3719576#3,413718#0,02997192#-0,1705219#3,482566#-0,1537565#-0,1669458#3,460387#0,02786499#-0,5143726#3,50986#-0,09780861#-0,5199641#3,529837#0,01936088#-0,5896723#3,470394#-0,1104637#-0,5865211#3,489434#0  
frame23 #-0,1094699#1,101421#3,503091#-0,09100301#0,9062089#3,501384# 0,3661804#0,8466054#2,883531#-0,5102796#0,8168872#2,93191#0,280765#0,8445553#3,003337#-0,4598244#0,8158042#3,024684#0,1869911#0,8167995#3,207884#-0,3978326#0,8015848#3,24322#0,06079108#0,7923785#3,437506#-0,2586974#0,7757455#3,436064#-0,0866868#0,5151656#3,487532#-0,08528147#0,4496529#3,43006#-0,01045343#0,3775146#3,422145#-0,1597428#0,3731742#3,414588#0,0298515#-0,1702637#3,482862#-0,1541791#-0,1659411#3,460486#0,02849834#-0,5150151#3,511728#-0,09914806#-0,5187154#3,530467#0,02245024#-0,5900846#3,474633#-0,1124331#-0,5871925#3,489752#0  
frame24 #-0,1082978#1,102139#3,502323#-0,09222238#0,9062066#3,502189# 0,2521841#0,8525952#2,934691#-0,4374619#0,8516251#2,992727#0,2380718#0,8442681#2,975827#-0,431775#0,8224875#3,016283#0,1677517#0,8181355#3,189907#-0,3944442#0,8017334#3,239665#0,05672223#0,791841#3,434302#-0,256606#0,7773169#3,436304#-0,08680215#0,5148259#3,488476#-0,08592913#0,4491037#3,430571#-0,01231666#0,3781812#3,422508#-0,1594435#0,373994#3,415169#0,02866664#-0,1675593#3,481727#-0,1546714#-0,1649685#3,460226#0,02664705#-0,5144512#3,511977#-0,1028847#-0,5170625#3,529112#0,02841459#-0,5891138#3,475659#-0,1125969#-0,5872409#3,490186#0  
frame25 #-0,1093743#1,093804#3,503364#-0,09253836#0,9051605#3,502846# 0,2366795#0,8597565#2,883683#-0,4390509#0,8456029#2,882819#0,2169052#0,8465962#2,980643#-0,4101094#0,8279451#3,004878#0,1581531#0,8142396#3,196239#-0,3397934#0,7993628#3,217313#0,05530456#0,7908192#3,43427#-0,2551289#0,7785996#3,438819#-0,08709819#0,5138209#3,489725#-0,08680977#0,4478353#3,431481#-0,01386683#0,3779578#3,422816#-0,1594044#0,3741446#3,416062#0,02844212#-0,1680681#3,482284#-0,1548555#-0,1650682#3,460332#0,02667917#-0,5145832#3,511944#-0,1006456#-0,5220661#3,533264#0,02524662#-0,5883014#3,472169#-0,1114886#-0,5872951#3,489307#0  
frame26 #-0,1046799#1,094458#3,505674#-0,09138238#0,9054991#3,506496# 0,1772287#0,8719463#2,872384#-0,3975946#0,8569706#2,827249#0,1484407#0,8558335#2,993551#-0,3591906#0,8468229#2,995565#0,1326258#0,8172699#3,214721#-0,328089#0,8020311#3,217732#0,047871#0,7842306#3,433202#-0,2515974#0,7785164#3,441064#-0,08627739#0,5117702#3,49167#-0,08660281#0,4451603#3,432862#-0,01489128#0,3775502#3,423827#-0,1579442#0,3740766#3,416946#0,0283287#-0,1684507#3,482515#-0,1549353#-0,16516#3,460472#0,0250119#-0,5155849#3,512498#-0,09979399#-0,5240024#3,532624#0,02541304#-0,5879582#3,470336#-0,110036#-0,5880119#3,489045#0  
frame27 #-0,1038565#1,094154#3,507336#-0,0926677#0,9044008#3,50777# 0,1583083#0,8833849#2,81555#-0,365592#0,8696064#2,788558#0,1246799#0,8567463#2,995033#-0,3529031#0,847504#2,980743#0,1287043#0,8180822#3,215734#-0,3115921#0,8082099#3,214019#0,04684037#0,7827314#3,433957#-0,2502705#0,7804769#3,441036#-0,0868842#0,5114204#3,492652#-0,08688773#0,4449919#3,433411#-0,01563928#0,3780264#3,424258#-0,157525#0,3749667#3,418119#0,02823968#-0,1684369#3,482166#-0,1554158#-0,1637003#3,460279#0,0250354#-0,5158741#3,512834#-0,0996116#-0,521014#3,532817#0,02312103#-0,5876923#3,470114#-0,1111615#-0,5872968#3,489381#0  
frame28 #-0,1019735#1,095201#3,508545#-0,09354202#0,9036894#3,507408# 0,1393205#0,8844321#2,810264#-0,3351038#0,8745744#2,794384#0,111565#0,8595747#2,991883#-0,3272365#0,8619668#2,966999#0,1165181#0,8152614#3,210904#-0,2993966#0,8184143#3,184343#0,04601831#0,7832046#3,433627#-0,2437219#0,783141#3,441791#-0,08678058#0,5114197#3,492745#-0,08690687#0,4450092#3,43334#-0,01596827#0,3790424#3,424672#-0,1567947#0,3771331#3,418306#0,02840785#-0,1677476#3,481764#-0,1550038#-0,1644327#3,46083#0,0251154#-0,5156947#3,512904#-0,1007243#-0,5187414#3,533049#0,0318773#-0,5874497#3,474676#-0,1156176#-0,5866061#3,490594#0  
frame29 #-0,1013307#1,098608#3,507799#-0,09259063#0,9060471#3,507094# 0,1032931#0,8855234#2,801106#-0,2802072#0,8798757#2,809645#0,09413627#0,8652394#2,972748#-0,3047706#0,8597428#2,99104#0,1028513#0,8223139#3,191422#-0,2908623#0,8144923#3,208923#0,04578887#0,7828707#3,433157#-0,2428678#0,7837838#3,443207#-0,08584939#0,5146392#3,493808#-0,08644247#0,4480946#3,434291#-0,01580665#0,3864186#3,42737#-0,1558601#0,3809298#3,418757#0,0284716#-0,1661977#3,481726#-0,1550898#-0,1637447#3,461495#0,03096241#-0,5114383#3,512734#-0,1060979#-0,5165402#3,530626#0,03143739#-0,5869688#3,473513#-0,115944#-0,5867825#3,496318#0  
frame30 #-0,1131019#1,113496#3,521849#-0,0909401#0,9039471#3,509602# 0,08222564#0,8845069#2,804096#-0,2742366#0,8814631#2,811708#0,07179115#0,8677201#2,943959#-0,2759187#0,8716927#2,956533#0,08596624#0,8382127#3,164706#-0,2792551#0,83613#3,176784#0,04616733#0,7847282#3,432995#-0,2427421#0,7834101#3,443545#-0,0851581#0,5199974#3,495522#-0,08623856#0,4571537#3,435763#-0,01470247#0,3946384#3,429622#-0,1571329#0,3915249#3,416952#0,02848281#-0,1657935#3,480549#-0,1557195#-0,1621187#3,460567#0,03080083#-0,511755#3,512591#-0,1067492#-0,5164267#3,530798#0,03077774#-0,5868036#3,472732#-0,1159418#-0,5868042#3,496192#0  
frame31 #-0,111739#1,112094#3,515512#-0,08996917#0,9052931#3,50891# 0,0609896#0,8870423#2,813294#-0,2679903#0,8836454#2,813711#0,06633899#0,865185#2,960233#-0,2589893#0,8729907#2,953794#0,08157085#0,8322355#3,180238#-0,2720803#0,8354072#3,173151#0,04726291#0,7940732#3,42826#-0,2357567#0,7777576#3,440579#-0,08134841#0,5331987#3,495815#-0,08311956#0,4723523#3,436167#-0,01362276#0,410702#3,428568#-0,1503284#0,4128729#3,419745#0,02857442#-0,1652241#3,480539#-0,1558585#-0,1617054#3,460778#0,02716611#-0,509307#3,513231#-0,1080863#-0,5133236#3,528899#0,02908125#-0,5863559#3,472627#-0,1171297#-0,5850215#3,492438#0  
frame32 #-0,1117368#1,112093#3,512711#-0,08916813#0,908361#3,50984# 0,03676952#0,8818378#2,798975#-0,2268855#0,8847585#2,818775#0,05016656#0,8648567#2,945231#-0,2454716#0,8729259#2,949542#0,07387026#0,8380488#3,16531#-0,2638672#0,8334767#3,168125#0,04732456#0,7999263#3,428504#-0,2343842#0,7775257#3,440936#-0,08077925#0,5364543#3,497299#-0,08289279#0,4749311#3,437401#-0,01346299#0,414202#3,42881#-0,1502556#0,4144903#3,421973#0,02895196#-0,1621492#3,479614#-0,1562057#-0,1614336#3,46071#0,02883238#-0,5088882#3,513243#-0,1092855#-0,5073196#3,528923#0,02792345#-0,5862104#3,473262#-0,1176687#-0,5845089#3,493674#0  
frame33 #-0,1104849#1,102147#3,50891#-0,08365012#0,906994#3,513213# 0,03340006#0,8813835#2,796893#-0,2121672#0,8827503#2,809002#0,04622732#0,8626587#2,963422#-0,2303908#0,8720686#2,944344#0,07153059#0,8328345#3,182785#-0,2547368#0,8342706#3,162506#0,05116944#0,7995403#3,430531#-0,2355105#0,7667146#3,43767#-0,07923516#0,5353093#3,498957#-0,08117902#0,4739839#3,438742#-0,009156214#0,4126165#3,430753#-0,1504254#0,4098482#3,422925#0,02895801#-0,1623272#3,479304#-0,1562594#-0,162859#3,461399#0,02848689#-0,5092648#3,513471#-0,1051398#-0,5123273#3,532097#0,02844005#-0,5862224#3,473001#-0,115664#-0,5849073#3,492262#0  
frame34 #-0,1100013#1,102381#3,508683#-0,086045#0,9065067#3,516039# 0,03029692#0,8801687#2,799702#-0,2039756#0,8758172#2,844511#0,03610409#0,8650528#2,952713#-0,2309659#0,8614157#2,993338#0,07006013#0,835223#3,17033#-0,2393834#0,8293294#3,213257#0,04872904#0,7994615#3,432984#-0,2442699#0,7616218#3,438052#-0,07898122#0,5378866#3,501013#-0,08008335#0,4775842#3,440808#-0,00687537#0,4173764#3,431519#-0,1500414#0,4104007#3,423937#0,0294042#-0,1609855#3,478141#-0,1561447#-0,1624476#3,461129#0,02912673#-0,5103269#3,513868#-0,1041088#-0,5133482#3,531335#0,0265886#-0,5863913#3,474361#-0,116006#-0,5843669#3,493119#0  
frame35 #-0,1081519#1,102604#3,508524#-0,08420406#0,9076159#3,520133# 0,03211045#0,8728977#2,810322#-0,1889934#0,863555#2,793623#0,04701445#0,8545476#2,952584#-0,2100683#0,8520966#3,00356#0,07169944#0,8306185#3,171857#-0,250614#0,8177809#3,218798#0,03924273#0,7932382#3,431211#-0,2227958#0,7675694#3,446419#-0,07623605#0,534209#3,502281#-0,07911#0,4719648#3,441795#-0,009727169#0,4151102#3,430977#-0,145216#0,4090302#3,427534#0,02938014#-0,1628307#3,477402#-0,1566346#-0,1610114#3,460578#0,02908772#-0,5125372#3,512994#-0,1039024#-0,5135248#3,53119#0,02594568#-0,5863755#3,473213#-0,1167948#-0,5840595#3,491606#0  
frame36 #-0,09788951#1,097384#3,506568#-0,08521406#0,9072435#3,522749# 0,04665281#0,8554293#2,913642#-0,1847377#0,863024#2,794003#0,05115273#0,8520338#2,949726#-0,2088126#0,8487267#3,007752#0,07617463#0,8299723#3,168754#-0,2588522#0,8144307#3,220419#0,03687787#0,790224#3,430079#-0,2203843#0,7676148#3,446645#-0,07409995#0,5224992#3,502585#-0,07611361#0,4558856#3,44067#-0,008134095#0,4047556#3,430811#-0,1421284#0,400045#3,426221#0,02943861#-0,1630249#3,477009#-0,156579#-0,160783#3,460529#0,0292898#-0,5125658#3,513045#-0,1033944#-0,5134152#3,531193#0,02553418#-0,5870715#3,473289#-0,1163432#-0,5832852#3,489865#0  
frame37 #-0,09551385#1,088508#3,514355#-0,08856083#0,9031701#3,523901# 0,0414694#0,8426166#2,890853#-0,188563#0,8404427#2,890366#0,07869248#0,8424982#3,009663#-0,2129602#0,8470126#2,999769#0,1292598#0,8296785#3,22432#-0,2903876#0,8204682#3,204253#0,04095162#0,7794491#3,432568#-0,2180965#0,7686083#3,448266#-0,0763428#0,5155014#3,502399#-0,07742713#0,4499936#3,440324#-0,01012492#0,3955304#3,430321#-0,1425387#0,3932728#3,425723#0,02964376#-0,1624019#3,476299#-0,1561969#-0,1608323#3,46071#0,03442089#-0,5053768#3,508286#-0,1031563#-0,5120586#3,531296#0,02617128#-0,586516#3,472347#-0,1163318#-0,5830606#3,488903#0  
