frame1 #-0,1133708#1,083751#3,416118#-0,08565866#0,8866143#3,414355# 0,1436979#0,1755151#3,41945#-0,2857564#0,1712546#3,367377#0,1479265#0,273872#3,438081#-0,3015613#0,2674999#3,390315#0,1342847#0,4945043#3,405207#-0,3047146#0,4934321#3,410652#0,08081727#0,759582#3,386873#-0,2624277#0,7386022#3,372458#-0,08047095#0,5081829#3,428388#-0,07804591#0,4350131#3,397994#0,0004874915#0,3624205#3,397194#-0,1539727#0,3529796#3,388289#0,0291824#-0,1595993#3,450119#-0,1478493#-0,1555951#3,437223#0,02923941#-0,5011788#3,477265#-0,1038289#-0,5136278#3,466574#0,04106211#-0,5807227#3,419053#-0,1142898#-0,5829723#3,4411#0  
frame2 #-0,1126243#1,077022#3,41043#-0,08626457#0,8859361#3,414096# 0,1532339#0,146411#3,426477#-0,2766022#0,1956725#3,379534#0,1442856#0,2155821#3,401725#-0,2920924#0,2678054#3,385386#0,1372283#0,4953524#3,416284#-0,3036101#0,4935328#3,410951#0,08189636#0,7588239#3,387302#-0,262565#0,7397256#3,374375#-0,0803834#0,5081319#3,428559#-0,07804793#0,4349523#3,398269#0,0008041656#0,3617558#3,397835#-0,1540211#0,3529538#3,388581#0,02913659#-0,1594505#3,450262#-0,1475889#-0,1562599#3,437076#0,03240912#-0,5010052#3,473287#-0,09719062#-0,5174488#3,465828#0,03306395#-0,5792423#3,419683#-0,1134187#-0,5840569#3,443531#0  
frame3 #-0,1131812#1,078167#3,410101#-0,08579756#0,8853639#3,412685# 0,1338938#0,1337555#3,376259#-0,2719546#0,1685427#3,363306#0,1428484#0,2249266#3,398512#-0,2912384#0,2669141#3,384269#0,1372463#0,4953843#3,4161#-0,3017411#0,4926316#3,412103#0,08193707#0,7581675#3,386727#-0,262564#0,7393022#3,37408#-0,08021441#0,5084097#3,428028#-0,07787285#0,4353141#3,397963#0,0009863066#0,3621042#3,39734#-0,1538163#0,3534984#3,388792#0,02925203#-0,1594081#3,449851#-0,1472257#-0,1531557#3,434938#0,03061065#-0,4988666#3,473725#-0,1029235#-0,5062416#3,466837#0,03586173#-0,5746809#3,422172#-0,116134#-0,5817863#3,442735#0  
frame4 #-0,1132051#1,079045#3,404004#-0,08599335#0,8851107#3,411901# 0,1340798#0,1343971#3,373992#-0,2726035#0,1802324#3,364808#0,1427536#0,2260301#3,399363#-0,2849602#0,2596486#3,382207#0,1368964#0,4931058#3,414619#-0,2999501#0,4917522#3,413213#0,08184642#0,757766#3,38509#-0,2629891#0,7406816#3,377777#-0,07967921#0,5085475#3,427597#-0,07776219#0,4354437#3,397762#0,001299284#0,3621376#3,396581#-0,1536167#0,3538715#3,389035#0,0294126#-0,1591299#3,449785#-0,1471644#-0,1531477#3,434852#0,03051456#-0,4987055#3,473456#-0,1034243#-0,5055491#3,466183#0,03563245#-0,5744076#3,421366#-0,1169562#-0,5808047#3,442832#0  
frame5 #-0,1117636#1,076885#3,402751#-0,08599996#0,8853252#3,411469# 0,131251#0,1614211#3,373865#-0,2725562#0,180438#3,36569#0,14314#0,2277436#3,402287#-0,2848#0,2593979#3,382435#0,1366179#0,4918787#3,414332#-0,2959481#0,485695#3,417055#0,08204476#0,7563301#3,383702#-0,2635247#0,7392825#3,378764#-0,07940476#0,5084784#3,427384#-0,07767485#0,4352637#3,397829#0,001529643#0,3617537#3,396621#-0,1535848#0,3535979#3,389209#0,02944256#-0,1590721#3,449855#-0,1468512#-0,1535385#3,434914#0,03228939#-0,4973029#3,473863#-0,09896885#-0,5120677#3,471151#0,03589981#-0,5741334#3,422019#-0,1169143#-0,5807896#3,443061#0  
frame6 #-0,1109134#1,076504#3,402404#-0,08584393#0,8843214#3,41151# 0,1343817#0,1564207#3,371396#-0,2737496#0,1803972#3,369382#0,1308293#0,2529347#3,399228#-0,2853304#0,2593117#3,385063#0,1363488#0,4914272#3,413717#-0,295153#0,4860392#3,417608#0,08240341#0,7555711#3,382639#-0,2631606#0,7394776#3,378984#-0,07891468#0,5080731#3,427148#-0,07725144#0,434936#3,397812#0,002135082#0,361102#3,396136#-0,1530963#0,353483#3,389519#0,02917486#-0,1614708#3,449748#-0,1465639#-0,153582#3,434855#0,0279714#-0,5060341#3,474396#-0,1010082#-0,5150776#3,472169#0,02107597#-0,5757244#3,43079#-0,1162098#-0,5818219#3,443969#0  
frame7 #-0,1098534#1,075546#3,401681#-0,08688561#0,8842378#3,412913# 0,1521457#0,1703988#3,381169#-0,2748753#0,1610059#3,360463#0,136379#0,2426074#3,399314#-0,2849238#0,2599544#3,385287#0,135336#0,4921781#3,411265#-0,2939679#0,4868736#3,417663#0,08259875#0,7556418#3,382143#-0,2619832#0,7396318#3,379258#-0,07868253#0,507548#3,427235#-0,07687187#0,4343032#3,397844#0,002560466#0,3605435#3,395575#-0,152358#0,3530009#3,389862#0,02900142#-0,1654024#3,450174#-0,1447952#-0,1568036#3,435747#0,02730422#-0,5079205#3,474723#-0,09703191#-0,5178176#3,481757#0,02371979#-0,5772837#3,430295#-0,1120275#-0,5820352#3,448869#0  
frame8 #-0,1098005#1,075534#3,401658#-0,08637937#0,8829757#3,412198# 0,1450994#0,1714442#3,374632#-0,2743308#0,1787113#3,370978#0,1394117#0,2391215#3,404582#-0,2840913#0,2601254#3,384712#0,1349933#0,4894719#3,409102#-0,2930486#0,4869475#3,418988#0,08432221#0,7547315#3,382244#-0,263097#0,7380472#3,380363#-0,07828559#0,5075107#3,426887#-0,07656226#0,4343674#3,397619#0,003824139#0,36019#3,394375#-0,1523419#0,3528224#3,389947#0,03039221#-0,1613363#3,447753#-0,1445865#-0,1573017#3,435769#0,03193213#-0,5022492#3,474311#-0,1033417#-0,5082778#3,469603#0,02360431#-0,5770981#3,428636#-0,1159034#-0,5811363#3,450242#0  
frame9 #-0,1102673#1,075454#3,401129#-0,08624583#0,8835177#3,412348# 0,139683#0,1697171#3,378426#-0,2739224#0,1742204#3,368108#0,139674#0,2383709#3,404225#-0,2841331#0,2609335#3,384645#0,1333743#0,488062#3,408301#-0,2923942#0,4877646#3,419451#0,08388274#0,754498#3,381505#-0,2616746#0,7368053#3,378058#-0,07835831#0,5075844#3,426727#-0,0765112#0,4344393#3,397495#0,003656284#0,3606741#3,393924#-0,1521367#0,3530415#3,390006#0,0305324#-0,1649677#3,447755#-0,1439081#-0,1590837#3,435356#0,03008462#-0,5065985#3,472572#-0,1017134#-0,5163578#3,469548#0,02548547#-0,5783513#3,429038#-0,1160601#-0,5820988#3,450254#0  
frame10 #-0,1118987#1,076456#3,401682#-0,08637467#0,8842831#3,412493# 0,1469174#0,1697307#3,384341#-0,2752819#0,1744133#3,3674#0,1427188#0,243405#3,416134#-0,2843811#0,2619408#3,384852#0,1341118#0,4925247#3,415859#-0,2914134#0,4886793#3,420263#0,08386203#0,7545117#3,380944#-0,2603896#0,7372096#3,377587#-0,07825662#0,5076086#3,426651#-0,0763616#0,4344337#3,397437#0,003706281#0,360745#3,393802#-0,1516876#0,3532196#3,390174#0,03060947#-0,1660841#3,448107#-0,1438368#-0,1590025#3,435009#0,02906075#-0,5102297#3,474993#-0,1016254#-0,5162747#3,469142#0,02975032#-0,5821895#3,437114#-0,1148423#-0,5821863#3,451253#0  
frame11 #-0,1126835#1,077059#3,402392#-0,08657469#0,8847952#3,41232# 0,1350876#0,1838084#3,369266#-0,281128#0,1834531#3,386801#0,1443966#0,2382981#3,414778#-0,2876834#0,2564764#3,388774#0,1340496#0,5103818#3,427199#-0,2888323#0,4831495#3,421939#0,08365815#0,7547914#3,381477#-0,260189#0,7372478#3,377843#-0,07818542#0,5078067#3,426572#-0,07622068#0,4346109#3,397422#0,003770066#0,3611481#3,393763#-0,1513465#0,3534925#3,390351#0,03025277#-0,1653272#3,447005#-0,1436147#-0,15924#3,434868#0,03307341#-0,5054275#3,471323#-0,1016833#-0,5162327#3,469095#0,02894752#-0,5806412#3,430105#-0,1162068#-0,5815333#3,446998#0  
