frame1 #-0,1133708#1,083751#3,416118#-0,08565866#0,8866143#3,414355# 0,1436979#0,1755151#3,41945#-0,2857564#0,1712546#3,367377#0,1479265#0,273872#3,438081#-0,3015613#0,2674999#3,390315#0,1342847#0,4945043#3,405207#-0,3047146#0,4934321#3,410652#0,08081727#0,759582#3,386873#-0,2624277#0,7386022#3,372458#-0,08047095#0,5081829#3,428388#-0,07804591#0,4350131#3,397994#0,0004874915#0,3624205#3,397194#-0,1539727#0,3529796#3,388289#0,0291824#-0,1595993#3,450119#-0,1478493#-0,1555951#3,437223#0,02923941#-0,5011788#3,477265#-0,1038289#-0,5136278#3,466574#0,04106211#-0,5807227#3,419053#-0,1142898#-0,5829723#3,4411#0  
frame12 #-0,1157871#1,080119#3,4047#-0,08655339#0,8851328#3,412174# 0,1455853#0,1752047#3,398453#-0,2848982#0,1597598#3,389153#0,1456309#0,2438646#3,423769#-0,2957024#0,2553931#3,401366#0,1409331#0,5143065#3,442705#-0,2888904#0,4824005#3,423672#0,0839033#0,7547237#3,381254#-0,2596264#0,7362587#3,377585#-0,07802732#0,5078318#3,426565#-0,07599264#0,4345673#3,39753#0,003927112#0,3611283#3,393862#-0,151016#0,3534203#3,390661#0,03016576#-0,1657152#3,446796#-0,1437945#-0,1591979#3,434395#0,03124933#-0,5087117#3,472368#-0,1036185#-0,5102429#3,470626#0,02854804#-0,5809027#3,430913#-0,115239#-0,5791162#3,450869#0  
frame13 #-0,1153371#1,080141#3,40467#-0,08661075#0,8866192#3,410882# 0,1852097#0,2299552#3,558166#-0,3201351#0,1909294#3,470712#0,1635565#0,2947309#3,514014#-0,3318243#0,2652667#3,461422#0,1431698#0,5134509#3,469047#-0,297932#0,4866035#3,435385#0,08355764#0,7552505#3,381745#-0,2578622#0,7379315#3,378578#-0,07776421#0,5080946#3,425964#-0,07574394#0,434637#3,397164#0,003929683#0,3613733#3,393737#-0,1503538#0,3538206#3,390088#0,03020441#-0,1630132#3,445636#-0,1436571#-0,1593489#3,434322#0,029477#-0,5046873#3,471174#-0,1037103#-0,5107725#3,469561#0,03888423#-0,574071#3,423056#-0,1129101#-0,5793517#3,448336#0  
frame14 #-0,1154142#1,080549#3,403441#-0,08646767#0,8869565#3,410474# 0,1825642#0,2309455#3,556126#-0,3468646#0,1755064#3,525198#0,1668685#0,2947793#3,533447#-0,3539805#0,2701063#3,497088#0,1433395#0,5125191#3,483303#-0,3090876#0,484201#3,446078#0,08339901#0,7552899#3,381814#-0,2565956#0,7394141#3,377708#-0,07759972#0,5079367#3,425157#-0,07546154#0,4343636#3,39638#0,003848073#0,3613705#3,393073#-0,1498711#0,3539032#3,389381#0,03022967#-0,1631025#3,445404#-0,1431113#-0,1595433#3,433145#0,02884668#-0,5068512#3,471158#-0,09627069#-0,524348#3,461776#0,03120957#-0,5762683#3,423943#-0,1150087#-0,5893922#3,445149#0  
frame15 #-0,1152843#1,079402#3,402652#-0,08634012#0,8869792#3,409904# 0,1945392#0,2248599#3,580289#-0,3766002#0,2030348#3,546097#0,1953599#0,3122584#3,577402#-0,3910966#0,270177#3,523293#0,1479305#0,5142003#3,494355#-0,3245378#0,4954626#3,464414#0,08335976#0,7552241#3,382282#-0,2567361#0,7395456#3,376625#-0,07701992#0,507869#3,422355#-0,07460567#0,4345402#3,392752#0,004479589#0,3614277#3,390787#-0,1488218#0,354367#3,382741#0,03050366#-0,1653372#3,445009#-0,1428836#-0,1599199#3,431905#0,02495971#-0,5105163#3,47182#-0,09470688#-0,5269731#3,465152#0,03209851#-0,5769197#3,42594#-0,1160932#-0,5911959#3,445155#0  
frame16 #-0,1147431#1,079213#3,40178#-0,08620196#0,8868961#3,408776# 0,2455361#0,2568088#3,636677#-0,4291098#0,2380362#3,580782#0,2389294#0,3525164#3,615483#-0,4199948#0,3061006#3,557169#0,1551789#0,5250921#3,503533#-0,3381237#0,5090801#3,470637#0,08577666#0,7570367#3,385277#-0,2569445#0,73983#3,376592#-0,07708915#0,5090331#3,420639#-0,07443498#0,4361827#3,390603#0,004943985#0,3621036#3,389823#-0,1494225#0,3556834#3,379447#0,031744#-0,1614818#3,441998#-0,1427922#-0,1584759#3,430119#0,0267501#-0,5084563#3,47385#-0,09511#-0,5160546#3,466101#0,03075338#-0,5773119#3,42545#-0,1160116#-0,5799#3,445626#0  
frame17 #-0,1148404#1,079167#3,401274#-0,08544339#0,88717#3,407366# 0,2860004#0,2970624#3,652456#-0,4761084#0,2499895#3,598943#0,2724994#0,372699#3,624922#-0,4656505#0,3340951#3,546076#0,1700107#0,5366207#3,514315#-0,3630984#0,5248992#3,482595#0,08551942#0,7591196#3,38493#-0,2605126#0,7448564#3,385759#-0,07604823#0,5106109#3,41812#-0,07439397#0,438252#3,387335#0,005165345#0,3642311#3,386505#-0,1500144#0,3569908#3,376007#0,03177474#-0,1619088#3,441631#-0,1415599#-0,1603322#3,42934#0,0293415#-0,5075558#3,473441#-0,09710865#-0,515938#3,465012#0,02991664#-0,5775393#3,424989#-0,1163801#-0,5802273#3,445269#0  
frame18 #-0,1149428#1,079545#3,401942#-0,08536317#0,888434#3,405581# 0,4060412#0,3185149#3,676447#-0,5756339#0,323938#3,549123#0,3691167#0,3999634#3,629072#-0,5534658#0,3793565#3,530352#0,256163#0,5668934#3,529916#-0,416735#0,5551247#3,482189#0,08508354#0,7648269#3,390115#-0,2634751#0,7497144#3,390409#-0,07629366#0,5138874#3,416696#-0,07466738#0,4420078#3,385613#0,005263482#0,3668924#3,385235#-0,15075#0,3600948#3,374391#0,032066#-0,1636375#3,441928#-0,1412591#-0,16033#3,429061#0,03084449#-0,5075865#3,47309#-0,09778789#-0,5178093#3,46537#0,03189502#-0,5775597#3,424439#-0,1158951#-0,5813985#3,443384#0  
frame19 #-0,1150306#1,081091#3,406576#-0,08601729#0,8891931#3,406093# 0,5043848#0,3999859#3,580944#-0,6778489#0,3455136#3,444041#0,454852#0,47953#3,544163#-0,6382014#0,4062057#3,460794#0,2727298#0,6317081#3,485875#-0,4688956#0,5752034#3,426979#0,08503792#0,7658169#3,390844#-0,2667618#0,7527514#3,392323#-0,0772804#0,5160154#3,417774#-0,07582053#0,4444281#3,386435#0,004883341#0,3682677#3,385826#-0,1525388#0,3620049#3,37497#0,03263619#-0,163221#3,44168#-0,1414269#-0,1587611#3,428082#0,03319805#-0,5078521#3,473462#-0,0988341#-0,5132615#3,465298#0,0361979#-0,5776082#3,425044#-0,1163509#-0,5798863#3,44343#0  
frame20 #-0,115122#1,079648#3,408725#-0,08725533#0,8917854#3,411108# 0,5271826#0,4693561#3,520272#-0,7353296#0,3912642#3,398615#0,4840669#0,5158979#3,504881#-0,6646001#0,4653056#3,404002#0,2918875#0,6350676#3,472519#-0,4686795#0,587407#3,421527#0,08544887#0,7671964#3,393797#-0,2711667#0,7576705#3,399873#-0,07821804#0,5188629#3,420773#-0,07716627#0,4475699#3,388498#0,004219228#0,3703082#3,386224#-0,1545491#0,3643825#3,377696#0,03266327#-0,1646341#3,442351#-0,141619#-0,1591594#3,427774#0,03235652#-0,5076244#3,477757#-0,08251581#-0,5237542#3,475213#0,02737383#-0,5819808#3,439378#-0,1163637#-0,581512#3,446373#0  
frame21 #-0,1180915#1,088208#3,41988#-0,08676556#0,8914512#3,416636# 0,5838932#0,501624#3,442893#-0,7113687#0,4800841#3,358232#0,4934423#0,5513975#3,443481#-0,671796#0,5004429#3,347866#0,2913551#0,6596878#3,442155#-0,4823289#0,6248338#3,399979#0,08828706#0,7708414#3,401635#-0,2723679#0,7571762#3,401006#-0,07905035#0,5202106#3,424553#-0,07756756#0,4495274#3,391165#0,004449124#0,3712663#3,388089#-0,155775#0,3654648#3,379512#0,03251778#-0,1649416#3,442249#-0,1416103#-0,1592842#3,42805#0,03136107#-0,5084465#3,4771#-0,1214811#-0,4990854#3,454136#0,02497324#-0,5825263#3,438935#-0,1201403#-0,5381059#3,382364#0  
frame22 #-0,1152319#1,08978#3,431582#-0,0882425#0,8931328#3,423394# 0,6134343#0,5076548#3,373101#-0,7732618#0,4777426#3,294716#0,5351406#0,5594965#3,374156#-0,700708#0,5252523#3,296644#0,3142133#0,6676273#3,407688#-0,4926303#0,6429703#3,353543#0,08928824#0,7714677#3,402979#-0,2728392#0,7570144#3,402964#-0,07999068#0,5211415#3,428766#-0,0784857#0,4507603#3,393598#0,004169443#0,3716674#3,388553#-0,1574502#0,366733#3,383471#0,03267133#-0,1642426#3,442612#-0,1418491#-0,1589563#3,428112#0,03136812#-0,5036088#3,481567#-0,09299666#-0,5187896#3,470702#0,02282175#-0,5813413#3,430672#-0,115033#-0,5823233#3,447228#0  
frame23 #-0,1159903#1,09179#3,442683#-0,08999027#0,8942691#3,433284# 0,6125199#0,5704246#3,320797#-0,7865942#0,5175728#3,206635#0,5160861#0,6061266#3,32907#-0,6970348#0,561018#3,233731#0,3058946#0,6899782#3,383825#-0,5044108#0,6558653#3,324681#0,09144506#0,7725581#3,409659#-0,2745968#0,7580616#3,407632#-0,08070512#0,5223537#3,435537#-0,07885372#0,4526005#3,397928#0,004290386#0,3723648#3,390054#-0,158101#0,368136#3,388431#0,03238374#-0,1657635#3,443996#-0,141907#-0,159017#3,428361#0,03126321#-0,5056264#3,481027#-0,09306508#-0,5188597#3,470915#0,02557682#-0,5811051#3,43178#-0,1149799#-0,5824229#3,447324#0  
frame24 #-0,1153313#1,094141#3,443321#-0,09033975#0,8953907#3,439092# 0,6000017#0,6099953#3,238471#-0,7674619#0,5692858#3,155055#0,5063291#0,641053#3,268199#-0,6547363#0,621829#3,175004#0,305855#0,7078963#3,363293#-0,4756663#0,6850746#3,31149#0,09156258#0,7752554#3,414838#-0,276773#0,7605615#3,415282#-0,08084466#0,5248724#3,441981#-0,07923283#0,4557499#3,402527#0,004120741#0,3750561#3,393562#-0,1585322#0,370718#3,392459#0,03198672#-0,1651355#3,443479#-0,1422805#-0,15892#3,428844#0,03236233#-0,5056808#3,47971#-0,100009#-0,5144305#3,469787#0,02734319#-0,5815419#3,433101#-0,1151698#-0,5820397#3,447632#0  
frame25 #-0,1143322#1,099889#3,453177#-0,09257065#0,8977887#3,448083# 0,5780044#0,6481754#3,145301#-0,708217#0,6311156#3,064759#0,4924841#0,6735315#3,196814#-0,6260071#0,654743#3,122149#0,2972654#0,73084#3,312774#-0,4642195#0,7028601#3,28359#0,09078373#0,7757666#3,414926#-0,2783716#0,7648959#3,420017#-0,08197088#0,5265623#3,449287#-0,08066721#0,4578874#3,407608#0,002561276#0,3776479#3,397679#-0,1596171#0,3729073#3,397611#0,03138661#-0,1634998#3,443604#-0,142404#-0,1600343#3,430954#0,02951728#-0,5047562#3,479045#-0,1002776#-0,5145453#3,47082#0,0269558#-0,5793131#3,427609#-0,1150807#-0,5820299#3,44835#0  
frame26 #-0,115433#1,098981#3,456951#-0,0924049#0,8982221#3,45395# 0,5304332#0,6915774#3,074009#-0,6386356#0,6830391#3,052572#0,4651144#0,7080898#3,146916#-0,594572#0,6910109#3,077887#0,2829506#0,7388575#3,28518#-0,446519#0,7228308#3,255154#0,08962078#0,7769957#3,416461#-0,2762645#0,7654818#3,419848#-0,08236758#0,5264598#3,454201#-0,08097665#0,4582087#3,410643#0,0012762#0,3793464#3,401337#-0,1593245#0,3738561#3,400002#0,03099411#-0,1624546#3,443685#-0,1435349#-0,1578973#3,430784#0,03273743#-0,4991144#3,481952#-0,1007051#-0,5144529#3,47148#0,02760905#-0,5767274#3,429094#-0,115379#-0,5821319#3,447831#0  
frame27 #-0,1167746#1,101138#3,476913#-0,09633106#0,8988026#3,475929# 0,4679421#0,7500414#2,951697#-0,5873765#0,741912#2,91354#0,3917417#0,7612287#3,023913#-0,5224301#0,7503181#2,997383#0,2464134#0,7710912#3,221512#-0,4045134#0,7611316#3,216828#0,07911386#0,7802469#3,416873#-0,2671414#0,7714738#3,425013#-0,08345503#0,521798#3,46243#-0,08236387#0,4552267#3,415069#-0,001846441#0,3789617#3,404727#-0,158811#0,3742032#3,402953#0,03067865#-0,1639767#3,444919#-0,1444401#-0,1577693#3,431935#0,03481526#-0,5037062#3,476228#-0,1010788#-0,5173123#3,470217#0,0284037#-0,5785514#3,428376#-0,1135177#-0,5826844#3,448014#0  
frame28 #-0,1138017#1,100839#3,482088#-0,09467927#0,9003717#3,481439# 0,4405602#0,8017999#2,895525#-0,5448523#0,7584608#2,85139#0,3710853#0,7832187#2,92512#-0,4611644#0,7640363#2,977828#0,2221305#0,7801403#3,16833#-0,3855858#0,7655429#3,19938#0,07211413#0,7794956#3,417742#-0,2594196#0,772928#3,4273#-0,08351009#0,5188646#3,466558#-0,08296014#0,4516358#3,417519#-0,005092677#0,3778529#3,407389#-0,1580709#0,3742049#3,403754#0,03039023#-0,1639545#3,445244#-0,1454623#-0,1575412#3,432438#0,03379916#-0,5050833#3,476788#-0,1021024#-0,5161484#3,468766#0,03062418#-0,5788954#3,429436#-0,1151425#-0,5823447#3,447419#0  
frame29 #-0,1158366#1,10013#3,483559#-0,09568776#0,9018911#3,484514# 0,2610264#0,8179449#2,855476#-0,3946289#0,7936249#2,80858#0,2059724#0,816153#2,973688#-0,3508308#0,7744251#2,929532#0,1465691#0,7938306#3,198826#-0,3741866#0,7917865#3,162078#0,05422299#0,7862331#3,426567#-0,2535823#0,7693821#3,43064#-0,08440367#0,5152093#3,469763#-0,08340544#0,4463192#3,419382#-0,007842874#0,3770337#3,409626#-0,1561152#0,3728198#3,404589#0,03059131#-0,1673589#3,44841#-0,1464867#-0,1586595#3,433775#0,03264015#-0,509019#3,478884#-0,1076168#-0,5107948#3,47264#0,02957035#-0,5789543#3,430767#-0,1154933#-0,5824714#3,448108#0  
frame30 #-0,1119375#1,0996#3,488844#-0,09630202#0,9017432#3,486083# 0,2013436#0,8273129#2,829121#-0,3445804#0,8049914#2,839916#0,1919039#0,824971#2,849486#-0,3431273#0,7858238#2,945662#0,1191691#0,8028441#3,15177#-0,3686933#0,7760531#3,178385#0,05036736#0,7829907#3,425876#-0,2496227#0,7694294#3,432876#-0,08472124#0,5134769#3,471902#-0,08407974#0,4446724#3,420297#-0,010614#0,377279#3,410765#-0,1552892#0,3728418#3,405663#0,03094004#-0,1694029#3,450635#-0,1476986#-0,1570581#3,435075#0,03005682#-0,5111288#3,478023#-0,106303#-0,5139363#3,472525#0,02775992#-0,5801017#3,432869#-0,1155295#-0,5825514#3,448164#0  
frame31 #-0,1098157#1,107648#3,493731#-0,08755871#0,9083892#3,499865# 0,07287131#0,8300648#2,846021#-0,2282188#0,8096969#2,82873#0,07138465#0,8228381#2,9626#-0,2478712#0,797591#2,991948#0,1120021#0,8005054#3,190701#-0,304022#0,7635938#3,214938#0,0285213#0,7713293#3,418786#-0,2303438#0,7780807#3,448399#-0,08115137#0,5122125#3,472795#-0,08421515#0,4445573#3,420259#-0,01502012#0,3832458#3,41257#-0,1542787#0,376358#3,405304#0,03051135#-0,1694856#3,450833#-0,1490968#-0,1556128#3,435368#0,03026635#-0,5108396#3,477821#-0,1041073#-0,5176506#3,473132#0,0249735#-0,579959#3,430771#-0,1147117#-0,5826008#3,449222#0  
frame32 #-0,108259#1,115281#3,508735#-0,09158193#0,9083142#3,503309# 0,03997103#0,8382735#2,820497#-0,2190878#0,8100957#2,834105#0,04959803#0,8320402#2,906941#-0,2362077#0,8009563#2,994471#0,06839786#0,8086464#3,137335#-0,2980534#0,7627729#3,214482#0,02903504#0,7712548#3,417645#-0,2332299#0,7776918#3,45022#-0,08255329#0,5290559#3,480923#-0,08613503#0,4668977#3,426878#-0,01703496#0,4098908#3,420239#-0,1530797#0,406413#3,409391#0,02812531#-0,1553011#3,447748#-0,15037#-0,1528752#3,436333#0,03083692#-0,504076#3,475866#-0,1057238#-0,5092168#3,473215#0,03472995#-0,5756654#3,422838#-0,1191547#-0,5778153#3,446545#0  
frame33 #-0,1120834#1,117922#3,506567#-0,09445864#0,9103001#3,502519# 0,009169841#0,8420008#2,919984#-0,2015606#0,8061381#2,908306#-0,006126896#0,8314148#2,957504#-0,2294636#0,8010636#2,983895#0,0688303#0,812426#3,174527#-0,276724#0,7724874#3,208013#0,02915542#0,7737084#3,41222#-0,2360095#0,7794079#3,448939#-0,08349476#0,5322594#3,483012#-0,08772394#0,4692048#3,428395#-0,01835326#0,4112309#3,420237#-0,15478#0,4090236#3,413938#0,02810376#-0,1547182#3,44741#-0,1527741#-0,1485154#3,436576#0,03100705#-0,5023077#3,476909#-0,1057368#-0,5085998#3,470919#0,03554905#-0,5761554#3,4246#-0,1202569#-0,5777671#3,446392#0  
frame34 #-0,1139758#1,117071#3,504752#-0,09428536#0,9110829#3,502353# 0,0028#0,839345#2,880855#-0,1974358#0,8079867#2,893567#0,007885627#0,8304899#2,935331#-0,2150725#0,8076354#2,958675#0,07691754#0,8176762#3,154566#-0,3049269#0,7877203#3,214765#0,03186005#0,7752534#3,409557#-0,2322612#0,7726408#3,446201#-0,08333473#0,5332059#3,484329#-0,0881507#0,4698313#3,429251#-0,0205929#0,4132646#3,420741#-0,1543608#0,4090928#3,416193#0,02809653#-0,1548818#3,447358#-0,1531451#-0,1481608#3,436635#0,03019033#-0,5022697#3,476248#-0,1059837#-0,5085747#3,471016#0,03388295#-0,5784413#3,428249#-0,1181995#-0,5785593#3,446448#0  
frame35 #-0,1143272#1,117069#3,503048#-0,09662078#0,915128#3,501732# 0,005963438#0,8277668#2,909565#-0,1964532#0,8037577#2,896214#0,04443672#0,8318227#2,993004#-0,2304768#0,8062528#2,967335#0,1454553#0,8174117#3,198055#-0,3584557#0,7966594#3,175044#0,04414651#0,7808751#3,413565#-0,2439451#0,770542#3,43689#-0,08668409#0,5360806#3,485956#-0,08903505#0,4719958#3,430131#-0,01969449#0,4130476#3,419858#-0,1581771#0,4093326#3,419375#0,02800502#-0,1549587#3,446984#-0,1530208#-0,148043#3,436737#0,02555669#-0,5047948#3,4806#-0,105149#-0,5111244#3,471229#0,0295959#-0,5794386#3,428628#-0,1182471#-0,5785518#3,446241#0  
frame36 #-0,119477#1,115029#3,497575#-0,1027093#0,9379926#3,478639# -0,03950017#0,7905993#2,96015#-0,1557509#0,7485179#2,964556#0,004099337#0,7968913#3,047204#-0,2023155#0,759074#3,035849#0,2010604#0,8256903#3,217008#-0,4022191#0,8021898#3,216627#0,07090873#0,794848#3,413804#-0,2874705#0,7778011#3,42522#-0,09067659#0,5496212#3,484127#-0,09048549#0,4811178#3,429441#-0,015857#0,413058#3,419441#-0,1636575#0,4091721#3,418624#0,02732496#-0,1562297#3,447173#-0,1532313#-0,1468231#3,436938#0,02438941#-0,5104777#3,479623#-0,1045528#-0,5120439#3,47117#0,02641282#-0,5816802#3,429162#-0,1167144#-0,5800793#3,446414#0  
frame37 #-0,1215317#1,108917#3,480058#-0,1104483#0,9270258#3,47105# -0,06158841#0,7148062#3,117699#-0,1723429#0,7637731#3,107054#0,01639568#0,7426541#3,149726#-0,2189075#0,7743292#3,178347#0,250348#0,8261979#3,2599#-0,4443047#0,8165703#3,255077#0,07758176#0,7930927#3,410473#-0,2916372#0,7769332#3,428248#-0,09226937#0,5526684#3,482332#-0,0927433#0,4854916#3,427916#-0,01225235#0,4129613#3,417804#-0,1726726#0,4067147#3,41642#0,02633489#-0,1526074#3,44605#-0,1541244#-0,1425681#3,435815#0,02271353#-0,5045284#3,47734#-0,1049509#-0,5043221#3,471921#0,02266616#-0,5784732#3,426865#-0,1154647#-0,5793122#3,446349#0  
