frame1 #-0,08729951#1,093939#3,552938#-0,06754941#0,9010915#3,556866# 0,1379117#0,2433518#3,254435#-0,2455988#0,2445644#3,280856#0,1430215#0,3176678#3,323363#-0,2693257#0,321952#3,370727#0,1548095#0,4998142#3,467083#-0,2689521#0,5118486#3,503349#0,09822652#0,7644743#3,493724#-0,2418133#0,7645206#3,505061#-0,06461144#0,5132809#3,551035#-0,06613892#0,4471024#3,489933#0,01060408#0,3717656#3,474647#-0,1424139#0,3717864#3,478189#0,04776162#-0,172601#3,560989#-0,1315695#-0,1647361#3,541538#0,03600453#-0,5114597#3,567841#-0,09758706#-0,5134261#3,570682#0,02793853#-0,5921271#3,510415#-0,1125692#-0,5855327#3,513849#0  
frame2 #-0,08682986#1,091589#3,5408#-0,07255864#0,9048454#3,546392# 0,1537274#0,3269749#3,326321#-0,2514433#0,2882405#3,327874#0,1521085#0,37037#3,379804#-0,2690206#0,3534625#3,424867#0,1690819#0,5409678#3,527449#-0,2897484#0,5320487#3,561012#0,09971273#0,7660536#3,49407#-0,2422132#0,7644826#3,504816#-0,06519595#0,5168176#3,549348#-0,06626886#0,4494355#3,48882#0,01135449#0,3736696#3,473782#-0,1425885#0,3724782#3,477866#0,04742831#-0,1723611#3,559924#-0,1314759#-0,1646051#3,541333#0,03085525#-0,5077794#3,566653#-0,09769999#-0,5133618#3,570312#0,02804316#-0,5909339#3,507087#-0,1137279#-0,5856911#3,514032#0  
frame3 #-0,0857982#1,103152#3,533387#-0,07274946#0,904231#3,542553# 0,1575763#0,3681034#3,319788#-0,2637424#0,369681#3,354243#0,1525458#0,3951834#3,396845#-0,262224#0,4009003#3,429871#0,1882387#0,5694949#3,547966#-0,2934939#0,567345#3,577685#0,1009106#0,7681339#3,496088#-0,239943#0,7679299#3,503127#-0,06570111#0,5182883#3,547562#-0,06602953#0,4509148#3,487448#0,01155436#0,3748551#3,473225#-0,1419744#0,3746662#3,47636#0,04703117#-0,1687768#3,557489#-0,1313644#-0,1645515#3,541167#0,03471855#-0,5071831#3,565925#-0,09524511#-0,5133233#3,573456#0,03060973#-0,59164#3,509717#-0,1146357#-0,5856775#3,515574#0  
frame4 #-0,0866362#1,092261#3,519813#-0,07235777#0,9043401#3,539448# 0,164764#0,423279#3,318636#-0,2517697#0,4199675#3,325147#0,1474876#0,460765#3,386638#-0,2432343#0,4624163#3,391879#0,1924438#0,5834156#3,567325#-0,2897535#0,6062806#3,612731#0,1018222#0,7733713#3,498594#-0,2353758#0,7693923#3,494794#-0,06687953#0,5188166#3,545794#-0,0655689#0,4512428#3,486177#0,01174622#0,3757024#3,473257#-0,1406893#0,3749565#3,473436#0,04675806#-0,1691383#3,556568#-0,1313108#-0,164572#3,54113#0,03431091#-0,5089433#3,565181#-0,09192276#-0,5204032#3,571431#0,02985947#-0,5923435#3,511029#-0,1147652#-0,5864199#3,516857#0  
frame5 #-0,0876797#1,093625#3,517768#-0,07212788#0,9015459#3,530597# 0,1763498#0,475834#3,328855#-0,270573#0,4574956#3,334759#0,1416729#0,5151557#3,386536#-0,2622094#0,4990903#3,400148#0,1793272#0,628737#3,581361#-0,3087285#0,6429545#3,620954#0,1014748#0,7777708#3,497535#-0,2339051#0,7707745#3,489478#-0,06725324#0,520352#3,54298#-0,06524943#0,4523658#3,484139#0,0117784#0,3777802#3,472609#-0,1400058#0,3758352#3,471444#0,04639286#-0,1668913#3,554781#-0,1311525#-0,1634037#3,5408#0,03739122#-0,5086207#3,567492#-0,09155948#-0,5202513#3,571655#0,03007936#-0,5911855#3,513018#-0,116161#-0,5859397#3,518799#0  
frame6 #-0,08556654#1,098135#3,510522#-0,07628439#0,9044436#3,520008# 0,1695008#0,5572453#3,315669#-0,2692091#0,5033978#3,335957#0,1353998#0,5959139#3,372393#-0,2609843#0,5443017#3,40026#0,1983881#0,6679428#3,592991#-0,3075035#0,6881659#3,621048#0,09982868#0,7895647#3,503174#-0,2293171#0,7849573#3,493896#-0,06766271#0,5219254#3,540342#-0,06502818#0,4526281#3,48278#0,01177186#0,37823#3,472426#-0,1388991#0,3766966#3,470309#0,04818604#-0,1614857#3,550162#-0,1305488#-0,1609589#3,537412#0,0385454#-0,5022963#3,561441#-0,09190441#-0,5197519#3,571875#0,02838849#-0,5892721#3,507204#-0,1168216#-0,5871092#3,524141#0  
frame7 #-0,07342569#1,105208#3,501555#-0,07143381#0,9033694#3,513911# 0,1703123#0,5540862#3,309382#-0,2542545#0,5522816#3,324976#0,137059#0,5917936#3,364696#-0,2462342#0,5921689#3,387681#0,1801127#0,6384133#3,555865#-0,3214896#0,6943219#3,622295#0,1032717#0,791306#3,506201#-0,2283505#0,7848431#3,488324#-0,06798704#0,5241774#3,537682#-0,06414346#0,4547507#3,481889#0,01261424#0,3812958#3,473222#-0,1381395#0,3783461#3,47055#0,04855827#-0,1594499#3,545972#-0,1298592#-0,1609269#3,536362#0,03059868#-0,5071126#3,559817#-0,09190387#-0,5197532#3,571612#0,03291585#-0,5893075#3,502977#-0,1181968#-0,5868973#3,522678#0  
frame8 #-0,07398789#1,101282#3,499645#-0,07044311#0,9036483#3,511835# 0,1687782#0,556452#3,314339#-0,2535663#0,5222902#3,280592#0,1357842#0,5938653#3,369222#-0,2456085#0,5618666#3,342808#0,1802382#0,6431232#3,55575#-0,3246814#0,6580791#3,573567#0,1035424#0,7911806#3,504493#-0,2283371#0,7848417#3,488177#-0,06756021#0,5251783#3,536443#-0,06406686#0,4555957#3,481772#0,01248628#0,3823221#3,473629#-0,1380878#0,379523#3,471165#0,04735275#-0,1608673#3,546303#-0,1291937#-0,1605303#3,536562#0,03099781#-0,5069364#3,560157#-0,09271241#-0,518807#3,570724#0,02863128#-0,5917304#3,500948#-0,1166054#-0,5869544#3,522038#0  
frame9 #-0,07280292#1,101673#3,498937#-0,0697381#0,9041132#3,511094# 0,124659#0,4905067#3,204895#-0,2520383#0,5271538#3,280347#0,09181735#0,5277474#3,259524#-0,2441173#0,5665473#3,342275#0,1308026#0,6041807#3,435257#-0,3224457#0,661854#3,570981#0,1041235#0,7916498#3,504869#-0,2275646#0,7853192#3,487464#-0,06708696#0,5261404#3,534996#-0,06351966#0,4564787#3,481357#0,01277324#0,3830465#3,473653#-0,1373595#0,3807142#3,470981#0,047363#-0,1580147#3,546336#-0,1286456#-0,1606933#3,5378#0,03114334#-0,5077974#3,559323#-0,09284967#-0,5190413#3,570772#0,018949#-0,5857551#3,512824#-0,1168272#-0,5875453#3,52355#0  
frame10 #-0,07171337#1,108498#3,497883#-0,06523643#0,905328#3,508651# 0,1022515#0,4484245#3,174888#-0,2529587#0,5292103#3,28179#0,06969568#0,4853411#3,229042#-0,2451067#0,5682608#3,343179#0,1085526#0,5680814#3,406343#-0,3232078#0,663291#3,571267#0,1105368#0,8009592#3,51569#-0,2261913#0,785642#3,488878#-0,06587501#0,5287422#3,532736#-0,0614467#0,4589024#3,481424#0,01431583#0,3852427#3,475265#-0,1355791#0,3822629#3,471213#0,04729201#-0,1581175#3,546809#-0,1272711#-0,159664#3,537507#0,03693547#-0,502076#3,562304#-0,09371429#-0,518725#3,570111#0,02634011#-0,587242#3,511197#-0,1189788#-0,5887413#3,526113#0  
frame11 #-0,07148582#1,109704#3,49681#-0,06551336#0,9046454#3,501852# 0,09998997#0,4566761#3,178528#-0,2457729#0,5662144#3,341272#0,06762464#0,4933767#3,232365#-0,2379667#0,6050368#3,402303#0,1065186#0,569631#3,407718#-0,3232279#0,6638499#3,571106#0,1102303#0,7983751#3,513817#-0,2262144#0,7856621#3,488932#-0,06548566#0,5296822#3,530643#-0,06139855#0,4589941#3,481239#0,01435568#0,3852783#3,475244#-0,1355457#0,3823338#3,471295#0,04719434#-0,1588712#3,546943#-0,1272352#-0,1596792#3,537582#0,03719927#-0,5026038#3,562447#-0,09344252#-0,5186797#3,570854#0,02846956#-0,5879304#3,512299#-0,1174103#-0,5889871#3,526478#0  
