frame1 #-0,1111672#0,850821#3,263363#-0,04158759#0,6606037#3,289803# -0,1386648#0,2305405#3,025342#-0,6803671#0,478765#3,142662#-0,04456399#0,264973#3,020736#-0,6133771#0,4663299#3,174135#0,08271506#0,3694981#3,058002#-0,4124072#0,4290248#3,281938#0,07593743#0,5324188#3,167881#-0,2323434#0,528151#3,342153#-0,01553299#0,3093585#3,299679#-0,03566294#0,2433568#3,260202#0,03477499#0,1686269#3,221119#-0,1039514#0,1667064#3,28369#0,2306433#-0,2220723#3,242629#-0,3268438#-0,2479979#3,288987#-0,1297511#-0,4591801#3,255284#-0,3910098#-0,5679502#3,273047#-0,009227723#-0,4932567#3,261153#-0,4400454#-0,6185127#3,189821#0  
frame32 #-0,4176852#0,7816925#3,137528#-0,3392308#0,6090062#3,209426# -0,3572579#0,1201966#2,98592#-0,8076548#0,2958287#2,978179#-0,2844434#0,1892814#3,014852#-0,7544227#0,277275#3,099531#-0,1030552#0,3384977#3,068014#-0,600243#0,3127819#3,291495#-0,1959364#0,5118524#3,161976#-0,4936796#0,4770071#3,3015#-0,2676379#0,2641929#3,286106#-0,2620993#0,1913294#3,285233#-0,1701065#0,1323021#3,258927#-0,3263543#0,1077356#3,33056#0,1168501#-0,2424353#3,24355#-0,4322793#-0,2424588#3,295888#0,3250291#-0,550736#3,25378#-0,4081433#-0,5667242#3,243416#0,2909026#-0,6067193#3,178524#-0,4422698#-0,6227075#3,16816#0  
frame33 #-0,4185827#0,7839512#3,135848#-0,3539129#0,6141694#3,209042# -0,367464#0,1223833#3,005642#-0,7797043#0,2830856#2,961581#-0,2881345#0,1884769#3,019567#-0,7357576#0,2540024#3,134633#-0,1064825#0,3379499#3,070553#-0,6121428#0,3176755#3,29349#-0,2070358#0,5185235#3,162703#-0,5071154#0,4842071#3,292835#-0,2948728#0,2762103#3,288329#-0,2905396#0,2049463#3,290017#-0,2022466#0,1481469#3,272549#-0,3602642#0,1240023#3,33129#0,07056031#-0,2132174#3,24511#-0,4311557#-0,2409901#3,298929#0,2798381#-0,5715812#3,275371#-0,4085503#-0,5682748#3,241621#0,2480491#-0,6274617#3,199339#-0,4263427#-0,6534081#3,268929#0  
frame34 #-0,4289953#0,830057#3,132509#-0,3810958#0,6354215#3,203711# -0,3749818#0,150841#3,054836#-0,7030227#0,2541252#2,976241#-0,2876766#0,2039318#3,073007#-0,6927785#0,252225#3,14135#-0,111149#0,3613849#3,117535#-0,6514442#0,3294111#3,308238#-0,2258731#0,5506071#3,175867#-0,5361967#0,5000364#3,280568#-0,3228787#0,2970941#3,285417#-0,3160459#0,2256561#3,288635#-0,2185055#0,1629443#3,278173#-0,3904444#0,1445387#3,322217#-0,003208995#-0,2208867#3,236537#-0,4377787#-0,234664#3,299337#0,09760433#-0,5779055#3,344953#-0,407891#-0,5725992#3,243089#0,1705485#-0,6388091#3,350035#-0,4338197#-0,6527019#3,278677#0  
frame35 #-0,4298039#0,8345599#3,133328#-0,3894667#0,652175#3,204512# -0,3740193#0,1860693#3,077402#-0,6330544#0,2524589#2,973321#-0,2858629#0,2346641#3,100124#-0,6959911#0,3167416#3,109346#-0,1052131#0,3801765#3,168273#-0,6477609#0,3827519#3,279126#-0,226494#0,5676349#3,185853#-0,5447892#0,5194917#3,26491#-0,3247503#0,3045318#3,28333#-0,3150108#0,2325706#3,288777#-0,2235244#0,1759881#3,285522#-0,3800526#0,1494137#3,317124#-0,08677979#-0,2204634#3,257741#-0,4603837#-0,2296505#3,292289#-0,1004322#-0,5830516#3,411299#-0,4007586#-0,5747349#3,245459#-0,03412642#-0,642741#3,454212#-0,3953873#-0,6593363#3,286204#0  
frame36 #-0,429994#0,8599741#3,157276#-0,3957541#0,6651613#3,206974# -0,366019#0,2168542#3,086433#-0,5987371#0,2575468#2,975034#-0,2858255#0,2744893#3,116164#-0,6104265#0,2895627#3,042711#-0,1024549#0,4089064#3,200196#-0,6455093#0,3856508#3,259621#-0,2256892#0,5859557#3,199553#-0,5490534#0,5318006#3,253326#-0,3339034#0,3185774#3,284777#-0,3232059#0,2468146#3,291135#-0,235073#0,1896902#3,294405#-0,3861287#0,1609402#3,313671#-0,1503251#-0,2318971#3,284617#-0,4622726#-0,2306977#3,291963#-0,2059299#-0,5920846#3,446801#-0,4015757#-0,5731867#3,244544#-0,1267618#-0,6529529#3,475663#-0,4125838#-0,6279394#3,163012#0  
frame37 #-0,4246366#0,8666482#3,159573#-0,3920799#0,6846204#3,21006# -0,2976172#0,2509214#3,112092#-0,5645604#0,276397#2,98967#-0,2133036#0,2983703#3,146964#-0,5858423#0,2944249#3,028724#-0,1042862#0,4186862#3,228651#-0,6703196#0,3809261#3,247624#-0,2211117#0,5988436#3,214791#-0,5511216#0,545629#3,249787#-0,3413001#0,3334544#3,287222#-0,3322131#0,2619056#3,294788#-0,2451454#0,2004087#3,301597#-0,3987213#0,1775311#3,313022#-0,1812052#-0,2340855#3,304177#-0,4645559#-0,2321437#3,290347#-0,2869228#-0,6077646#3,395874#-0,4125275#-0,564375#3,244041#-0,256991#-0,666546#3,446977#-0,4187533#-0,6183063#3,162251#0  
frame38 #-0,4002875#0,8871284#3,190738#-0,3835863#0,7066787#3,2352# -0,3439014#0,2971201#3,13686#-0,5689797#0,3344393#2,991595#-0,2575486#0,3401598#3,173316#-0,5284073#0,3438351#3,05545#-0,104808#0,4556003#3,327605#-0,6525453#0,4111651#3,173471#-0,2060363#0,6390898#3,289313#-0,5464947#0,5665323#3,230784#-0,3581536#0,3559251#3,298448#-0,3518063#0,2861955#3,306421#-0,2735808#0,2203425#3,332639#-0,4240297#0,202242#3,306395#-0,3202377#-0,2390265#3,342419#-0,4516804#-0,2419951#3,287122#-0,558269#-0,5866401#3,402523#-0,4049059#-0,5675814#3,250068#-0,4872308#-0,6230511#3,323255#-0,3880778#-0,6187888#3,168434#0  
frame39 #-0,3966244#0,8953818#3,201625#-0,3817312#0,7095172#3,248791# -0,3225812#0,3217049#3,177149#-0,5518468#0,3471179#2,994933#-0,2360384#0,3643869#3,213685#-0,511259#0,3565173#3,058812#-0,1035234#0,4826875#3,384812#-0,6407704#0,4235147#3,170069#-0,2064714#0,6458398#3,298155#-0,5454444#0,5681581#3,227775#-0,3638842#0,3623174#3,304144#-0,3586056#0,2928505#3,311255#-0,2799709#0,2233799#3,339613#-0,4303731#0,2069224#3,304608#-0,3413571#-0,2355758#3,346517#-0,4481913#-0,2421635#3,282474#-0,5952703#-0,5788068#3,379683#-0,3961751#-0,5768288#3,252429#-0,5108006#-0,6210668#3,318209#-0,4586839#-0,6559004#3,276442#0  
frame40 #-0,3873564#0,9075389#3,217834#-0,3795238#0,7148683#3,261044# -0,2791781#0,3582228#3,149385#-0,395871#0,3918836#3,046134#-0,2318692#0,3750474#3,206064#-0,4959924#0,3715302#3,053662#-0,1084792#0,4806013#3,39243#-0,6341127#0,4323731#3,156316#-0,2057862#0,6556029#3,335454#-0,5381994#0,5729629#3,224764#-0,3674326#0,3697535#3,310285#-0,3624273#0,3004529#3,316915#-0,2865196#0,2298986#3,350253#-0,4333522#0,2144458#3,303739#-0,396956#-0,2292535#3,320666#-0,4501641#-0,2418001#3,273117#-0,6166246#-0,5916322#3,378612#-0,3828852#-0,6057093#3,244374#-0,526117#-0,6247692#3,320076#-0,3536404#-0,655531#3,165142#0  
frame41 #-0,3845163#0,9082654#3,227742#-0,3766437#0,7219164#3,280052# -0,2564337#0,3630921#3,163609#-0,356389#0,413087#3,057764#-0,2287771#0,3845013#3,230492#-0,4555554#0,3895163#3,051617#-0,1318573#0,4810665#3,437763#-0,6229032#0,4144374#3,11082#-0,2043681#0,6567245#3,372482#-0,5303477#0,5744591#3,223397#-0,3689311#0,3720464#3,317663#-0,3640241#0,3021826#3,32315#-0,2893606#0,230467#3,35685#-0,4341752#0,2169819#3,30561#-0,4003907#-0,2335806#3,31307#-0,4602739#-0,2519632#3,270411#-0,6183444#-0,5960093#3,378724#-0,4052115#-0,6143058#3,25853#-0,5402331#-0,6249354#3,302513#-0,3676036#-0,6629514#3,181997#0  
frame42 #-0,3505354#0,9180675#3,266102#-0,3746454#0,7291162#3,292892# -0,2210656#0,3879324#3,16983#-0,3733782#0,4368345#3,074029#-0,2178401#0,4112683#3,24139#-0,4460998#0,4562672#3,070906#-0,1402608#0,4933496#3,46369#-0,6184011#0,4201612#3,09557#-0,2070468#0,6657761#3,396668#-0,5114949#0,58778#3,222243#-0,3692281#0,3756737#3,324431#-0,3646122#0,3050643#3,329163#-0,2931526#0,2336451#3,367729#-0,4333902#0,221223#3,306292#-0,330619#-0,1841362#3,431621#-0,4623956#-0,2560464#3,27435#-0,5709732#-0,5457845#3,391483#-0,3836277#-0,6098555#3,229433#-0,5139467#-0,5991884#3,309879#-0,3390506#-0,6578307#3,156207#0  
frame43 #-0,3256878#0,9181653#3,290571#-0,368001#0,7373022#3,314672# -0,2480727#0,3911088#3,207237#-0,3491352#0,5036143#3,072204#-0,2448538#0,4143977#3,27865#-0,424159#0,5069074#3,068573#-0,1749866#0,4970716#3,503614#-0,5881124#0,4503808#3,055487#-0,2212431#0,6692089#3,468302#-0,4728926#0,5990822#3,227144#-0,3647477#0,3747637#3,337036#-0,3599989#0,3028164#3,341375#-0,2952258#0,2338498#3,383739#-0,4227303#0,224633#3,310341#-0,3459883#-0,1824115#3,38653#-0,40158#-0,225301#3,233086#-0,5843424#-0,5460923#3,385392#-0,3852793#-0,5654389#3,196476#-0,5085408#-0,5873254#3,312412#-0,3237389#-0,6120573#3,135672#0  
frame44 #-0,3191344#0,9232284#3,296848#-0,3658141#0,7406641#3,318459# -0,268321#0,3876742#3,208483#-0,3333299#0,5190672#3,063786#-0,2448451#0,4152765#3,278922#-0,4083034#0,5238336#3,059542#-0,1744175#0,4980834#3,503898#-0,5719784#0,4669363#3,044496#-0,2206741#0,6702207#3,468572#-0,4624593#0,6049362#3,230788#-0,3600323#0,373806#3,342913#-0,3549871#0,3004939#3,348192#-0,2922837#0,2335165#3,393694#-0,4149179#0,2246701#3,312266#-0,3032438#-0,1418782#3,420421#-0,3474615#-0,2352754#3,198149#-0,5518585#-0,5016217#3,389112#-0,3145746#-0,5878389#3,186718#-0,5498254#-0,6122223#3,367008#-0,2877371#-0,6424722#3,111317#0  
frame45 #-0,2986305#0,9317657#3,326373#-0,3578178#0,7550127#3,334736# -0,2780059#0,3573363#3,178944#-0,2545984#0,5705547#2,979692#-0,2536071#0,385044#3,249323#-0,3296068#0,5754762#2,975892#-0,1804107#0,4681673#3,474131#-0,4885573#0,5062076#3,021067#-0,2146483#0,6816519#3,478892#-0,3977227#0,6004058#3,247205#-0,3457355#0,3751562#3,352099#-0,3386593#0,2996861#3,35667#-0,2852884#0,224847#3,409697#-0,3678467#0,2287407#3,30706#-0,3171082#-0,1739469#3,283355#-0,2493978#-0,2314057#3,187353#-0,5624833#-0,5206311#3,366481#-0,255817#-0,5815187#3,205253#-0,549454#-0,6323956#3,363204#-0,2055144#-0,6339877#3,146143#0  
frame46 #-0,2901662#0,9503596#3,333053#-0,3447315#0,7846723#3,335445# -0,2784922#0,3785811#3,206251#-0,244591#0,651557#3,026361#-0,2540347#0,4065906#3,27683#-0,3196381#0,656481#3,022559#-0,1806623#0,4906194#3,502253#-0,4563662#0,5443701#3,030949#-0,2003849#0,7140901#3,479591#-0,4232439#0,6953133#3,240557#-0,3295622#0,413205#3,348047#-0,3229586#0,3388482#3,350483#-0,2739137#0,2423531#3,410438#-0,3682409#0,2609044#3,292182#-0,3031141#-0,1659098#3,282919#-0,2172021#-0,2096887#3,187607#-0,5555971#-0,5098648#3,365537#-0,1968234#-0,6021506#3,21007#-0,5518606#-0,6223338#3,363711#-0,1170183#-0,6130997#3,131862#0  
frame47 #-0,2306805#0,949304#3,369184#-0,2932814#0,7857963#3,370964# -0,2306457#0,3766415#3,246374#-0,1990614#0,7272574#3,045713#-0,2060896#0,4046304#3,317014#-0,2741386#0,7321834#3,041909#-0,1324215#0,488597#3,54263#-0,3694083#0,6032791#2,980376#-0,1494208#0,7141336#3,515074#-0,4093165#0,6893401#3,207586#-0,302391#0,4065276#3,351681#-0,2996803#0,331437#3,349753#-0,2352201#0,2410738#3,395228#-0,3585932#0,2586733#3,292476#-0,421766#-0,2213971#3,453193#-0,1380032#-0,1870457#3,19823#-0,6182916#-0,5954473#3,395973#-0,06624866#-0,605104#3,228216#-0,5502482#-0,6331496#3,366344#0,02502786#-0,596221#3,162846#0  
frame48 #-0,2268733#0,9259757#3,366977#-0,2895803#0,7353783#3,340777# -0,2270091#0,3261499#3,216#-0,154626#0,7566707#3,027958#-0,202437#0,3541572#3,286687#-0,2297328#0,7615986#3,024153#-0,1287204#0,438179#3,512443#-0,3130503#0,6092597#3,002575#-0,1457197#0,6637155#3,484886#-0,3993173#0,6822511#3,205612#-0,2892684#0,340439#3,337309#-0,2855096#0,261609#3,336617#-0,2206701#0,1938341#3,361998#-0,349318#0,2093835#3,306714#-0,4203918#-0,25601#3,460428#-0,1185163#-0,2203237#3,191006#-0,6276028#-0,5929439#3,401525#0,08444098#-0,5748457#3,169458#-0,5616408#-0,6350708#3,372607#0,1570367#-0,5912263#3,131731#0  
frame49 #-0,2248707#0,9148404#3,331272#-0,3088506#0,7553869#3,298201# -0,2464299#0,3459869#3,173008#-0,1129264#0,7813914#3,049108#-0,2218201#0,3740371#3,243803#-0,1880623#0,7863212#3,045301#-0,1479906#0,4581876#3,469878#-0,2420011#0,6273781#3,001397#-0,1649899#0,6837242#3,442311#-0,381372#0,6671745#3,212362#-0,2861183#0,3513936#3,333909#-0,2796317#0,2732738#3,336602#-0,2097462#0,2476895#3,355546#-0,3388151#0,2185564#3,315971#-0,3972297#-0,2101301#3,451011#-0,04441139#-0,1842259#3,21421#-0,6260148#-0,5912594#3,402582#0,1019066#-0,5633504#3,200826#-0,5250603#-0,6387209#3,382706#0,2042484#-0,566349#3,152281#0  
frame50 #-0,20131#0,9178734#3,309769#-0,2887478#0,7628337#3,295038# -0,2263418#0,3534171#3,169791#-0,04385176#0,8059459#3,071263#-0,2017283#0,3814714#3,240597#-0,1190162#0,8108776#3,067455#-0,1278879#0,4656345#3,466707#-0,1729632#0,6519107#3,023546#-0,1448872#0,691171#3,439148#-0,3040538#0,6593217#3,188092#-0,2657011#0,3315161#3,312109#-0,255246#0,2415097#3,312683#-0,2047954#0,1864191#3,315007#-0,3088572#0,216759#3,310833#-0,3836239#-0,2615861#3,461002#-0,02860639#-0,1902506#3,220733#-0,6249934#-0,5895715#3,403033#0,1408591#-0,5876592#3,221907#-0,5690678#-0,6421477#3,369187#0,243389#-0,5663504#3,178143#0  
frame51 #-0,1627634#0,9065473#3,257203#-0,2369549#0,7766602#3,317352# -0,174832#0,366921#3,191259#0,01532938#0,8228334#3,063484#-0,1501477#0,395056#3,262269#-0,05986319#0,827767#3,059675#-0,07609503#0,479461#3,489#-0,1245552#0,6625227#3,059618#-0,09309432#0,7049975#3,461462#-0,2826657#0,5728945#3,244495#-0,2413726#0,3282095#3,311591#-0,2378137#0,238731#3,311044#-0,1744109#0,170388#3,302208#-0,290508#0,2071239#3,313968#-0,3811236#-0,263006#3,453248#-0,02081912#-0,1930952#3,24332#-0,6065063#-0,5842007#3,400735#0,2614972#-0,5321606#3,198051#-0,5598266#-0,6487719#3,374571#0,3700847#-0,5248973#3,165966#0  
frame52 #-0,1241091#0,8934447#3,292446#-0,2045466#0,7882945#3,374969# -0,1427157#0,3782223#3,248047#0,07829187#0,8420718#3,098332#-0,1179584#0,4064406#3,319266#0,003071658#0,8470072#3,094522#-0,04368666#0,4910952#3,546624#-0,06843899#0,6841034#3,093513#-0,06068595#0,7166318#3,519079#-0,2480854#0,6002844#3,258371#-0,1954609#0,3591078#3,344697#-0,1896941#0,2736762#3,338971#-0,1277826#0,2177639#3,341218#-0,2488276#0,2310361#3,32719#-0,3595855#-0,2222656#3,443737#-0,01884197#-0,1852909#3,248552#-0,5993379#-0,5814951#3,394189#0,2590294#-0,5296794#3,230272#-0,527366#-0,6254222#3,342671#0,3680712#-0,5363302#3,198998#0  
frame53 #-0,08742543#0,9121511#3,332417#-0,1756252#0,8009955#3,413854# -0,1140111#0,3906762#3,286325#0,1250015#0,8613529#3,153871#-0,08919962#0,4189562#3,3577#0,04975411#0,86629#3,150058#-0,01476525#0,5037962#3,585521#-0,00551115#0,7003396#3,126154#-0,03176454#0,7293327#3,557963#-0,2037039#0,6178426#3,264848#-0,1892609#0,3656842#3,343353#-0,1842167#0,2808021#3,334188#-0,1220673#0,2328616#3,318921#-0,2425557#0,2398671#3,327567#-0,3479971#-0,2075915#3,437338#-0,1191231#-0,1760454#3,318185#-0,5917429#-0,5873066#3,387012#0,2053666#-0,4761243#3,247401#-0,5146254#-0,6308246#3,342635#0,2824841#-0,5196422#3,203024#0 
frame54 #0,01429324#0,8788953#3,343165#-0,08213533#0,761182#3,421964# -0,0216532#0,3495725#3,291221#0,2088445#0,7999567#3,260417#0,003441244#0,3781751#3,36341#0,1335458#0,8048973#3,256602#0,07872459#0,4639827#3,593659#-0,04611139#0,6386093#3,272225#0,0617253#0,6895192#3,566074#-0,2606699#0,5868767#3,405007#-0,0812896#0,4022059#3,343516#-0,07540742#0,334375#3,317209#0,01805603#0,2775915#3,272411#-0,1664916#0,2402226#3,320124#-0,2432171#-0,1494568#3,389278#0,03768764#-0,2199084#3,271234#-0,5960904#-0,5798063#3,294249#0,3583526#-0,5308774#3,247327#-0,560366#-0,6249962#3,212869#0,394077#-0,5760673#3,165948#0  
frame55 #0,02427045#0,8654724#3,338293#-0,07215811#0,7477591#3,417097# -0,01223612#0,3355111#3,284748#0,2342372#0,7752156#3,307564#0,01299836#0,3642733#3,35734#0,1589137#0,7801577#3,303748#0,0887018#0,4505598#3,588795#-0,02069315#0,6181224#3,271605#0,07170251#0,6760963#3,561207#-0,2377849#0,5646505#3,401537#-0,05810116#0,3812712#3,336409#-0,04721862#0,3133899#3,305395#0,0372947#0,2653962#3,262957#-0,1230661#0,2130581#3,305593#-0,2339843#-0,1569336#3,383944#0,07216721#-0,2206184#3,264052#-0,5890951#-0,5803982#3,287704#0,3783707#-0,5478595#3,245862#-0,5536947#-0,6261504#3,206202#0,4137711#-0,5936118#3,16436#0  
frame56 #0,0905232#0,8517977#3,335332#-0,005905369#0,7340843#3,414143# 0,05401661#0,3218364#3,2818#0,3443612#0,7617211#3,330725#0,0792511#0,3505986#3,354392#0,2690137#0,7666648#3,326908#0,1549545#0,4368851#3,585845#0,09779081#0,6283919#3,228026#0,1379552#0,6624216#3,558252#-0,1244223#0,5686799#3,345216#-0,006869338#0,345941#3,332834#0,006502795#0,2739828#3,300714#0,08361065#0,2170679#3,254095#-0,06713565#0,2022499#3,311792#-0,206846#-0,1962019#3,370558#0,09573897#-0,2260232#3,260919#-0,4969472#-0,5303753#3,262421#0,3926897#-0,563802#3,246891#-0,4428385#-0,5745#3,190994#0,4467984#-0,6079267#3,175463#0  
frame57 #0,1147299#0,7567062#3,30372#0,01830138#0,6389928#3,382529# 0,2767043#0,8464166#3,417852#0,3085361#0,773846#3,421511#0,3179563#0,7579462#3,387217#0,2331744#0,7787907#3,417693#0,2900222#0,5361363#3,294197#0,1084717#0,6384801#3,269733#0,162162#0,5673301#3,526639#-0,1232844#0,5685443#3,349139#0,005030843#0,2917529#3,31479#0,01670977#0,2286764#3,28158#0,07970072#0,162689#3,248223#-0,04677549#0,1672319#3,279338#-0,2236482#-0,2376227#3,375486#-0,1705315#-0,1884902#3,348225#-0,5129345#-0,5722824#3,266902#0,19338#-0,4495027#3,278888#-0,4631998#-0,6166934#3,192311#0,2431148#-0,4939138#3,204297#0  
frame58 #0,1214418#0,8091593#3,374844#0,03605654#0,6555313#3,378843# 0,3477139#0,7719437#3,465018#0,3818893#0,7216337#3,377581#0,3693312#0,6922615#3,404611#0,3065335#0,726578#3,373763#0,2968987#0,4857857#3,299311#0,1073197#0,6461054#3,261456#0,1799172#0,5838686#3,522953#-0,116643#0,5547966#3,347776#0,02992088#0,2972323#3,317082#0,04444473#0,2328284#3,281715#0,12335#0,1702053#3,246987#-0,02665495#0,1635335#3,28096#-0,1799974#-0,2319548#3,370613#-0,1683602#-0,1879009#3,34361#-0,4674191#-0,5717292#3,257172#0,1957141#-0,4489224#3,27688#-0,4212815#-0,6162227#3,180698#0,2418517#-0,4934159#3,200407#0  
frame59 #0,1773144#0,7826564#3,366634#0,09383571#0,6268322#3,366814# 0,4914886#0,7492855#3,566383#0,3769625#0,6112325#3,470374#0,4869815#0,6749275#3,578433#0,3750271#0,5448381#3,392838#0,4716676#0,5052053#3,407595#0,2141318#0,5684596#3,215098#0,2376963#0,5551696#3,510924#-0,01084417#0,5310683#3,311034#0,09726052#0,2654308#3,298907#0,1184486#0,2020478#3,260366#0,1721701#0,1488842#3,242327#0,06330811#0,1450959#3,246548#-0,1715697#-0,1935003#3,329495#-0,1699126#-0,2597276#3,318554#-0,4407338#-0,4986954#3,204864#0,2174523#-0,4859183#3,264765#-0,383528#-0,5427077#3,136034#0,2746581#-0,5299306#3,195935#0  
frame60 #0,1855092#0,7829297#3,36423#0,108891#0,6240551#3,364494# 0,4965236#0,7193033#3,555679#0,06785461#0,52226#3,433837#0,4920226#0,6450441#3,567713#0,06592175#0,4559538#3,356404#0,47679#0,475003#3,39592#0,2403308#0,5620638#3,222203#0,2527516#0,5523924#3,508604#-0,002548234#0,5281378#3,307431#0,1047137#0,2620674#3,299278#0,1267624#0,1988268#3,259111#0,1854969#0,1439816#3,241686#0,07208459#0,1417736#3,244817#-0,1708998#-0,1935485#3,328721#-0,1627573#-0,2582325#3,316804#-0,3943355#-0,5817294#3,269145#0,2284714#-0,4766712#3,259895#-0,337743#-0,625723#3,199679#0,285064#-0,5206648#3,190429#0  
frame61 #0,1936674#0,7829738#3,363907#0,1235365#0,6209418#3,36514# 0,508015#0,6700422#3,572901#0,03967209#0,5069641#3,398173#0,5035193#0,5958719#3,584921#0,03774156#0,4407374#3,320833#0,4775024#0,4286673#3,411193#0,2085748#0,566973#3,197994#0,2673971#0,5492791#3,50925#0,009894#0,5273167#3,303011#0,1158684#0,2571939#3,299436#0,1389229#0,1941966#3,257836#0,1990794#0,1411849#3,241142#0,08308256#0,1352918#3,242645#-0,170675#-0,1937062#3,328328#-0,1612675#-0,2918188#3,322254#-0,3943264#-0,5816431#3,26919#0,2393594#-0,4909726#3,258073#-0,3369257#-0,6256289#3,200194#0,2967602#-0,5349584#3,189078#0  
frame62 #0,2062858#0,7836932#3,365187#0,1395773#0,6202368#3,368192# 0,5064023#0,6533968#3,56128#-0,1168597#0,2517306#3,65463#0,5019121#0,5793154#3,573285#-0,118788#0,1855832#3,577383#0,4781514#0,4111015#3,398578#-0,08057521#0,3432615#3,396057#0,2834379#0,548574#3,512302#0,0352869#0,5274521#3,292534#0,1242792#0,2542855#3,29933#0,1489357#0,1909969#3,257033#0,2075194#0,1390748#3,239709#0,09267013#0,1326567#3,242442#-0,1697333#-0,1942744#3,327616#-0,1585814#-0,2866304#3,319399#-0,3940749#-0,5817708#3,269188#0,2423827#-0,483497#3,248371#-0,3329777#-0,6255027#3,203055#0,3034799#-0,527229#3,182238#0  
frame63 #0,2298654#0,7946563#3,380729#0,1521978#0,6344883#3,379319# 0,4949179#0,6421186#3,547634#-0,1212472#0,2093558#3,595551#0,4904335#0,5681334#3,559624#-0,1231729#0,1432942#3,518404#0,4577881#0,4017563#3,38283#-0,07508747#0,3279489#3,362915#0,2960584#0,5628256#3,523428#0,04729112#0,5274869#3,288599#0,1337726#0,2547986#3,302452#0,1602964#0,190063#3,25851#0,2229975#0,139296#3,243538#0,1014792#0,1324799#3,24191#-0,1711372#-0,1948531#3,328795#-0,1512215#-0,2806042#3,315117#-0,286665#-0,5788049#3,24986#0,2475024#-0,4817536#3,243475#-0,2239304#-0,6225075#3,185014#0,310237#-0,5254562#3,17863#0  
frame64 #0,2391813#0,7771752#3,38872#0,1615857#0,615561#3,384899# 0,519418#0,1366857#3,472256#-0,1106038#0,03497548#3,423024#0,516088#0,1820218#3,399051#-0,101681#0,1020258#3,387492#0,4265349#0,3889759#3,335029#-0,0749126#0,3031769#3,294603#0,3054463#0,5438983#3,529009#0,0503575#0,5262396#3,287933#0,1332228#0,2441572#3,305294#0,1602794#0,1804069#3,258978#0,220789#0,1248243#3,244203#0,1009465#0,1265758#3,24077#-0,1668004#-0,2076855#3,337842#-0,1479364#-0,2613953#3,312174#-0,2883553#-0,5784039#3,242908#0,2443618#-0,4744988#3,241458#-0,2245664#-0,6221301#3,178732#0,3081508#-0,518225#3,177282#0  
frame65 #0,242267#0,7749472#3,391198#0,1638419#0,6131224#3,386549# 0,5230913#0,1392492#3,511703#-0,1036886#0,05242482#3,350946#0,4765652#0,1560963#3,454959#-0,09689344#0,1141279#3,324887#0,4211301#0,3747994#3,33987#-0,07650813#0,299237#3,260425#0,3077025#0,5414597#3,530659#0,05655266#0,5223619#3,285219#0,1326377#0,2409906#3,305867#0,1594494#0,1767427#3,259655#0,2186454#0,1215386#3,24501#0,1002971#0,1236729#3,240858#-0,1696163#-0,2063347#3,340559#-0,1500316#-0,2602407#3,310428#-0,2891476#-0,5783399#3,23972#0,2420416#-0,4736977#3,240321#-0,2242072#-0,6220155#3,176472#0,3069821#-0,5173733#3,177073#0  
frame66 #0,2436306#0,7737248#3,391705#0,1637946#0,6123447#3,387798# 0,4799159#0,1371025#3,348173#-0,09237894#0,07265141#3,301633#0,4730847#0,1919453#3,262619#-0,09029821#0,1334879#3,271948#0,4130099#0,3786719#3,328692#-0,08405603#0,3159972#3,196615#0,3076552#0,540682#3,531907#0,06001769#0,5256739#3,284384#0,127144#0,2357671#3,307317#0,1522574#0,1691634#3,261168#0,2077139#0,1125308#3,246398#0,09442218#0,1196766#3,242514#-0,1716549#-0,2064134#3,340958#-0,1572242#-0,2571786#3,307889#-0,2883777#-0,5802136#3,237298#0,2350961#-0,4704043#3,239983#-0,2227597#-0,6236519#3,175161#0,300714#-0,5138426#3,177846#0  
frame67 #0,2476128#0,7785889#3,394232#0,1654506#0,6192713#3,395812# 0,401324#0,09138027#3,353354#-0,09304514#0,08599243#3,292477#0,4221966#0,1497796#3,310634#-0,08864269#0,1461435#3,255059#0,3861199#0,408424#3,304884#-0,07543533#0,3265968#3,156527#0,3093112#0,5476087#3,539921#0,06335718#0,527294#3,278516#0,1264478#0,2376404#3,310158#0,1523189#0,1705429#3,264164#0,208127#0,1152254#3,251181#0,09406979#0,1204635#3,244177#-0,1982758#-0,208198#3,333656#-0,165361#-0,2571378#3,307037#-0,2890794#-0,5800752#3,23647#0,2287843#-0,4672233#3,240394#-0,2215632#-0,6234524#3,176095#0,2963006#-0,5106005#3,18002#0  
frame68 #0,2363567#0,7735887#3,388868#0,1547124#0,6126117#3,390377# 0,3626347#0,1658699#3,183249#-0,08344613#0,1333773#3,184796#0,383529#0,2243299#3,140485#-0,08409561#0,1930245#3,158795#0,3459036#0,4195184#3,277783#-0,08604407#0,3719662#3,09454#0,2985729#0,5409489#3,534486#0,06871197#0,53373#3,261664#0,1207775#0,2299467#3,305534#0,149539#0,1617623#3,261483#0,2028634#0,1099985#3,248819#0,09403317#0,115817#3,2426#-0,1932487#-0,218841#3,348519#-0,178742#-0,2527833#3,309339#-0,3273619#-0,5678486#3,220154#0,2201821#-0,4526665#3,237205#-0,2557163#-0,6111451#3,163833#0,2918277#-0,495963#3,180884#0 
