frame1 #-0,2561446#0,8740786#3,200619#-0,2395385#0,6774978#3,256651# -0,3932871#0,4977993#2,887446#-0,2184921#0,4869379#3,144893#-0,2889219#0,513905#2,876541#-0,2856998#0,447411#3,153721#-0,113653#0,5153252#2,952608#-0,4463183#0,375153#3,34709#-0,09273662#0,5079513#3,216035#-0,3892806#0,5322286#3,263856#-0,2275745#0,3220029#3,271141#-0,2325382#0,2553827#3,229397#-0,1646877#0,181896#3,209094#-0,2981325#0,1928208#3,23663#0,06033834#-0,2478883#3,216926#-0,5238394#-0,2451009#3,215831#0,1887262#-0,5682272#3,242358#-0,602158#-0,5813996#3,196786#0,1766316#-0,6095624#3,164268#-0,6142526#-0,6227348#3,118696#1  
frame35 #0,005511132#0,8155546#3,246556#-0,04071113#0,6212791#3,259852# 0,2434475#0,8046053#3,050924#-0,02223275#0,5924079#2,929261#0,2637665#0,7144283#3,057629#-0,04219479#0,5276382#2,939214#0,2482438#0,5177432#3,149147#-0,1862447#0,3270453#3,02373#0,11179#0,5360033#3,308378#-0,2054928#0,4982582#3,158688#-0,06683839#0,3132297#3,266879#-0,05975823#0,2513057#3,244903#0,002556541#0,1665679#3,271897#-0,1262959#0,1706534#3,207085#0,1814372#-0,2261595#3,267055#-0,386323#-0,279002#3,224139#0,2293425#-0,5904678#3,259543#-0,6550575#-0,5987039#3,204387#0,2814736#-0,6533707#3,249986#-0,6923987#-0,6577479#3,156398#1  
frame36 #0,01560527#0,8144778#3,248317#-0,03608176#0,6223021#3,258834# 0,3376137#0,7707121#3,090302#0,006012887#0,479946#2,991785#0,3362604#0,6885483#3,084369#-0,01384312#0,4155203#3,001686#0,2786447#0,4775315#3,176753#-0,1813618#0,3248228#3,01662#0,1326304#0,5192245#3,317698#-0,1733197#0,4896175#3,150766#-0,05919719#0,3050522#3,267041#-0,04932911#0,2410467#3,245934#0,007489914#0,1583928#3,272596#-0,1121825#0,1657363#3,209314#0,1934687#-0,2312105#3,270207#-0,3315383#-0,2532672#3,227318#0,2303627#-0,5917619#3,264633#-0,6169502#-0,5568427#3,204634#0,2817384#-0,6531982#3,249896#-0,5795727#-0,5965131#3,139002#1  
frame37 #0,04065178#0,808745#3,267122#-0,02065153#0,6171755#3,266095# 0,4272859#0,7392312#3,093928#0,03442364#0,4063599#2,972281#0,4185471#0,6785196#3,123324#0,01460303#0,342049#2,982164#0,3209259#0,4470387#3,189977#-0,1732381#0,3266768#3,018163#0,1471914#0,5077173#3,318615#-0,1369127#0,4835619#3,149168#-0,04844696#0,2959305#3,270673#-0,03858871#0,2325955#3,248542#0,01345704#0,1505677#3,27504#-0,09793416#0,1622879#3,210177#0,2033653#-0,2388174#3,273145#-0,3305025#-0,2537312#3,228235#0,2375448#-0,579483#3,267853#-0,6166489#-0,558055#3,214697#0,2853466#-0,6540456#3,255404#-0,6714417#-0,6283899#3,173437#1  
frame38 #0,05401098#0,8003474#3,280688#-0,01129385#0,616134#3,268066# 0,5100243#0,6789143#3,131522#0,1156437#0,305871#3,012419#0,4763079#0,5479088#3,145316#0,02861215#0,2923682#2,985392#0,33757#0,4241498#3,193952#-0,1561408#0,3292808#3,016549#0,1596959#0,4994372#3,329463#-0,1197971#0,4824522#3,147597#-0,03429112#0,2948387#3,275348#-0,02191892#0,2317485#3,254343#0,02671043#0,1493693#3,284488#-0,07218403#0,1615839#3,21354#0,2089779#-0,2412218#3,276422#-0,3282445#-0,2553094#3,229171#0,2457805#-0,5702323#3,270401#-0,6201567#-0,5558175#3,210241#0,2887482#-0,6100346#3,207434#-0,665027#-0,6247068#3,155274#1  
frame39 #0,09215575#0,7642536#3,291398#0,002826388#0,6051967#3,272719# 0,5008634#0,4881604#3,153159#0,1564393#0,2394884#3,024055#0,4962604#0,4616333#3,129624#0,09147438#0,2521793#3,037472#0,3470669#0,3983638#3,238606#-0,1113688#0,3196069#3,014062#0,1836796#0,4722039#3,344067#-0,09981988#0,4782004#3,140732#-0,02525408#0,285408#3,278102#-0,01256516#0,2226328#3,257112#0,03388132#0,1400399#3,287032#-0,06461158#0,1557095#3,215644#0,2156578#-0,2396023#3,280061#-0,3239181#-0,2537583#3,228764#0,252899#-0,5710011#3,270497#-0,6144929#-0,5540029#3,209852#0,2989387#-0,6108455#3,209696#-0,5684532#-0,5938473#3,149051#1  
frame40 #0,09275997#0,7660617#3,289063#0,01389546#0,6029313#3,275605# 0,5931137#0,4776135#3,158917#0,1931015#0,182944#3,027897#0,5170805#0,4276291#3,175925#0,1155164#0,1943197#3,029288#0,3462895#0,3928244#3,258443#-0,06432937#0,2896182#3,014563#0,1873622#0,4718215#3,345708#-0,08840333#0,4757158#3,13894#-0,01367319#0,2752011#3,280348#0,0001028101#0,2103817#3,25922#0,04440812#0,128998#3,287886#-0,05132029#0,1457673#3,218962#0,2236792#-0,2410552#3,284092#-0,2448796#-0,2026972#3,216585#0,2520837#-0,5703647#3,267184#-0,54896#-0,4924867#3,204105#0,2995898#-0,6102368#3,207177#-0,5014538#-0,5323589#3,144099#1  
frame41 #0,09712248#0,7692667#3,287791#0,03100839#0,6024524#3,279474# 0,6769396#0,4703073#3,166582#0,2182302#0,1399647#3,036278#0,6016186#0,4174087#3,181785#0,1287475#0,1646205#3,045636#0,3660862#0,3828004#3,276027#-0,06817231#0,3097772#3,023337#0,1912824#0,471523#3,347713#-0,0711026#0,4735129#3,13894#-0,0005945005#0,265202#3,285844#0,01327633#0,198023#3,265649#0,0556846#0,1204658#3,293186#-0,0378373#0,1358541#3,227617#0,2276311#-0,2402621#3,285051#-0,2444147#-0,2024054#3,216141#0,24424#-0,5705742#3,263229#-0,54922#-0,493493#3,210917#0,2900534#-0,6522154#3,250524#-0,4998887#-0,5337976#3,152152#1  
frame42 #0,1101364#0,7800815#3,304375#0,05321711#0,5943476#3,284582# 0,6776075#0,4199229#3,194062#0,1792067#0,1024337#3,063262#0,6146575#0,3883428#3,221586#0,1079035#0,1433295#3,05282#0,373827#0,3633676#3,289999#-0,03325806#0,2593511#3,033954#0,2053012#0,466118#3,35621#-0,05619686#0,4695507#3,141759#0,01296761#0,251957#3,290329#0,02546398#0,1836055#3,270208#0,06847463#0,1059505#3,299414#-0,0272472#0,1223374#3,231251#0,2399724#-0,247261#3,284214#-0,3056069#-0,2642794#3,214325#0,2508192#-0,5728877#3,265308#-0,6189431#-0,5475487#3,220957#0,2900943#-0,6487969#3,248733#-0,6750559#-0,6215441#3,181369#1  
frame43 #0,1233011#0,7653094#3,308608#0,0565413#0,5916622#3,287432# 0,6780336#0,4189653#3,194544#0,1434191#0,09744318#3,075102#0,6214907#0,3827208#3,226125#0,09632947#0,142477#3,051458#0,3838426#0,3542092#3,297031#-0,06111326#0,2638107#3,042423#0,2167655#0,4561546#3,370883#-0,05024629#0,4650853#3,141671#0,01632262#0,2458429#3,292243#0,02940196#0,1767783#3,272106#0,07366876#0,09625518#3,30108#-0,02421166#0,1175244#3,232989#0,2450236#-0,2554404#3,284771#-0,3029836#-0,2627135#3,21348#0,2509244#-0,5728993#3,265959#-0,6139318#-0,5491163#3,220794#0,2903115#-0,6483732#3,248607#-0,6732408#-0,6220206#3,182562#1  
frame44 #0,1230858#0,7696711#3,308037#0,0597522#0,5907758#3,291265# 0,6805242#0,4094414#3,201447#0,1442354#0,09831415#3,075803#0,6219274#0,3796124#3,225962#0,0949316#0,1413286#3,053471#0,3893098#0,3499318#3,298298#-0,06918427#0,2589183#3,054425#0,2194493#0,4555555#3,372223#-0,04720122#0,4636313#3,142886#0,01788091#0,2446825#3,293182#0,0311943#0,1757458#3,272226#0,07568081#0,09560236#3,299907#-0,0224526#0,1164583#3,233634#0,2463682#-0,254858#3,285943#-0,2924832#-0,2505231#3,208607#0,2488123#-0,5786605#3,267978#-0,6020201#-0,5387178#3,219185#0,2899323#-0,6483796#3,247774#-0,5493096#-0,5801279#3,161143#1  
frame45 #0,1220857#0,7499104#3,307904#0,06739616#0,5118908#3,291297# 0,6823494#0,4058726#3,20508#0,1441093#0,1005678#3,072583#0,6232087#0,3761579#3,224902#0,09245652#0,1411911#3,051703#0,3912773#0,3477751#3,299804#-0,06813466#0,2623242#3,051484#0,2215169#0,4508759#3,374555#-0,04351881#0,4615962#3,144065#0,02326536#0,2258446#3,294971#0,03526185#0,1667279#3,273458#0,07599575#0,09033351#3,298688#-0,01357529#0,1051604#3,238505#0,2474411#-0,257565#3,286575#-0,2926077#-0,253516#3,208271#0,2483516#-0,5795975#3,267334#-0,6035243#-0,5407593#3,219354#0,2898347#-0,6488063#3,24419#-0,6652984#-0,6144692#3,183996#1  
frame46 #0,1263585#0,7527635#3,309237#0,06793056#0,5143379#3,291918# 0,6831558#0,4042901#3,205667#0,1550344#0,09201363#3,073339#0,623018#0,3742806#3,225251#0,1016574#0,1304013#3,053222#0,3919239#0,3470604#3,300751#-0,03189397#0,2551815#3,040248#0,2229513#0,4491019#3,37688#-0,0409514#0,4613214#3,144871#0,02384702#0,2239684#3,295696#0,0367346#0,164005#3,274276#0,07679007#0,08695616#3,299091#-0,01238524#0,1038144#3,239137#0,249386#-0,2584622#3,286781#-0,2912714#-0,2562034#3,208123#0,2481921#-0,5796968#3,267226#-0,6045161#-0,5413859#3,21985#0,2895354#-0,6487761#3,244493#-0,6659564#-0,6157123#3,183808#1  
frame47 #0,1287474#0,7598441#3,308381#0,06715734#0,5209583#3,290435# 0,6837109#0,4057852#3,211856#0,1880991#0,1197917#3,055267#0,6227813#0,3745514#3,225704#0,09805417#0,1433848#3,052953#0,3932134#0,3455648#3,301157#-0,05915343#0,271808#3,047244#0,2268168#0,4460572#3,380542#-0,0399155#0,4607525#3,145157#0,02422644#0,223345#3,295151#0,03783212#0,1628236#3,273388#0,07888111#0,08453652#3,296705#-0,01183969#0,1034258#3,238891#0,2504458#-0,2596491#3,286995#-0,2906865#-0,2569567#3,207789#0,2479931#-0,5805261#3,266361#-0,6049217#-0,5415298#3,219867#0,2895765#-0,6490301#3,244118#-0,6662742#-0,6165656#3,183875#1  
frame48 #0,132121#0,7753866#3,307705#0,06966243#0,5868486#3,302093# 0,6835102#0,4061636#3,208593#0,3203211#0,1121677#3,057142#0,6249866#0,3756514#3,229178#0,2068656#0,1304545#3,04353#0,3931949#0,345524#3,301214#-0,01410708#0,2448692#3,0416#0,227301#0,4461003#3,380686#-0,03976456#0,4601945#3,145662#0,02331739#0,2253527#3,296868#0,03781804#0,1628716#3,273553#0,07923611#0,08439294#3,29687#-0,01289435#0,1041013#3,239003#0,2523311#-0,257751#3,286334#-0,290631#-0,2568339#3,207812#0,2469886#-0,5816057#3,26801#-0,6050251#-0,541693#3,220122#0,2917364#-0,6485233#3,243142#-0,6661137#-0,617022#3,182909#1  
frame49 #0,1392075#0,7578399#3,305969#0,06267564#0,5234896#3,294995# 0,6858011#0,4066753#3,205809#0,2057454#0,0961188#3,04612#0,6288909#0,3803675#3,236416#0,1179006#0,1273369#3,04704#0,3931966#0,3455292#3,301246#-0,01870719#0,2491928#3,040191#0,2302933#0,4465748#3,381665#-0,03972261#0,4599276#3,1464#0,02328015#0,2230214#3,298553#0,03817425#0,1610321#3,275126#0,07971062#0,08252626#3,297432#-0,01246938#0,1013708#3,242715#0,2524426#-0,2580052#3,286296#-0,2906332#-0,2571413#3,207885#0,2472946#-0,5818257#3,267959#-0,6117561#-0,5344501#3,223125#0,2931647#-0,649031#3,241064#-0,6633034#-0,6110289#3,174212#1  
frame50 #0,138048#0,7598081#3,305661#0,06589188#0,5832204#3,304605# 0,6871521#0,4161633#3,210055#0,1835238#0,1318161#3,050486#0,6291245#0,380897#3,236266#0,09243808#0,151897#3,045317#0,3937216#0,3458318#3,301715#-0,04733244#0,2688658#3,034215#0,2303983#0,4474413#3,383054#-0,04001112#0,4598976#3,146927#0,02208886#0,2239933#3,299604#0,03806432#0,1610437#3,275152#0,08016099#0,08238795#3,297137#-0,01425885#0,102032#3,2421#0,2524273#-0,2571489#3,285733#-0,2921956#-0,2589854#3,208465#0,2476237#-0,5825934#3,267643#-0,5949772#-0,5586165#3,213131#0,2931688#-0,648994#3,241098#-0,6633867#-0,6257023#3,17134#1  
frame51 #0,1334152#0,732174#3,302974#0,06451831#0,5252821#3,303062# 0,6804836#0,4122123#3,196523#0,1874698#0,1321454#3,050967#0,6280753#0,383596#3,232765#0,09628172#0,1519217#3,048398#0,3932384#0,346034#3,301473#-0,04449224#0,2668526#3,035222#0,2299489#0,4483828#3,383454#-0,04014569#0,4598763#3,147092#0,02092798#0,2216017#3,301223#0,03758286#0,1594654#3,275878#0,07939418#0,08099598#3,297167#-0,01442426#0,1010742#3,242884#0,2523854#-0,2565817#3,285393#-0,2933531#-0,2598644#3,208729#0,2458974#-0,5833167#3,266842#-0,6152475#-0,5380578#3,222744#0,2933285#-0,6489316#3,241116#-0,6685326#-0,6156837#3,176206#1  
frame52 #0,1309688#0,753394#3,302628#0,06162121#0,5884376#3,304308# 0,6866778#0,4161536#3,193786#0,1864958#0,1336891#3,052184#0,6278487#0,3850263#3,232569#0,09513527#0,1535458#3,049201#0,3924086#0,3461742#3,301182#-0,07478871#0,2590952#3,056733#0,2299917#0,4520594#3,387662#-0,04072128#0,4600008#3,148099#0,01904164#0,2254067#3,302634#0,03693849#0,160425#3,276305#0,07962961#0,08113627#3,298963#-0,01659346#0,1018563#3,241329#0,2524485#-0,2553467#3,283771#-0,2939646#-0,2600675#3,208725#0,2464581#-0,5830383#3,266665#-0,6124704#-0,542717#3,22242#0,2937298#-0,6489412#3,242102#-0,6700374#-0,6201172#3,179831#1  
frame53 #0,1299251#0,7541487#3,302861#0,06137965#0,5883089#3,304407# 0,6839833#0,4190097#3,194506#0,1836501#0,1234583#3,060329#0,6278794#0,3882169#3,231784#0,09553093#0,1539657#3,05112#0,3922088#0,3465209#3,300854#-0,07725256#0,257176#3,060035#0,2281273#0,4527093#3,388327#-0,04185367#0,4593118#3,149084#0,01757489#0,2272553#3,303508#0,03628165#0,1611173#3,276484#0,07946764#0,08133747#3,300184#-0,01798873#0,1022894#3,239712#0,2521235#-0,2541147#3,283702#-0,2942746#-0,2601744#3,208793#0,2465214#-0,5830013#3,266472#-0,6027067#-0,5574524#3,200061#0,2939597#-0,648707#3,241864#-0,547164#-0,5996442#3,140832#1  
frame54 #0,1144175#0,7729789#3,300321#0,05964135#0,5877722#3,300827# 0,6824878#0,4200314#3,19485#0,171345#0,1299186#3,041487#0,6253146#0,39157#3,229168#0,1181817#0,1709592#3,057401#0,3885689#0,3485395#3,299553#-0,08418831#0,3068891#3,029496#0,2274199#0,4523039#3,38793#-0,04360102#0,4587055#3,149216#0,01481889#0,2297886#3,30319#0,03360017#0,1626346#3,276245#0,07831012#0,08196877#3,30163#-0,02294887#0,1023488#3,237471#0,2511358#-0,2525185#3,282557#-0,3094716#-0,2742113#3,213233#0,2472244#-0,5831013#3,266819#-0,6242865#-0,5642251#3,216922#0,2941408#-0,6488542#3,241386#-0,6791883#-0,6331143#3,158639#1  
frame55 #0,1119336#0,7800097#3,299716#0,0581808#0,5900993#3,299088# 0,6837896#0,4226894#3,18902#0,1455453#0,1139522#3,043174#0,6216381#0,3913791#3,221613#0,09410292#0,1562505#3,06081#0,3889035#0,3489384#3,297991#-0,08132377#0,3046716#3,035422#0,2229539#0,4536794#3,389755#-0,04583158#0,4601465#3,150178#0,01208572#0,2325746#3,302319#0,03116215#0,1642397#3,275519#0,07673933#0,08309036#3,302155#-0,02565081#0,1035297#3,235726#0,2504761#-0,250063#3,282248#-0,3049668#-0,2676026#3,211572#0,2471166#-0,5831289#3,26699#-0,6161631#-0,5616554#3,220429#0,2933693#-0,6485148#3,24098#-0,5603495#-0,6042891#3,161199#1  
frame56 #0,1184794#0,7734339#3,304549#0,05507177#0,5896246#3,300819# 0,6522753#0,4143285#3,195126#0,145473#0,1136791#3,043347#0,5736046#0,3760886#3,228026#0,09389599#0,1560882#3,06103#0,3892829#0,3494712#3,295902#-0,08053021#0,3027067#3,039168#0,2192531#0,4528133#3,387945#-0,05259457#0,4619977#3,151073#0,009717079#0,2341641#3,303483#0,02873054#0,1658699#3,275888#0,0755764#0,08374914#3,303131#-0,02852041#0,1043986#3,234693#0,2495173#-0,2483363#3,28226#-0,2958872#-0,2529567#3,209747#0,2458628#-0,5888678#3,266987#-0,6105665#-0,5421225#3,230283#0,2936285#-0,6485102#3,240978#-0,6734049#-0,6206263#3,196802#1  
frame57 #0,1158488#0,7780648#3,297079#0,05157456#0,5913059#3,301698# 0,651088#0,4152086#3,193739#0,1687981#0,1177944#3,056451#0,5706772#0,377953#3,224825#0,09387492#0,1560243#3,061166#0,3873157#0,3501873#3,291407#-0,08597478#0,2948284#3,046889#0,2186809#0,4526164#3,386613#-0,05487003#0,4633887#3,15203#0,007711751#0,2350316#3,303994#0,02700066#0,1665004#3,275736#0,07477298#0,08396367#3,303168#-0,03031667#0,1046022#3,234234#0,2491283#-0,2468448#3,28207#-0,2970647#-0,2555164#3,210355#0,2481635#-0,5939823#3,26954#-0,6102146#-0,5476424#3,226996#0,2991315#-0,6525376#3,257437#-0,5551738#-0,5902766#3,166357#1  
frame58 #0,1025897#0,7932414#3,287939#0,04639604#0,5929813#3,298556# 0,6398641#0,415328#3,193341#0,186357#0,1423807#3,048977#0,5570325#0,3792042#3,21997#0,1225279#0,1618165#3,068895#0,3856427#0,3507725#3,287948#-0,08784844#0,2844626#3,050413#0,2089229#0,455175#3,381973#-0,05674185#0,464301#3,151596#0,003876815#0,2361536#3,302527#0,02361631#0,1671368#3,274418#0,07201287#0,08489019#3,303184#-0,03349083#0,1051064#3,232122#0,248377#-0,2456641#3,282025#-0,3004401#-0,2586868#3,211209#0,2470688#-0,5936906#3,26924#-0,614857#-0,5500717#3,227755#0,2965474#-0,6533084#3,255299#-0,6774724#-0,6180782#3,174865#1  
frame59 #0,09554772#0,794334#3,281349#0,04235479#0,5929475#3,297499# 0,6365708#0,4178073#3,191658#0,1864949#0,1412512#3,045408#0,5529848#0,3795918#3,214004#0,1212068#0,1586509#3,063359#0,3834292#0,3517216#3,285724#-0,08924933#0,2819962#3,049692#0,2064652#0,4554474#3,37891#-0,06515203#0,4654472#3,14789#0,001055641#0,2376731#3,301241#0,02085174#0,1689041#3,272531#0,07073258#0,08569884#3,302351#-0,03698523#0,1061701#3,228947#0,2491245#-0,2461512#3,27896#-0,3030353#-0,260633#3,211302#0,2466497#-0,5937966#3,269093#-0,6152405#-0,558988#3,194168#0,2959787#-0,6532446#3,254859#-0,5603671#-0,6015857#3,133224#1  
frame60 #0,09395809#0,7920725#3,274906#0,03797176#0,5926621#3,295396# 0,6303357#0,4177441#3,192325#0,1844346#0,1376644#3,039379#0,5457847#0,3795861#3,212757#0,1183522#0,1535693#3,056963#0,3718425#0,3540859#3,284858#-0,0906111#0,2800786#3,049213#0,2042694#0,455443#3,376536#-0,06727138#0,4649535#3,146647#6,253086E-05#0,2377286#3,300301#0,02024131#0,1690377#3,271567#0,07065206#0,08599854#3,301901#-0,037566#0,1056941#3,227521#0,2493183#-0,2455557#3,278244#-0,3000632#-0,2541845#3,208974#0,2472085#-0,5934775#3,268142#-0,6078068#-0,555771#3,221142#0,2956828#-0,6537901#3,254637#-0,6728764#-0,6271788#3,176867#1  
frame61 #0,08851431#0,792695#3,267499#0,03580273#0,5937849#3,294469# 0,6262398#0,4188357#3,190317#0,2032086#0,1325482#3,042754#0,5412253#0,3795406#3,209311#0,1173405#0,1547963#3,054839#0,3708809#0,3546611#3,283986#-0,09232631#0,2799625#3,048989#0,2016679#0,4577535#3,372925#-0,07314517#0,4654473#3,143686#-0,00153905#0,239522#3,299709#0,01870724#0,17084#3,270767#0,07009003#0,08742386#3,301657#-0,03938727#0,106415#3,226403#0,2490525#-0,2454466#3,276163#-0,2995221#-0,2519975#3,20796#0,2395277#-0,5854313#3,26505#-0,6077635#-0,5553519#3,209204#0,2893954#-0,6536411#3,257476#-0,5535184#-0,5977889#3,147764#1  
frame62 #0,08597989#0,7917413#3,266856#0,03362689#0,5946702#3,293214# 0,6296217#0,4228426#3,182219#0,210324#0,1444621#3,043052#0,5451869#0,3806362#3,197853#0,1152356#0,151893#3,050669#0,3720207#0,3557445#3,282819#-0,09361882#0,2785767#3,048617#0,1985348#0,4591456#3,370226#-0,07923689#0,4664508#3,140969#-0,002711099#0,2403556#3,298796#0,01764042#0,1716544#3,269724#0,06944211#0,08828227#3,300775#-0,04035001#0,1065307#3,225418#0,2484466#-0,2448469#3,272926#-0,3052696#-0,2572068#3,207615#0,2394754#-0,5854234#3,265019#-0,617461#-0,5585163#3,198475#0,2880701#-0,6531734#3,255268#-0,6752537#-0,6337859#3,151076#1  
frame63 #0,08325607#0,7908803#3,267946#0,02756179#0,5946903#3,289961# 0,6290235#0,4249858#3,180127#0,2195387#0,1339665#3,03511#0,545126#0,3812537#3,197848#0,1106492#0,1452345#3,049193#0,3710536#0,3570147#3,282106#-0,09454887#0,277526#3,048321#0,1960701#0,4590397#3,36604#-0,08447179#0,4650909#3,138051#-0,00518549#0,2408568#3,295805#0,01551898#0,1724399#3,266475#0,06845224#0,08879454#3,297642#-0,04253034#0,1066066#3,221955#0,2469166#-0,2435105#3,272229#-0,2439854#-0,2052022#3,197856#0,2378619#-0,579645#3,266059#-0,5590749#-0,5017717#3,217644#0,2886166#-0,6525825#3,253937#-0,5055036#-0,5440993#3,155366#1  
frame64 #0,08108713#0,7911785#3,266994#0,02707482#0,5959383#3,290185# 0,6316641#0,4281657#3,178607#0,2166204#0,1330031#3,037407#0,5464579#0,385518#3,195302#0,1089008#0,1449722#3,049263#0,3701926#0,3588293#3,279145#-0,09616657#0,2770865#3,047967#0,194896#0,4606009#3,360236#-0,08539177#0,4655307#3,138082#-0,005898293#0,241696#3,295904#0,01447584#0,1732329#3,266093#0,06734727#0,08994621#3,296963#-0,04360573#0,1069279#3,221634#0,2453526#-0,2426297#3,270374#-0,3195313#-0,2679986#3,207058#0,2370554#-0,5784282#3,265059#-0,628011#-0,5742995#3,209965#0,2884134#-0,6525047#3,253139#-0,5753052#-0,616575#3,147108#1  
frame65 #0,07118682#0,7915932#3,268449#0,02552982#0,5960079#3,289426# 0,6323614#0,4297071#3,173311#0,1522969#0,1599665#3,046602#0,5463964#0,3878132#3,189915#0,07681247#0,153124#3,055149#0,3661973#0,3595598#3,275023#-0,09767975#0,2737999#3,045813#0,1939703#0,460609#3,356888#-0,08815357#0,4660287#3,137097#-0,008667395#0,2421383#3,293943#0,01146187#0,1738616#3,263304#0,06479306#0,08965804#3,293912#-0,04749451#0,1076402#3,218179#0,2443841#-0,2410234#3,269149#-0,3151963#-0,2654681#3,206333#0,2366531#-0,5775607#3,264642#-0,6278394#-0,553024#3,235913#0,288309#-0,6524829#3,252877#-0,6762602#-0,6257705#3,174886#1  
frame66 #0,06664839#0,7927309#3,267641#0,02378157#0,5964283#3,288243# 0,6280007#0,4308185#3,160358#0,1824287#0,1418063#3,061821#0,5447545#0,3880685#3,185951#0,1130017#0,1581424#3,054391#0,3653706#0,3615924#3,270784#-0,105013#0,2669222#3,052616#0,1929767#0,4612943#3,356791#-0,08932339#0,4664972#3,137532#-0,01062756#0,2427102#3,292585#0,009727416#0,1745018#3,26159#0,063269#0,09026994#3,292594#-0,04921501#0,1077581#3,21594#0,2436348#-0,2413049#3,267461#-0,3152359#-0,2654284#3,206308#0,2362115#-0,577307#3,263168#-0,628261#-0,5675366#3,21231#0,2872549#-0,6524866#3,25108#-0,6872144#-0,6462914#3,171393#1  
frame67 #0,0572866#0,7915134#3,255868#0,01908873#0,5962917#3,286421# 0,6211663#0,4354225#3,157394#0,1827078#0,1387896#3,055969#0,5402323#0,3881061#3,183396#0,1130439#0,1564184#3,05329#0,3641891#0,3615756#3,265018#-0,1042225#0,2664247#3,050797#0,1923533#0,461511#3,355383#-0,09036109#0,4661477#3,137276#-0,01408191#0,2431116#3,290417#0,006678486#0,1751965#3,258913#0,06055792#0,09020641#3,290233#-0,05199923#0,1082302#3,212563#0,2435805#-0,241239#3,266948#-0,3120649#-0,2639061#3,206404#0,2362642#-0,5777587#3,262573#-0,6225829#-0,568378#3,218327#0,2863215#-0,6522404#3,250719#-0,6847203#-0,6434659#3,17512#1  
frame68 #0,05497793#0,7890161#3,253532#0,01830441#0,5963721#3,285621# 0,5948492#0,4152759#3,153403#0,1818014#0,135327#3,05055#0,5346334#0,3869684#3,180549#0,1122449#0,1533827#3,050389#0,3613837#0,3626149#3,26261#-0,1037928#0,2654818#3,047481#0,1919114#0,4624895#3,354407#-0,09607591#0,4634703#3,132837#-0,02131341#0,2446695#3,285706#-0,001811873#0,17734#3,251999#0,05044975#0,08975717#3,280611#-0,0635094#0,1123208#3,204661#0,243408#-0,2423677#3,265424#-0,3122533#-0,2639904#3,206265#0,2359144#-0,575807#3,260093#-0,6258072#-0,5586322#3,224713#0,2916923#-0,6567256#3,26417#-0,6819128#-0,6374569#3,179151#1  
frame69 #0,05365969#0,7891494#3,251015#0,01647013#0,5962793#3,282289# 0,6088079#0,4351839#3,153#0,1714938#0,1341063#3,053111#0,5281183#0,386912#3,178079#0,09820428#0,1498701#3,04833#0,3582915#0,3646581#3,258152#-0,1031433#0,2609094#3,043753#0,1848832#0,4632818#3,348763#-0,09945147#0,4615456#3,13114#-0,02216236#0,2444172#3,284521#-0,002012811#0,1770462#3,250623#0,05037268#0,08982816#3,280105#-0,06301393#0,1113861#3,203017#0,2433172#-0,2422557#3,263623#-0,3127053#-0,2641189#3,206024#0,2358162#-0,5749314#3,256298#-0,6267087#-0,566203#3,214165#0,2871173#-0,6545569#3,254306#-0,6871794#-0,6452368#3,17516#1  
