frame1 #-0,04132663#1,06357#3,582769#-0,0268677#0,8308342#3,59693# 0,194803#0,09791344#3,512487#-0,2618257#0,1202277#3,440698#0,1995091#0,1978564#3,538466#-0,2830451#0,1955633#3,480441#0,2071454#0,4266872#3,61712#-0,2894341#0,4340899#3,583402#0,1360694#0,6933107#3,579957#-0,2018796#0,6927453#3,588638#-0,02783082#0,4542511#3,613933#-0,0296383#0,386336#3,558405#0,04592931#0,3109131#3,546942#-0,1061477#0,3106586#3,551965#0,06086573#-0,2336216#3,587053#-0,1260455#-0,2081712#3,58835#0,04527536#-0,5604255#3,629375#-0,07824803#-0,57221#3,622613#0,05891951#-0,6159682#3,560698#-0,09609072#-0,6293403#3,594657#0  
frame2 #-0,04172791#1,065184#3,584531#-0,02679776#0,8310794#3,597235# 0,2024545#0,07503034#3,527884#-0,2815333#0,08165397#3,480518#0,2066324#0,1536761#3,567707#-0,2857904#0,17326#3,500921#0,2044747#0,426158#3,622683#-0,2817116#0,4294476#3,589035#0,1361692#0,6933902#3,580995#-0,2012099#0,6926486#3,587089#-0,02828043#0,4537865#3,614531#-0,02975545#0,3854034#3,559142#0,04569124#0,3100657#3,547942#-0,1062246#0,3097974#3,552655#0,06089725#-0,2287438#3,584874#-0,1251763#-0,208768#3,588049#0,04769719#-0,5574503#3,630572#-0,07822261#-0,572326#3,622813#0,06104011#-0,6131039#3,562311#-0,09413467#-0,62991#3,59514#0  
frame3 #-0,04381064#1,032717#3,594978#-0,02803617#0,8323717#3,596017# 0,2075643#0,07148343#3,595926#-0,2920922#0,06077394#3,526081#0,1973014#0,1874035#3,603763#-0,286405#0,1616365#3,514884#0,2009057#0,4265826#3,62865#-0,2701164#0,4153382#3,58836#0,1356201#0,6931344#3,580798#-0,2003887#0,6921303#3,586515#-0,02856091#0,4534694#3,614484#-0,02994141#0,3844585#3,559342#0,04535773#0,3095568#3,548421#-0,1060445#0,3092715#3,552919#0,06070862#-0,230321#3,585626#-0,1250566#-0,2098164#3,588369#0,0467459#-0,5587752#3,629165#-0,07797932#-0,5732714#3,622945#0,06251194#-0,6209356#3,554235#-0,09480061#-0,637688#3,593254#0 
frame4 #-0,04241744#1,025721#3,596781#-0,02803038#0,8323836#3,596045# 0,2060439#0,0688825#3,573446#-0,2860728#0,06401218#3,529676#0,2006991#0,1755723#3,609551#-0,2734714#0,16763#3,530742#0,1974015#0,4173065#3,638333#-0,2639426#0,4061064#3,586196#0,1355385#0,6930228#3,580948#-0,2000711#0,6927877#3,584488#-0,02936529#0,4525429#3,614881#-0,03055621#0,3829917#3,560225#0,04424405#0,3074776#3,550478#-0,106491#0,3083271#3,553493#0,06007982#-0,226536#3,584679#-0,1226868#-0,2272716#3,589869#0,0480211#-0,5555416#3,630956#-0,07780817#-0,5736214#3,623465#0,0628321#-0,618786#3,555567#-0,09278644#-0,6320264#3,58134#0  
frame5 #-0,04774391#1,030136#3,598776#-0,02820962#0,8326657#3,596009# 0,2002043#0,08385827#3,585691#-0,2794615#0,05650084#3,53236#0,20066#0,1872656#3,623274#-0,2741564#0,1658154#3,543669#0,1969626#0,4306205#3,643303#-0,262239#0,4072864#3,586567#0,1317437#0,6946862#3,578023#-0,1999443#0,6959816#3,583389#-0,02972019#0,4519288#3,614834#-0,03130218#0,382021#3,560451#0,04281051#0,3066231#3,55113#-0,1066472#0,3081723#3,55358#0,05972163#-0,2261465#3,584262#-0,1234171#-0,2220975#3,588#0,04794021#-0,5550113#3,630815#-0,07751779#-0,5736118#3,624203#0,06072231#-0,6169133#3,555929#-0,09312378#-0,6325841#3,585151#0  
frame6 #-0,04787346#1,030296#3,598469#-0,03047761#0,8353089#3,595028# 0,196422#0,08333768#3,592194#-0,2734725#0,06205254#3,542263#0,2006017#0,1865744#3,624185#-0,2750054#0,1694387#3,555093#0,1964424#0,4305652#3,643059#-0,2576776#0,4117832#3,592603#0,1315665#0,6967955#3,577696#-0,1998882#0,6960397#3,583186#-0,0302391#0,4522437#3,614529#-0,03167517#0,3820318#3,560479#0,04238622#0,3069831#3,551188#-0,1068783#0,3080396#3,553694#0,05908158#-0,2279865#3,583954#-0,1237826#-0,2215551#3,587823#0,0480466#-0,5546871#3,630555#-0,07723971#-0,57507#3,625706#0,06050252#-0,616256#3,556776#-0,09426348#-0,6325174#3,586469#0  
frame7 #-0,04598584#1,030119#3,598176#-0,03070179#0,835018#3,594588# 0,195078#0,08849847#3,593546#-0,2697993#0,1400542#3,534352#0,1997366#0,1897892#3,626929#-0,270623#0,1765503#3,553841#0,1956717#0,433792#3,643005#-0,2547615#0,4183262#3,59729#0,1315383#0,6971835#3,576134#-0,1995858#0,6962729#3,582456#-0,03036129#0,4523712#3,614313#-0,03194664#0,3821303#3,560717#0,04194609#0,3073294#3,551745#-0,1070781#0,3081458#3,554009#0,05864449#-0,228901#3,583579#-0,1238366#-0,2198811#3,586765#0,0493836#-0,5542055#3,629846#-0,07818376#-0,575449#3,626073#0,05998391#-0,6159649#3,557376#-0,08994946#-0,634692#3,589111#0  
frame8 #-0,04734752#1,029515#3,598739#-0,03083592#0,8349606#3,594358# 0,2357138#0,1230511#3,631885#-0,265808#0,1425153#3,534286#0,1997976#0,1914916#3,626905#-0,2608795#0,1791428#3,553763#0,1935496#0,4352619#3,643924#-0,2535095#0,4208399#3,599652#0,1316635#0,6974606#3,576019#-0,1993892#0,6965166#3,581685#-0,03055986#0,4525705#3,614088#-0,03201814#0,3823377#3,560966#0,04191492#0,3077989#3,552416#-0,107095#0,308267#3,5542#0,0582657#-0,2296063#3,583294#-0,1230347#-0,2226526#3,585832#0,0492231#-0,5540676#3,629203#-0,07844959#-0,575458#3,626111#0,05954631#-0,6160387#3,556548#-0,09103769#-0,6347817#3,5892#0  
frame9 #-0,04593672#1,030048#3,596019#-0,03084317#0,8349079#3,594073# 0,2335324#0,123712#3,629763#-0,2486659#0,108555#3,549801#0,1982083#0,1916669#3,625154#-0,2565022#0,1847256#3,54495#0,1934164#0,4351945#3,643475#-0,2529327#0,4248601#3,600051#0,1316493#0,6977682#3,575477#-0,1994548#0,6976312#3,581084#-0,03041966#0,4535319#3,613595#-0,03168061#0,3837861#3,560866#0,0423885#0,309196#3,552596#-0,1065984#0,3099648#3,553875#0,05830796#-0,2301628#3,583424#-0,1222216#-0,2211256#3,584043#0,04950326#-0,5525346#3,624985#-0,07801469#-0,5729049#3,628063#0,05987699#-0,6185452#3,556058#-0,09078153#-0,6281577#3,585415#0  
frame10 #-0,04537709#1,029429#3,595938#-0,0314524#0,8344666#3,593967# 0,2263478#0,1244022#3,627273#-0,2429561#0,07995694#3,522097#0,1911297#0,1918415#3,622823#-0,2534736#0,1814865#3,536681#0,1931045#0,435321#3,642054#-0,2517424#0,4206163#3,597026#0,1313822#0,6972234#3,574519#-0,2002697#0,6984024#3,580582#-0,0304828#0,4537092#3,613236#-0,03173501#0,384027#3,560817#0,04249997#0,3095501#3,552641#-0,1066295#0,3100212#3,553753#0,05900753#-0,227726#3,582402#-0,1190954#-0,2178726#3,580383#0,04940975#-0,5525679#3,624904#-0,07976331#-0,5712112#3,624887#0,06222161#-0,6165301#3,554767#-0,08920094#-0,6295666#3,585929#0  
frame11 #-0,04832165#1,029919#3,596998#-0,03159752#0,834848#3,592992# 0,2217991#0,1245753#3,627582#-0,2455045#0,1043106#3,542393#0,1876888#0,191233#3,623404#-0,2497612#0,1790455#3,537832#0,1925641#0,4347894#3,64144#-0,251591#0,4185068#3,596927#0,131318#0,6979764#3,573416#-0,2010731#0,6992127#3,57899#-0,03074432#0,4546448#3,612632#-0,03188303#0,3849577#3,560675#0,04255489#0,3104824#3,552806#-0,1068511#0,3105832#3,553521#0,05918363#-0,2271401#3,582107#-0,1172099#-0,2161412#3,57729#0,04984656#-0,5534644#3,624409#-0,08004685#-0,5724545#3,623366#0,06193301#-0,6164958#3,553719#-0,09198042#-0,632751#3,588694#0  
frame12 #-0,04830302#1,031315#3,597021#-0,03197581#0,8352019#3,592631# 0,2186126#0,1300981#3,623936#-0,2525184#0,1027317#3,532895#0,1851178#0,1966655#3,620118#-0,2505843#0,1772818#3,535396#0,1896415#0,4402392#3,634017#-0,2506206#0,4167647#3,594296#0,1305226#0,6993061#3,571351#-0,2006869#0,7008406#3,576939#-0,03095869#0,4551311#3,612272#-0,03203213#0,3853501#3,560728#0,04231484#0,3114024#3,552909#-0,1068902#0,3109721#3,553701#0,05968192#-0,2260674#3,582087#-0,1157077#-0,2143351#3,575313#0,05123499#-0,5528908#3,623446#-0,08282562#-0,5713183#3,620239#0,0608119#-0,6168025#3,553785#-0,09084466#-0,6393065#3,604556#0  
frame13 #-0,04829871#1,031597#3,598299#-0,03206327#0,8368942#3,592016# 0,2151084#0,1248491#3,611824#-0,2502984#0,1043728#3,521222#0,1820957#0,1903633#3,608218#-0,2507769#0,1769562#3,532464#0,1892397#0,4339001#3,632159#-0,2507294#0,4163297#3,593109#0,1295598#0,7006749#3,56953#-0,2011736#0,7011473#3,576806#-0,03065969#0,4559231#3,61181#-0,03195086#0,3858534#3,560705#0,04249109#0,3123659#3,552959#-0,1068082#0,3111653#3,553695#0,05995658#-0,2258062#3,581881#-0,1152469#-0,2139902#3,574451#0,03945952#-0,5614126#3,617733#-0,08207116#-0,5740477#3,618901#0,06023742#-0,6227959#3,549197#-0,08336356#-0,6121024#3,546255#0  
frame14 #-0,04958804#1,030456#3,598698#-0,03203621#0,8367893#3,591931# 0,2166703#0,1394632#3,616937#-0,2510597#0,1032147#3,520612#0,1837361#0,2047789#3,613369#-0,2509819#0,1756257#3,531575#0,1874444#0,4483281#3,623349#-0,2504149#0,4144153#3,594017#0,1295641#0,7007117#3,569457#-0,2014044#0,7012135#3,57645#-0,03063926#0,4562136#3,611462#-0,03182489#0,3862461#3,560766#0,04276132#0,3130525#3,552796#-0,1067086#0,311297#3,553926#0,06060231#-0,2254755#3,581745#-0,1143415#-0,2119442#3,574326#0,04050876#-0,5617133#3,62234#-0,08385158#-0,5765433#3,615934#0,05913733#-0,6219407#3,55315#-0,08506804#-0,6143104#3,543842#0  
frame15 #-0,05129986#1,029794#3,599497#-0,0321935#0,8359185#3,592355# 0,2157869#0,1516576#3,611026#-0,2505329#0,1017906#3,521493#0,1828952#0,2167987#3,607529#-0,2514555#0,17426#3,530701#0,1837721#0,4599209#3,622958#-0,2494552#0,413107#3,590274#0,1291981#0,7011422#3,569348#-0,2020621#0,7009055#3,575735#-0,03069788#0,4562312#3,611163#-0,0317413#0,386407#3,560729#0,04291792#0,3133089#3,55272#-0,1065946#0,3113888#3,553823#0,06019231#-0,2286619#3,581452#-0,1141364#-0,2118114#3,574004#0,04485748#-0,5564753#3,619386#-0,08373121#-0,5768653#3,616668#0,05898923#-0,6206333#3,55358#-0,08481809#-0,6143676#3,545043#0  
frame16 #-0,05196758#1,031454#3,601697#-0,03212555#0,8358222#3,59235# 0,2165625#0,1524649#3,615388#-0,2487684#0,1100754#3,523413#0,1837355#0,2174698#3,6119#-0,2509181#0,1825388#3,53115#0,1841086#0,4599507#3,623149#-0,2487167#0,4209104#3,589845#0,1292293#0,701#3,568809#-0,2022195#0,7008394#3,575829#-0,030647#0,4564071#3,610938#-0,03179622#0,3866405#3,560781#0,04285522#0,3135282#3,5527#-0,1066498#0,3114932#3,553905#0,06052368#-0,2271975#3,579471#-0,1144383#-0,2117679#3,573353#0,04364127#-0,5564005#3,619468#-0,08368798#-0,5763062#3,617407#0,05820298#-0,6197183#3,55365#-0,08662198#-0,6424489#3,6004#0  
