frame1 #-0,008969838#1,039164#3,682205#-0,02447264#0,7994286#3,704908# 0,005963184#0,7299975#3,362485#-0,05672753#0,7115603#3,372253#0,09518106#0,7536984#3,344934#-0,1448361#0,7338376#3,348373#0,2462654#0,6257256#3,436052#-0,2852444#0,6414251#3,491768#0,1291944#0,6481015#3,628782#-0,180989#0,6572734#3,64248#-0,01572474#0,469014#3,68248#-0,01599149#0,4156789#3,626863#0,0553024#0,3456264#3,608132#-0,08428016#0,3497537#3,613497#0,09896642#-0,2004484#3,638674#-0,1162005#-0,2107768#3,640935#0,0994017#-0,5385285#3,663636#-0,08849464#-0,5485583#3,692468#0,08488009#-0,6098535#3,616002#-0,08997974#-0,6101323#3,667784#0  
frame2 #-0,0140568#1,029283#3,680336#-0,02510102#0,7992319#3,705959# 0,02768616#0,7747529#3,329581#-0,04328346#0,7322932#3,323065#0,09465814#0,7463458#3,33022#-0,1383916#0,7387207#3,347581#0,2473962#0,6262377#3,437902#-0,2872753#0,6432012#3,484702#0,1189117#0,6648606#3,623379#-0,1802324#0,6567742#3,643659#-0,01421292#0,4677312#3,683052#-0,01602989#0,4139291#3,627416#0,05462709#0,3457978#3,607551#-0,08266995#0,3459222#3,616697#0,09905508#-0,2007566#3,639556#-0,1166134#-0,2102592#3,641248#0,09752784#-0,5441906#3,663336#-0,08839971#-0,5494916#3,691981#0,08508211#-0,6113831#3,616914#-0,09065473#-0,6101278#3,667281#0  
frame3 #-0,004796324#1,076237#3,668833#-0,0266772#0,8769882#3,688375# -0,01159697#0,8060666#3,306577#-0,06100706#0,7763211#3,344023#0,09116562#0,7498235#3,330845#-0,1252834#0,7488158#3,335999#0,2476136#0,6264069#3,440111#-0,2832786#0,654093#3,471698#0,1168215#0,6748763#3,6344#-0,1803388#0,656849#3,64703#-0,01572955#0,4746096#3,685944#-0,01623199#0,4138178#3,631046#0,05384558#0,3468266#3,611097#-0,08282495#0,3450983#3,621266#0,09916748#-0,2010371#3,642706#-0,1169117#-0,2087485#3,644178#0,09739494#-0,546524#3,666402#-0,08656877#-0,5494879#3,692475#0,08413493#-0,614863#3,627747#-0,09155144#-0,60921#3,661772#0  
frame4 #-0,009053899#1,046804#3,677993#-0,03129007#0,8623803#3,698775# -0,01159662#0,8060642#3,307031#-0,05321737#0,7762079#3,327737#0,08984676#0,7524564#3,33121#-0,1188045#0,7544805#3,324576#0,2486479#0,6270547#3,444509#-0,2850747#0,657285#3,455598#0,1168589#0,6773732#3,636751#-0,1784496#0,6575602#3,65024#-0,01551553#0,473468#3,687379#-0,01630651#0,4131803#3,632344#0,05358196#0,3470684#3,612572#-0,08228868#0,3439755#3,622969#0,09948444#-0,2008427#3,643907#-0,116333#-0,207886#3,645045#0,09302729#-0,5462289#3,669914#-0,08706031#-0,5486745#3,693039#0,08447273#-0,6142504#3,627504#-0,09219335#-0,6098608#3,662393#0  
frame5 #-0,008910783#1,038821#3,680084#-0,03052296#0,8626466#3,698599# 0,009225488#0,8070821#3,330413#-0,04488788#0,7827541#3,326397#0,08416702#0,7516679#3,324361#-0,1116374#0,7661726#3,332345#0,2492264#0,6270639#3,444693#-0,2902234#0,656257#3,446878#0,1144136#0,6848321#3,642994#-0,1689476#0,6966293#3,660367#-0,01565433#0,4737647#3,688155#-0,01632968#0,4127713#3,63288#0,05279023#0,3467929#3,613062#-0,08163033#0,3445668#3,624561#0,09913567#-0,2018482#3,644493#-0,1165799#-0,2072876#3,645718#0,06824283#-0,556805#3,681022#-0,08847809#-0,5471723#3,69295#0,0782051#-0,6172683#3,644326#-0,09176417#-0,6072339#3,658965#0  
frame6 #-0,009298309#1,037554#3,678892#-0,02853461#0,8617829#3,699018# -0,01216619#0,8145469#3,319855#-0,05433885#0,778166#3,336646#0,08232097#0,7556242#3,324538#-0,1202679#0,7592724#3,34064#0,2496296#0,6264999#3,44256#-0,2916517#0,6430714#3,466918#0,1152574#0,6858237#3,64303#-0,1693939#0,6976258#3,661783#-0,01540322#0,4743552#3,688473#-0,01640909#0,4127997#3,633082#0,05229068#0,3466551#3,613034#-0,08172849#0,3453619#3,62515#0,09903612#-0,2018545#3,645014#-0,1166362#-0,2072403#3,646233#0,07428314#-0,5544882#3,681564#-0,08988476#-0,5458897#3,694758#0,0795699#-0,6169463#3,640411#-0,09238514#-0,6089846#3,660646#0  
frame7 #-0,009392454#1,037663#3,679697#-0,02775686#0,8605319#3,699226# -0,01069519#0,8081968#3,314541#-0,06253715#0,763438#3,346141#0,07918514#0,7590106#3,32098#-0,1178994#0,7688587#3,384479#0,2517994#0,6258515#3,430239#-0,2928001#0,6339546#3,486881#0,1154748#0,6862532#3,642803#-0,1710904#0,6981933#3,660303#-0,01558109#0,4742832#3,689115#-0,01635844#0,4124483#3,633355#0,0522013#0,3459693#3,61346#-0,08169225#0,3453735#3,625587#0,09925434#-0,2018292#3,646015#-0,1166621#-0,2059779#3,647039#0,08233328#-0,5572557#3,67921#-0,09122521#-0,5454826#3,694438#0,08001929#-0,617156#3,640511#-0,09242115#-0,6084754#3,659733#0  
frame8 #-0,009338642#1,037649#3,678653#-0,02552962#0,8009677#3,702406# -0,01410514#0,8066335#3,317344#-0,06169456#0,7772156#3,348491#0,07467125#0,7619836#3,325604#-0,1241983#0,7651902#3,368118#0,2538984#0,6249642#3,429332#-0,3117524#0,6264493#3,449478#0,1162563#0,6870511#3,642504#-0,1712833#0,6988093#3,660801#-0,01514785#0,47026#3,688689#-0,0161162#0,4116016#3,632813#0,05236093#0,3448124#3,61357#-0,08147677#0,3452697#3,624758#0,09946851#-0,2011264#3,646302#-0,1165722#-0,205125#3,646586#0,08256695#-0,5551269#3,678985#-0,09218496#-0,5459033#3,693911#0,08104647#-0,6162968#3,638152#-0,09222309#-0,608294#3,659031#0  
frame9 #-0,01131559#1,037953#3,67554#-0,02976047#0,7989025#3,698704# -0,01176205#0,8037416#3,321816#-0,09720625#0,804292#3,373917#0,07667595#0,7625165#3,331372#-0,1387035#0,7493724#3,313271#0,2598482#0,6198975#3,430599#-0,3149371#0,6248987#3,447982#0,1157713#0,6869931#3,641863#-0,170957#0,6984866#3,659715#-0,01575876#0,4684007#3,687548#-0,01621854#0,4107959#3,631788#0,0520889#0,3444874#3,612744#-0,0809719#0,3453056#3,623984#0,09906812#-0,2036537#3,647734#-0,1164326#-0,2056013#3,646163#0,08535069#-0,556493#3,677142#-0,09218747#-0,5471138#3,693712#0,08217748#-0,6178609#3,639121#-0,09189916#-0,6083789#3,65913#0  
frame10 #-0,01013373#1,047204#3,673918#-0,01732018#0,8711034#3,675812# 0,05908882#0,751857#3,316037#-0,1160206#0,7625819#3,360008#0,114507#0,7237292#3,36278#-0,1782389#0,7153894#3,387675#0,2753803#0,6016021#3,443753#-0,3163339#0,6042551#3,452332#0,1157824#0,6870214#3,638358#-0,1778241#0,6479286#3,643911#-0,01538699#0,4716668#3,686961#-0,01489663#0,4067622#3,630409#0,0531546#0,3414828#3,612721#-0,0802208#0,3405208#3,624145#0,09825336#-0,2047008#3,649958#-0,1163937#-0,2056033#3,64687#0,07671322#-0,5587033#3,675473#-0,09217998#-0,5471034#3,694025#0,08276239#-0,6173911#3,635644#-0,09424862#-0,6083281#3,663852#0  
frame11 #-0,009905516#1,043465#3,67563#-0,01814985#0,8704265#3,6727# 0,06565157#0,742448#3,338146#-0,1241558#0,7508806#3,357584#0,1141433#0,7227925#3,3641#-0,1255611#0,739459#3,388198#0,2830923#0,5853839#3,472798#-0,3157317#0,5909802#3,468089#0,1212968#0,6651778#3,612918#-0,1557347#0,684046#3,631795#-0,01386049#0,4693042#3,684347#-0,01493458#0,4001332#3,62832#0,05188686#0,3366271#3,612113#-0,07955594#0,3367655#3,624666#0,09866841#-0,2052816#3,651491#-0,1164104#-0,2055979#3,64741#0,08160285#-0,5573424#3,67485#-0,09358203#-0,5475925#3,694371#0,08273946#-0,6172836#3,636925#-0,0936179#-0,6073602#3,664797#0  
frame12 #-0,01461522#1,040131#3,672544#-0,01608378#0,8566724#3,678303# 0,0913562#0,7127992#3,374791#-0,1335441#0,7088751#3,401805#0,09690483#0,7086879#3,377572#-0,1325397#0,6989308#3,422743#0,2837653#0,5702324#3,485046#-0,3115077#0,543446#3,516955#0,1222651#0,6775626#3,594865#-0,1821086#0,7268952#3,605055#-0,0160759#0,468326#3,684715#-0,01494356#0,4000577#3,628656#0,05224066#0,3348053#3,612062#-0,08019978#0,3361828#3,624644#0,09884673#-0,2061741#3,652218#-0,116254#-0,2054348#3,64781#0,0815465#-0,5569453#3,675675#-0,09361834#-0,5479225#3,694288#0,0833814#-0,6172145#3,637455#-0,09380762#-0,6077192#3,664407#0  
frame13 #-0,01961763#1,037891#3,67634#-0,01300885#0,8383316#3,683409# 0,09581745#0,6713826#3,381791#-0,1569875#0,6305998#3,385707#0,09012979#0,6751909#3,378461#-0,1767527#0,6105615#3,405406#0,2786896#0,5489343#3,502755#-0,3157197#0,535516#3,51853#0,1428421#0,6951739#3,618516#-0,1813761#0,7081318#3,648333#-0,01185327#0,4679941#3,685061#-0,01436644#0,4019062#3,629363#0,05301809#0,3350858#3,612442#-0,08032699#0,3361498#3,624927#0,09901862#-0,2064871#3,653062#-0,1161781#-0,2055152#3,64824#0,08118574#-0,556846#3,676072#-0,09186104#-0,5478051#3,694361#0,08253083#-0,6183317#3,641143#-0,09296408#-0,6074431#3,66401#0  
frame14 #-0,02439671#1,026397#3,672937#-0,0138123#0,8347604#3,685293# 0,1117855#0,5076706#3,281914#-0,1625468#0,4960508#3,383748#0,1466538#0,5111974#3,341193#-0,2204049#0,4678188#3,408194#0,2734582#0,5240227#3,570712#-0,2992449#0,498313#3,589211#0,1449796#0,6984593#3,631667#-0,1893017#0,7022278#3,657563#-0,01206608#0,4686216#3,685994#-0,0142414#0,4044483#3,630437#0,05360074#0,3352673#3,613009#-0,0807723#0,336171#3,62525#0,09971507#-0,2075651#3,654112#-0,1157714#-0,2059454#3,650491#0,08558662#-0,5548491#3,675004#-0,09150361#-0,5468379#3,694445#0,08419564#-0,6146632#3,634082#-0,09204614#-0,6086373#3,662261#0  
frame15 #-0,02915611#1,027596#3,667886#-0,01506785#0,8298081#3,683397# 0,1753959#0,4279982#3,348362#-0,2256441#0,3908662#3,392058#0,1854531#0,44148#3,383749#-0,2368355#0,4006431#3,422632#0,2494479#0,5272654#3,622887#-0,2909214#0,5291346#3,644987#0,1516811#0,6950543#3,637091#-0,1896389#0,7013138#3,658#-0,01310983#0,4694282#3,685728#-0,01488152#0,4067043#3,62974#0,05387682#0,3353546#3,612813#-0,08309938#0,3361672#3,623722#0,1000848#-0,2079597#3,654582#-0,1152252#-0,2064956#3,651242#0,08553946#-0,5548396#3,675828#-0,09032331#-0,5481787#3,694044#0,08410546#-0,6150301#3,634091#-0,09160212#-0,6071358#3,662831#0  
frame16 #-0,02978553#1,026676#3,667346#-0,01266886#0,8269901#3,678481# 0,2225518#0,345221#3,385952#-0,2404487#0,2916336#3,407302#0,2505969#0,3946439#3,477646#-0,2792869#0,3533747#3,510784#0,2621408#0,503535#3,643901#-0,2961596#0,473004#3,66823#0,1514089#0,6958048#3,63816#-0,1890147#0,7000411#3,658638#-0,01257787#0,469984#3,684999#-0,0147221#0,407003#3,6293#0,05414123#0,3354583#3,612833#-0,08357034#0,3355689#3,622635#0,1003082#-0,208503#3,655132#-0,1153784#-0,2067415#3,651562#0,08529773#-0,553788#3,676654#-0,09000492#-0,5510255#3,696268#0,08524006#-0,6146061#3,632332#-0,09271074#-0,6074017#3,670487#0  
frame17 #-0,02812072#1,026098#3,660843#-0,01395235#0,8262934#3,676762# 0,2409617#0,2787974#3,447371#-0,2517126#0,2157186#3,434549#0,2478031#0,3383048#3,517568#-0,2673845#0,2878691#3,489906#0,2230155#0,4809858#3,653274#-0,2768422#0,474407#3,678889#0,1507723#0,6960303#3,63898#-0,1891478#0,6996179#3,658715#-0,01245241#0,4704239#3,684506#-0,01449554#0,4075288#3,628834#0,0550445#0,3359441#3,612294#-0,08357342#0,3354258#3,622461#0,1005667#-0,208614#3,65549#-0,1156392#-0,207002#3,651726#0,08465911#-0,5539303#3,676268#-0,08925962#-0,5531034#3,69633#0,08530656#-0,615016#3,63259#-0,092445#-0,6097517#3,668961#0  
frame18 #-0,02843179#1,026252#3,660595#-0,01519463#0,825601#3,675134# 0,2417094#0,1819098#3,443546#-0,2567009#0,1497782#3,453683#0,2479115#0,2529381#3,49889#-0,261128#0,2389925#3,521288#0,2209199#0,4683711#3,654691#-0,2582778#0,4540398#3,680181#0,1507549#0,696019#3,638947#-0,189824#0,699474#3,659287#-0,01275206#0,470667#3,6842#-0,01492803#0,4077852#3,628581#0,05504618#0,3359065#3,612268#-0,08510655#0,3347028#3,622044#0,1009993#-0,2097767#3,65595#-0,1156745#-0,206958#3,652246#0,08325889#-0,55546#3,682539#-0,08953733#-0,5529618#3,695747#0,08593115#-0,6154432#3,633028#-0,09335229#-0,6099077#3,666938#0  
frame19 #-0,0360904#1,033725#3,670254#-0,01444362#0,8316261#3,665841# 0,233762#0,1344268#3,480518#-0,2504928#0,1324242#3,50898#0,2367015#0,2114974#3,537911#-0,2531206#0,2178525#3,552998#0,2189593#0,4512309#3,658706#-0,2535439#0,4517047#3,687431#0,1449187#0,6968173#3,635483#-0,1897229#0,6991459#3,659003#-0,01257847#0,4709933#3,68341#-0,01565928#0,4063757#3,628142#0,05441228#0,3347096#3,612263#-0,08639664#0,3327145#3,622864#0,1015472#-0,2099429#3,656927#-0,115346#-0,2069893#3,652691#0,08335721#-0,5536084#3,67845#-0,08973379#-0,5532691#3,695827#0,08620931#-0,6146564#3,631415#-0,09370106#-0,6110969#3,666413#0  
frame20 #-0,03773553#1,033616#3,665547#-0,01619582#0,8312228#3,663775# 0,2308387#0,1057086#3,613212#-0,2466598#0,1403494#3,571548#0,2309603#0,1983108#3,64024#-0,2498364#0,2044544#3,602601#0,2145387#0,4510329#3,663467#-0,2458317#0,4455357#3,684522#0,1395423#0,6998001#3,630369#-0,1885083#0,7004557#3,658071#-0,01202119#0,4709822#3,683035#-0,0157639#0,4061138#3,628203#0,05418946#0,3346073#3,612521#-0,08613984#0,3324745#3,623453#0,1022075#-0,2099541#3,657296#-0,1150799#-0,2080102#3,653869#0,0811802#-0,5534696#3,677664#-0,0837895#-0,5514594#3,695589#0,08660549#-0,615065#3,63069#-0,0976267#-0,6077142#3,664042#0  
frame21 #-0,03847151#1,03379#3,659982#-0,01596645#0,831483#3,663503# 0,2115464#0,1526193#3,640347#-0,2405658#0,1526521#3,601216#0,2116683#0,2454416#3,667439#-0,2437499#0,2169093#3,632343#0,2145928#0,4484752#3,665987#-0,2422641#0,4450214#3,68568#0,1394703#0,6998263#3,630272#-0,1877172#0,7004524#3,656914#-0,01217452#0,4707283#3,682778#-0,01585704#0,4055654#3,628259#0,05408577#0,3341506#3,612789#-0,08630771#0,3317797#3,623904#0,1023348#-0,2098374#3,657285#-0,1147406#-0,2092436#3,654084#0,07807051#-0,5542946#3,67524#-0,08449584#-0,5532681#3,696523#0,08921452#-0,6139771#3,628113#-0,09467285#-0,6155339#3,678519#0  
frame22 #-0,03748015#1,031243#3,657136#-0,01518099#0,8300829#3,658921# 0,2184447#0,1631405#3,630897#-0,2383098#0,1552708#3,598802#0,2099849#0,233663#3,665121#-0,241483#0,2193084#3,629822#0,2062363#0,4724638#3,670788#-0,2372653#0,4501543#3,686364#0,1394007#0,6998237#3,629982#-0,1877629#0,7006419#3,65647#-0,01232713#0,4712993#3,682047#-0,01601432#0,4056184#3,628309#0,05377049#0,3341063#3,613627#-0,08681656#0,3318246#3,624479#0,1014426#-0,2102351#3,655607#-0,1142915#-0,2099957#3,654567#0,07805505#-0,5556453#3,675042#-0,08565146#-0,5537252#3,69626#0,0887107#-0,6153336#3,628171#-0,09389868#-0,6155582#3,673958#0  
frame23 #-0,03727755#1,03147#3,656821#-0,01557967#0,8290498#3,653501# 0,2007#0,2101666#3,647402#-0,226242#0,1867493#3,649187#0,1868648#0,2678762#3,686307#-0,2294035#0,2505485#3,680092#0,2050079#0,4970868#3,676809#-0,2306941#0,4514439#3,685109#0,1401256#0,6994619#3,628969#-0,1877704#0,7008481#3,655413#-0,01252056#0,4721976#3,680377#-0,01609313#0,4057991#3,628199#0,05384485#0,3341276#3,613732#-0,08712425#0,3319482#3,624826#0,09816913#-0,2124593#3,654399#-0,1140956#-0,2118078#3,655182#0,08495638#-0,5531463#3,673754#-0,08780161#-0,5544618#3,695626#0,08804552#-0,6155795#3,626931#-0,09321541#-0,6158808#3,672308#0  
frame24 #-0,03709698#1,030205#3,653058#-0,01566775#0,8305504#3,650575# 0,1993573#0,2007514#3,650289#-0,2248749#0,1861014#3,643252#0,1854036#0,258464#3,688713#-0,2280258#0,2496874#3,674054#0,2041469#0,4933703#3,678864#-0,2275642#0,4674533#3,680486#0,139966#0,6994731#3,628546#-0,1874943#0,7020967#3,65364#-0,01302736#0,4727771#3,678467#-0,01624321#0,4058443#3,628009#0,05377886#0,3341934#3,614068#-0,08748449#0,3319818#3,624759#0,09301724#-0,2140693#3,651167#-0,1125578#-0,2116895#3,653684#0,08896689#-0,5513844#3,674712#-0,08863647#-0,5549826#3,694211#0,0879955#-0,6151825#3,626235#-0,09338339#-0,6159906#3,670475#0  
frame25 #-0,0332866#1,034578#3,649932#-0,01777801#0,8301923#3,647611# 0,2025565#0,1290973#3,66446#-0,2254387#0,1723781#3,643411#0,188176#0,1863594#3,702983#-0,2285795#0,2357597#3,674114#0,2012231#0,4469066#3,687358#-0,2203362#0,4383519#3,683104#0,1401448#0,7001101#3,628364#-0,1862746#0,7027323#3,651809#-0,01329628#0,4732211#3,676318#-0,01615599#0,4058837#3,627816#0,054144#0,3343331#3,614216#-0,08726307#0,3319792#3,624745#0,08983564#-0,2144833#3,649105#-0,1118029#-0,2120653#3,653233#0,08772633#-0,5523816#3,673957#-0,08864362#-0,5552853#3,694383#0,08787135#-0,6150062#3,626206#-0,09284592#-0,6151661#3,668542#0  
frame26 #-0,03479952#1,031381#3,646707#-0,01732413#0,8300842#3,646748# 0,2154536#0,1839593#3,62813#-0,2265511#0,17686#3,634144#0,2011317#0,2409881#3,666496#-0,2296791#0,2399833#3,664721#0,2013492#0,4452505#3,6899#-0,2199001#0,444154#3,684283#0,1402682#0,7000777#3,628521#-0,1861081#0,7024462#3,650839#-0,01351378#0,4733666#3,674779#-0,01615933#0,4058811#3,627761#0,0542049#0,3342647#3,614434#-0,08738448#0,331856#3,625021#0,08933592#-0,2144179#3,648779#-0,111048#-0,2115833#3,652593#0,08461916#-0,5547985#3,675766#-0,09031139#-0,5558164#3,693773#0,08726776#-0,6150804#3,630201#-0,09227557#-0,6152365#3,665415#0  
frame27 #-0,03090139#1,031933#3,645786#-0,01691758#0,8304538#3,646806# 0,2137949#0,19097#3,632835#-0,225347#0,1968791#3,633648#0,1995166#0,2478254#3,671084#-0,2284654#0,2598105#3,664133#0,2022707#0,4526281#3,682625#-0,2208055#0,4843462#3,680624#0,1408434#0,7014571#3,628695#-0,1856118#0,702978#3,649792#-0,01373525#0,4735309#3,673396#-0,01618776#0,4059251#3,627684#0,05419754#0,3342728#3,614409#-0,0874451#0,331885#3,625033#0,0872369#-0,214407#3,647815#-0,1104674#-0,2118303#3,651302#0,08317451#-0,555466#3,676139#-0,08841977#-0,5565132#3,693525#0,08742304#-0,6153147#3,63038#-0,09086581#-0,6151898#3,664373#0  
frame28 #-0,0308503#1,031695#3,64596#-0,01668107#0,830294#3,647123# 0,2154721#0,1941416#3,630413#-0,2263596#0,1896532#3,639547#0,2012529#0,2507618#3,668504#-0,2294652#0,2523246#3,669905#0,2032765#0,4692428#3,672785#-0,2193286#0,4735352#3,682053#0,1410129#0,7018433#3,629389#-0,1849267#0,7035742#3,648214#-0,0139926#0,4735509#3,672293#-0,01613568#0,4059289#3,627653#0,05431131#0,3343104#3,614528#-0,08734825#0,3318716#3,62503#0,08450158#-0,2155562#3,646332#-0,1103059#-0,2117398#3,65136#0,08645287#-0,5555813#3,674932#-0,08839408#-0,5561224#3,693337#0,08718096#-0,61546#3,630523#-0,09912238#-0,609439#3,657289#0  
frame29 #-0,02789807#1,028854#3,645532#-0,01709448#0,8304341#3,648517# 0,2166132#0,2001364#3,631071#-0,2259785#0,1819127#3,629063#0,2024487#0,2565386#3,669016#-0,2290721#0,2443427#3,659305#0,203385#0,4689771#3,672817#-0,2208844#0,4660068#3,682636#0,1405777#0,7024004#3,630218#-0,1844509#0,70344#3,647067#-0,01446254#0,473305#3,671418#-0,01635868#0,4057238#3,627561#0,05410752#0,334236#3,614461#-0,08744891#0,3317494#3,62503#0,08427323#-0,2154689#3,646008#-0,1103273#-0,211601#3,65135#0,08774106#-0,5556691#3,675828#-0,08853568#-0,5557824#3,6929#0,08685452#-0,6159242#3,631239#-0,09951239#-0,6092091#3,657572#0  
