frame1 #-0,008969838#1,039164#3,682205#-0,02447264#0,7994286#3,704908# 0,005963184#0,7299975#3,362485#-0,05672753#0,7115603#3,372253#0,09518106#0,7536984#3,344934#-0,1448361#0,7338376#3,348373#0,2462654#0,6257256#3,436052#-0,2852444#0,6414251#3,491768#0,1291944#0,6481015#3,628782#-0,180989#0,6572734#3,64248#-0,01572474#0,469014#3,68248#-0,01599149#0,4156789#3,626863#0,0553024#0,3456264#3,608132#-0,08428016#0,3497537#3,613497#0,09896642#-0,2004484#3,638674#-0,1162005#-0,2107768#3,640935#0,0994017#-0,5385285#3,663636#-0,08849464#-0,5485583#3,692468#0,08488009#-0,6098535#3,616002#-0,08997974#-0,6101323#3,667784#0  
frame30 #-0,02797767#1,027633#3,643274#-0,01609364#0,830862#3,652284# 0,2123489#0,1925433#3,630598#-0,2251596#0,1849327#3,621016#0,1982273#0,2487745#3,668428#-0,2282438#0,2471733#3,651166#0,2044153#0,4546062#3,682977#-0,2211814#0,4669751#3,68116#0,141265#0,7027479#3,63025#-0,1848988#0,7041432#3,648506#-0,01420345#0,4731775#3,671206#-0,01629115#0,4059554#3,627691#0,05443094#0,334354#3,614829#-0,08750188#0,3317929#3,624981#0,0841755#-0,2152274#3,645678#-0,1102846#-0,2115596#3,651353#0,08784532#-0,555326#3,676077#-0,08907078#-0,5550802#3,691763#0,08692873#-0,6165065#3,632204#-0,0997571#-0,6089851#3,657555#0  
frame31 #-0,02386738#1,031425#3,646821#-0,0159645#0,8310698#3,652078# 0,2146841#0,1974969#3,630053#-0,2250741#0,1851166#3,621492#0,2006067#0,2535519#3,667764#-0,2281486#0,247162#3,651548#0,2040266#0,4598853#3,68129#-0,2211325#0,4681501#3,67898#0,1429002#0,7030743#3,631927#-0,1836629#0,7050071#3,648037#-0,01439995#0,4732613#3,670756#-0,01624096#0,4059729#3,627632#0,05460039#0,334174#3,615071#-0,08742535#0,3319547#3,624788#0,0835232#-0,2154651#3,644613#-0,1107575#-0,2114161#3,650993#0,08674818#-0,5540001#3,672616#-0,0891855#-0,5556563#3,69175#0,08752401#-0,6162606#3,631816#-0,1009695#-0,6117271#3,660702#0  
frame32 #-0,02440561#1,031423#3,645854#-0,01489712#0,831105#3,654086# 0,2161607#0,188018#3,629993#-0,2226975#0,1769622#3,612248#0,2021296#0,2438889#3,667579#-0,225762#0,2388038#3,642205#0,2053444#0,450498#3,682934#-0,2202078#0,4823366#3,674316#0,1430458#0,7033871#3,631875#-0,1831914#0,7056485#3,647684#-0,01419302#0,4730997#3,670825#-0,01606845#0,4059949#3,627756#0,0549116#0,3342055#3,615449#-0,08738381#0,3319774#3,624761#0,0839164#-0,2135922#3,642539#-0,1106595#-0,2115221#3,650445#0,08631693#-0,5536003#3,671929#-0,09058852#-0,5540262#3,692791#0,08673045#-0,6164752#3,630683#-0,09965464#-0,6100949#3,661334#0  
frame33 #-0,02308901#1,030543#3,645279#-0,01418581#0,8344643#3,655519# 0,2192702#0,1808594#3,62662#-0,2228763#0,1765829#3,612639#0,2052881#0,2365349#3,664075#-0,22593#0,2382082#3,642491#0,2056879#0,4436412#3,683211#-0,2196784#0,474084#3,674677#0,1429672#0,7037217#3,631979#-0,1823764#0,70582#3,646574#-0,01426593#0,4730156#3,670903#-0,01601652#0,4059266#3,627781#0,05496804#0,3341734#3,615617#-0,08736363#0,3319695#3,624737#0,08348878#-0,2136933#3,642259#-0,1101848#-0,2113272#3,649389#0,08612972#-0,5530179#3,672724#-0,09062591#-0,5538399#3,692335#0,086551#-0,6164167#3,6334#-0,09817357#-0,6119627#3,663439#0  
frame34 #-0,02415802#1,030766#3,646002#-0,01453828#0,8346702#3,655565# 0,2188553#0,1806558#3,627067#-0,209129#0,1688936#3,587306#0,2049286#0,2361109#3,664374#-0,2121706#0,2302751#3,617039#0,2058445#0,4438342#3,681859#-0,219862#0,4738405#3,6745#0,1420873#0,7063012#3,631309#-0,1821195#0,7059426#3,64659#-0,01409295#0,4729399#3,67093#-0,01590017#0,4057277#3,627773#0,05507989#0,3341215#3,615544#-0,0871021#0,3317624#3,624955#0,08332174#-0,2140269#3,642187#-0,1099798#-0,2116758#3,648982#0,08575486#-0,5535203#3,672815#-0,08596307#-0,5558158#3,69048#0,08658895#-0,6165116#3,633483#-0,0981514#-0,6138077#3,662012#0  
frame35 #-0,02256319#1,030711#3,647942#-0,01405876#0,8359142#3,655623# 0,220044#0,1807108#3,628556#-0,2212316#0,1875245#3,616895#0,2061545#0,2360179#3,665764#-0,2242652#0,248742#3,64655#0,2074444#0,4442961#3,684601#-0,2206652#0,4773031#3,672878#0,1425424#0,7064115#3,631008#-0,1815986#0,7059982#3,64643#-0,0139569#0,4730567#3,671111#-0,01582467#0,4057207#3,627982#0,05516971#0,3341222#3,615876#-0,08707301#0,3317623#3,625343#0,08372353#-0,2135975#3,642007#-0,1096362#-0,2118998#3,648715#0,08825497#-0,553571#3,674152#-0,08658887#-0,5559556#3,691074#0,08688048#-0,6166748#3,633814#-0,0980607#-0,6146136#3,662777#0  
frame36 #-0,0200869#1,031278#3,648397#-0,01427383#0,8351004#3,657458# 0,2135837#0,1811446#3,630461#-0,2214336#0,1880472#3,617489#0,2090741#0,2413383#3,661675#-0,2244587#0,2490945#3,647061#0,2117038#0,4530069#3,678237#-0,2201966#0,4708759#3,677101#0,1433022#0,7068216#3,631626#-0,1795995#0,7063156#3,645346#-0,01411317#0,4728116#3,671373#-0,01579442#0,4056904#3,627995#0,05517947#0,3340867#3,615833#-0,08696622#0,3318149#3,625326#0,08397426#-0,2136097#3,641785#-0,1096255#-0,211977#3,648664#0,09019308#-0,5533336#3,675758#-0,0868165#-0,5563502#3,690964#0,08681869#-0,6166716#3,633855#-0,0979941#-0,6148013#3,662772#0  
frame37 #-0,01833125#1,030034#3,646148#-0,01448578#0,8351719#3,657258# 0,211226#0,1789277#3,631562#-0,2221416#0,1853846#3,616193#0,2084273#0,2396658#3,661803#-0,2251582#0,24626#3,645681#0,2133116#0,4535865#3,678955#-0,2200723#0,4708031#3,67691#0,1434156#0,7067149#3,631582#-0,1792106#0,7064769#3,644895#-0,01411043#0,4727502#3,671561#-0,01569336#0,4055185#3,628073#0,05535905#0,3338681#3,615997#-0,08684041#0,3317253#3,625454#0,08331341#-0,2143786#3,642404#-0,1097001#-0,2118537#3,648305#0,09037264#-0,5534307#3,67479#-0,08690106#-0,5599916#3,69138#0,08699618#-0,6167486#3,634038#-0,1014697#-0,6171941#3,661397#0  
frame38 #-0,0186179#1,030073#3,645842#-0,01366181#0,8359093#3,656944# 0,2114644#0,1749161#3,630915#-0,2221948#0,1865799#3,617005#0,2098564#0,2355179#3,660659#-0,2252033#0,2472917#3,646415#0,2173827#0,4477618#3,683626#-0,2194613#0,4699316#3,677437#0,1444644#0,7056202#3,631138#-0,1790233#0,7067142#3,645206#-0,01387617#0,4727967#3,67177#-0,01559219#0,4054443#3,628246#0,05546418#0,3337009#3,616057#-0,08685903#0,3315529#3,626211#0,08417031#-0,2145277#3,643275#-0,1093069#-0,2118395#3,648103#0,08937048#-0,5531126#3,676227#-0,08754562#-0,5599798#3,691515#0,08520524#-0,6160904#3,636751#-0,1010041#-0,6175743#3,660992#0  
frame39 #-0,01814749#1,029938#3,645341#-0,01309808#0,8361726#3,657319# 0,2116578#0,1739488#3,630784#-0,1997783#0,1722972#3,568912#0,2105334#0,2344476#3,660272#-0,2027772#0,2328156#3,598228#0,2175383#0,454569#3,681191#-0,2172483#0,4645203#3,679155#0,1440665#0,7062961#3,63098#-0,1785591#0,7069987#3,647294#-0,01320169#0,4725495#3,671951#-0,01526268#0,405106#3,628294#0,05562646#0,3335062#3,615987#-0,08654711#0,3314187#3,626329#0,08474696#-0,2128623#3,642862#-0,1091178#-0,2118818#3,648139#0,09019423#-0,5531134#3,675842#-0,08776908#-0,5599685#3,690869#0,08536085#-0,6156924#3,637092#-0,09782048#-0,6230527#3,671014#0  
frame40 #-0,01635636#1,029045#3,644437#-0,01259001#0,8367497#3,657483# 0,2117369#0,173565#3,630879#-0,201599#0,1686725#3,569805#0,2108786#0,2339268#3,660174#-0,2045884#0,229001#3,599028#0,2175937#0,4601073#3,679535#-0,2167151#0,4622766#3,680069#0,1450098#0,7062557#3,63114#-0,1778609#0,7069389#3,646779#-0,01319755#0,4725261#3,67212#-0,01521967#0,4050565#3,628336#0,05564089#0,3334811#3,615999#-0,08652854#0,3313248#3,62641#0,08478101#-0,2129615#3,642659#-0,1086693#-0,2126466#3,647441#0,07254503#-0,5572348#3,672984#-0,08830547#-0,5627217#3,691007#0,08590695#-0,6158491#3,636085#-0,09334669#-0,6264104#3,670074#0  
frame41 #-0,0160812#1,029077#3,643032#-0,01161008#0,8374857#3,655793# 0,2119146#0,171669#3,630703#-0,224498#0,1703675#3,616115#0,2114649#0,2319851#3,659724#-0,2274801#0,2305481#3,645267#0,2176576#0,4602661#3,679973#-0,2167034#0,4402082#3,680836#0,1462032#0,7070274#3,632944#-0,1763349#0,7079274#3,647425#-0,01308631#0,4727861#3,672022#-0,01506573#0,4050708#3,628382#0,05578073#0,333433#3,616265#-0,08634581#0,3314942#3,626494#0,08511851#-0,2127377#3,642685#-0,1085844#-0,2129648#3,647323#0,08794904#-0,5527298#3,675887#-0,08852687#-0,5623926#3,691067#0,08569304#-0,6155471#3,634814#-0,09542411#-0,6269109#3,672303#0  
frame42 #-0,01623074#1,029597#3,642006#-0,01098667#0,8374517#3,655924# 0,2116218#0,1702964#3,629833#-0,2051736#0,1672875#3,581103#0,2114647#0,2305153#3,658581#-0,2081465#0,2272824#3,610165#0,2183597#0,4594072#3,680609#-0,2166843#0,4403964#3,680831#0,1470376#0,7068701#3,63345#-0,1764908#0,7078738#3,647795#-0,01277042#0,4728477#3,671898#-0,0148459#0,4051237#3,628306#0,05614541#0,3333614#3,615994#-0,08631738#0,3314668#3,626489#0,08509987#-0,2128517#3,642564#-0,1083912#-0,2129389#3,647346#0,08753931#-0,5526#3,675117#-0,08858463#-0,561881#3,691177#0,08542207#-0,6165387#3,634985#-0,09326953#-0,6253394#3,667619#0  
frame43 #-0,01727483#1,030309#3,640254#-0,01111973#0,8371582#3,655831# 0,2110444#0,1731506#3,632133#-0,2191982#0,1751807#3,611132#0,211239#0,2333339#3,660596#-0,2221643#0,2350363#3,640127#0,2182542#0,4595433#3,680472#-0,2158034#0,4451752#3,682282#0,1471119#0,7069955#3,633287#-0,1759242#0,7079082#3,648764#-0,01241141#0,4726219#3,671909#-0,01456909#0,4048047#3,628447#0,05641046#0,3331087#3,615886#-0,08580466#0,330994#3,627241#0,08506881#-0,212813#3,642576#-0,1082664#-0,212131#3,64697#0,0883535#-0,552466#3,674955#-0,08866836#-0,5619073#3,691309#0,08557341#-0,6164361#3,63473#-0,09341601#-0,6255665#3,667455#0  
