frame1 #-0,03228221#0,9517785#3,48617#-0,04381722#0,783169#3,579304# -0,08083116#0,6335875#3,345455#-0,2829895#0,1655491#3,424008#-0,03168166#0,5963275#3,367723#-0,285616#0,2283383#3,432693#0,1157669#0,4845474#3,447871#-0,2969665#0,4610257#3,574737#0,1205572#0,6674155#3,563468#-0,2029891#0,6908509#3,526333#-0,06099491#0,4295972#3,587852#-0,0571635#0,3667942#3,534503#0,01330036#0,2887037#3,533494#-0,1322955#0,2992496#3,515174#0,01378507#-0,254416#3,610185#-0,1426704#-0,2401611#3,294395#-0,1327151#-0,5873371#3,205299#-0,1435052#-0,6226745#3,202584#-0,1203946#-0,6341043#3,115685#-0,1054056#-0,693456#3,170483#1  
frame37 #-0,1622738#0,7002229#2,263661#-0,0410994#0,6239455#2,339034# -0,1834944#0,6856682#2,19682#-0,07603048#0,612805#2,684227#-0,1316777#0,6425891#2,216995#-0,0452403#0,5240307#2,669132#-0,07263736#0,4564317#2,453981#-0,08718801#0,4787407#2,473487#-0,08212693#0,5081227#2,190725#-0,1607143#0,6626535#2,377339#-0,0244758#0,3648498#2,663452#-0,07560062#0,3026414#2,717519#-0,05785364#0,2371333#2,709847#-0,1020159#0,287423#2,816677#-0,3132526#0,5367233#2,727191#-0,04584085#-0,239799#2,868721#-0,132215#0,09377193#2,855238#-0,1268879#-0,6443293#2,906315#-0,2143493#0,0404962#2,836151#-0,1109633#-0,7262896#2,89159#1  
frame38 #-0,2658864#0,7327593#2,304736#-0,1442419#0,6561859#2,3805# -0,2884061#0,8177136#2,082995#-0,1793993#0,6455083#2,725474#-0,1493657#0,6630294#2,258089#-0,1484306#0,5562194#2,710292#-0,0646055#0,4810374#2,48972#-0,1903305#0,510981#2,514909#-0,04045958#0,6789873#2,356866#-0,2638567#0,6948938#2,418805#-0,08199034#0,4032428#2,690399#-0,08366789#0,3104582#2,718233#-0,04064506#0,302738#2,734946#-0,1335077#0,2632674#2,772243#-0,3650802#0,5250739#2,702976#-0,04566587#-0,250478#2,867726#-0,1308556#0,09075395#2,850346#-0,1269559#-0,6445456#2,905993#-0,1258291#-0,0237685#2,858746#-0,08104055#-0,7132068#2,886121#1  
frame39 #-0,2717935#0,7339842#2,297026#-0,1496079#0,6570702#2,373278# -0,1370175#0,6623889#2,244898#-0,2445853#0,5870761#2,803407#-0,1190963#0,6052206#2,323213#-0,2135541#0,4976068#2,788194#-0,06533293#0,4337155#2,572556#-0,1956965#0,5118653#2,507662#-0,04195653#0,6425767#2,414512#-0,2692228#0,6957783#2,411583#-0,08923799#0,4080228#2,692147#-0,08743423#0,3171915#2,721351#-0,03847018#0,3026309#2,737588#-0,1357717#0,268883#2,777078#-0,3627942#0,5216109#2,690505#-0,04709334#-0,2446454#2,866087#-0,1294798#0,08937801#2,844541#-0,1280152#-0,6442048#2,905996#-0,1255478#-0,02563316#2,851227#-0,1018147#-0,7197542#2,876584#1  
frame40 #-0,2728387#0,7480999#2,258656#-0,1501415#0,6708637#2,33537# -0,1596581#0,6943519#2,206474#-0,2453433#0,5924639#2,764927#-0,1455324#0,6375862#2,285847#-0,2142571#0,5028359#2,749687#-0,1031552#0,4672891#2,538374#-0,1962302#0,5256588#2,469728#-0,05112407#0,6744747#2,386136#-0,2697564#0,7095717#2,373674#-0,09571084#0,4244316#2,683855#-0,09011528#0,3339052#2,716659#-0,03714754#0,3121576#2,739901#-0,1359159#0,2866723#2,767871#-0,3695293#0,5150936#2,682045#-0,04966539#-0,2255851#2,859367#-0,1271278#0,08666619#2,841576#-0,1281466#-0,6441966#2,905659#-0,1207631#-0,02801328#2,85444#-0,08980678#-0,7194997#2,893136#1  
frame41 #-0,274491#0,7467154#2,253213#-0,1514668#0,6692733#2,330219# -0,2499074#0,6876968#2,229154#-0,2180242#0,5955246#2,649361#-0,1570814#0,6666687#2,216188#-0,1869461#0,5059201#2,634124#-0,1475505#0,5010254#2,474957#-0,141285#0,5202087#2,357084#-0,03512117#0,6824765#2,391231#-0,2710816#0,7079813#2,368523#-0,0994301#0,4272962#2,676627#-0,09024941#0,3370468#2,710243#-0,03406311#0,3141238#2,739115#-0,1372204#0,2866625#2,761953#-0,3695564#0,5102588#2,68103#-0,04559476#-0,2231057#2,855586#-0,1273083#0,0859096#2,840438#-0,1286971#-0,6444014#2,905701#-0,1219462#-0,02909597#2,851412#-0,09563342#-0,7187898#2,879617#1  
frame42 #-0,1810318#0,7294047#2,195412#-0,1493768#0,633849#2,321267# -0,2440812#0,6671242#2,208018#-0,241512#0,5622035#2,659506#-0,1506733#0,6464463#2,201685#-0,2104916#0,4727655#2,644298#-0,141588#0,5033675#2,473521#-0,1535055#0,4920971#2,370295#-0,02390251#0,6582305#2,393516#-0,2689916#0,6725569#2,359572#-0,1098926#0,3874816#2,672006#-0,09938819#0,2954634#2,706868#-0,03634015#0,2581414#2,725506#-0,150107#0,2563476#2,770286#-0,3249452#0,5195447#2,691009#-0,040367#-0,248825#2,860911#-0,1265031#0,08553404#2,838036#-0,1291494#-0,6438901#2,902846#-0,1220718#0,0008489266#2,784137#-0,09895422#-0,7212063#2,88272#1  
frame43 #-0,1501931#0,6653107#2,164726#-0,0828395#0,5819244#2,276733# -0,2091961#0,6207451#2,172868#-0,0274875#0,3328921#2,645504#-0,1165889#0,5988154#2,165934#-0,05549794#0,3523003#2,581709#-0,0693704#0,4558617#2,432289#-0,1395293#0,4105245#2,404668#0,0463847#0,6034138#2,351317#-0,1816644#0,5890729#2,316958#-0,08713264#0,3663889#2,622463#-0,07981396#0,2795322#2,659101#-0,02961199#0,1884552#2,666466#-0,1331102#0,2489298#2,795557#-0,2752665#0,4847679#2,706068#-0,03728238#-0,261381#2,864223#-0,1323827#0,08477053#2,833707#-0,1302595#-0,6439726#2,902222#-0,1204667#-0,001311019#2,783999#-0,1078047#-0,7215585#2,875431#1  
frame44 #-0,07544064#0,6174686#2,109049#-0,14875#0,5480827#2,282062# -0,1880549#0,6360434#1,994748#0,0571828#0,293281#2,683486#-0,1694357#0,6014903#2,104192#0,005316451#0,3033772#2,634382#-0,20151#0,4615562#2,373699#-0,1502826#0,3336657#2,501412#-0,01952581#0,5695721#2,356645#-0,2314476#0,5038059#2,397102#-0,05859511#0,3497119#2,68943#-0,03217931#0,2633218#2,74239#0,04832898#0,2566522#2,744546#-0,08910843#0,2123917#2,830445#-0,1759314#0,5927519#2,641432#-0,03699746#-0,260753#2,864063#-0,08732383#0,2582234#2,780987#-0,1309856#-0,6437749#2,901654#-0,07517656#0,1690812#2,737129#-0,1188383#-0,7329171#2,857796#1  
frame45 #0,01636927#0,5169328#2,144505#-0,05221343#0,455123#2,2808# -0,07416013#0,5264071#1,998287#0,03284687#0,3015169#2,606647#-0,1031132#0,498684#2,087029#-0,03244366#0,2958784#2,57689#-0,1899723#0,415515#2,367591#-0,2283152#0,2789626#2,501956#0,07701077#0,4766124#2,355383#-0,2581758#0,4558686#2,409959#-0,02666737#0,2990416#2,681076#-0,02330829#0,2197855#2,738092#0,08511304#0,2177035#2,801648#-0,1216179#0,1434076#2,810593#-0,124874#0,5248606#2,67769#-0,03765417#-0,2573293#2,861915#-0,0248186#0,173587#2,823232#-0,1305345#-0,64303#2,900312#-0,04007507#0,06009448#2,836412#-0,1320439#-0,7364229#2,863947#1  
frame46 #0,04562641#0,3795319#2,185814#-0,0564367#0,3856484#2,336522# -0,01417958#0,3570832#2,06872#0,02954412#0,2262935#2,660129#-0,01764676#0,3414246#2,178591#-0,03598669#0,2221523#2,630896#-0,2122028#0,3510059#2,410089#-0,2325791#0,2097288#2,557527#0,07278749#0,4071378#2,411106#-0,2623991#0,386394#2,465681#-0,03691288#0,1998987#2,724735#-0,03502663#0,1144899#2,775141#0,0714005#0,08729251#2,815293#-0,1349493#0,05930835#2,863888#-0,2352116#0,2927716#2,687612#-0,02471685#-0,3105331#2,861681#-0,1239103#-0,05696529#2,835579#-0,1303103#-0,6424883#2,899841#-0,1219417#-0,1720939#2,843698#-0,1329383#-0,7335682#2,857738#1  
frame47 #-0,2059724#0,3853442#2,446127#-0,156612#0,2506993#2,549738# -0,02580386#0,2047675#2,136848#-0,1989515#-0,04496322#3,050007#0,03181499#0,1858272#2,178171#-0,2227592#0,01318727#3,015518#-0,03718178#0,2707795#2,377559#-0,2941825#0,1876388#2,926337#0,04186317#0,3258733#2,680114#-0,3625743#0,2514449#2,678897#-0,05446272#0,09570076#2,772019#-0,02765505#0,03066831#2,781807#0,1382399#0,0134581#2,831549#-0,1223911#-0,07353539#2,852239#-0,2122084#0,2468353#2,694001#0,02621589#-0,4267878#2,870268#-0,1236008#-0,08769312#2,833668#-0,1304425#-0,6425553#2,900064#-0,1131085#-0,1678246#2,774318#-0,09725906#-0,7200083#2,887275#1  
frame48 #-0,1984937#0,4711314#2,639767#-0,1736088#0,4764088#2,851015# 0,01585359#-0,106795#2,248855#-0,2915097#0,1112878#2,956979#0,0126179#-0,0477562#2,289403#-0,257473#0,175752#3,054223#0,002910855#0,1293603#2,425316#-0,3111631#0,4133331#3,227717#-0,007360419#0,3494585#2,643406#-0,3795712#0,4771544#2,980174#-0,08547464#0,1942767#2,874334#-0,1011669#0,132617#2,847644#0,02983695#-0,01720258#2,734087#-0,1817989#0,0433847#2,948935#-0,2731426#0,2203802#2,701318#-0,0308356#-0,2991656#2,842722#-0,1478057#-0,1429497#2,843263#-0,1270755#-0,6403874#2,897489#-0,208535#-0,194849#2,782251#-0,1036461#-0,7202781#2,878285#1  
frame49 #-0,1809551#0,4406896#2,628069#-0,156005#0,4459808#2,840038# 0,02470176#-0,2149538#2,432646#-0,2600319#0,07035393#2,94347#0,005294628#-0,1469493#2,444534#-0,2322276#0,1451974#3,046188#-0,05292678#0,05706438#2,494447#-0,2935436#0,3828905#3,216839#0,01024344#0,3190305#2,632429#-0,3619674#0,4467264#2,969197#-0,04862588#0,1540712#2,877529#-0,06136091#0,08773628#2,855103#0,06112734#0,00908894#2,859895#-0,1386739#-0,007566123#2,851601#-0,1031028#0,293667#2,60846#-0,03265205#-0,3761979#2,867304#-0,01449521#-0,0408614#2,7482#-0,1266799#-0,640433#2,897122#-0,03434085#-0,1520325#2,774168#-0,1050727#-0,7209162#2,877347#1  
frame50 #-0,1757635#0,4262461#2,601382#-0,1507035#0,4315606#2,814536# -0,05063278#-0,2692385#2,52154#-0,257315#0,06098343#2,922081#-0,01585984#-0,2078772#2,526577#-0,2272478#0,1290773#3,020769#-0,09790483#0,035524#2,472201#-0,2878128#0,3680698#3,193109#-0,04766661#0,2807776#2,606595#-0,3566658#0,4323061#2,943695#-0,07082903#0,2117909#2,849553#-0,09218705#0,1604207#2,831336#0,002678297#-0,03488939#2,673897#-0,1125453#0,006541643#3,002043#-0,1693075#0,3005807#2,586309#-0,05552061#-0,3876131#2,85235#-0,04057831#-0,1122077#2,743206#-0,1255544#-0,6408108#2,899517#-0,1076245#-0,1666985#2,690904#-0,09310524#-0,7193581#2,887401#1  
frame51 #-0,158588#0,4090418#2,571118#-0,1334225#0,4143789#2,785473# -0,0481675#-0,2607773#2,553908#-0,4269424#0,2082639#2,845065#-0,06810664#-0,1670157#2,54977#-0,3258606#0,154545#2,964705#-0,11302#0,06618664#2,531444#-0,3669166#0,3687741#3,175365#-0,03981777#0,2786332#2,613309#-0,3393849#0,4151244#2,914632#-0,05075051#0,2154094#2,829491#-0,06868079#0,1650778#2,809572#0,04626812#-0,0257452#2,643152#-0,08353107#0,02453257#2,979933#-0,2038693#0,2668637#2,643249#-0,1070911#-0,3172385#2,887048#-0,0543256#-0,1389473#2,779637#-0,1255656#-0,6407768#2,899346#-0,06717835#-0,2533173#2,797767#-0,09930056#-0,7180098#2,871758#1  
frame52 #-0,14884#0,411277#2,570235#-0,1235716#0,4166358#2,78571# -0,07991213#-0,2787804#2,562197#-0,413179#0,1432918#2,779273#-0,1115528#-0,1883321#2,554054#-0,3826444#0,2165785#2,913372#-0,1928152#0,06319804#2,501989#-0,3585348#0,3719931#3,177144#-0,0428753#0,2930041#2,638174#-0,329534#0,4173813#2,914869#-0,04304641#0,1870617#2,833502#-0,06189765#0,125304#2,814776#0,02042334#-0,06224278#2,67214#-0,08784229#-0,006799772#2,975687#-0,317975#0,03100459#2,500447#-0,1066728#-0,4030274#2,87706#-0,04550692#-0,3394448#2,538732#-0,1246828#-0,6363054#2,898455#-0,1092098#-0,3950923#2,482498#-0,1093909#-0,7172019#2,872457#1  
frame53 #-0,1385782#0,392132#2,543193#-0,1132135#0,3975111#2,75974# -0,07509395#-0,33563#2,584618#-0,3690458#0,1105598#2,829216#-0,1067881#-0,2450289#2,576462#-0,3641447#0,1718206#2,906657#-0,1838797#0,01552817#2,525815#-0,3494411#0,3556031#3,153109#-0,04583185#0,2667108#2,629815#-0,3191759#0,3982567#2,8889#-0,05373693#0,09693119#2,764573#-0,07544322#0,03796376#2,734975#0,002042423#-0,09647436#2,815413#-0,1326956#-0,03003014#2,635575#-0,2264358#-0,214648#2,51539#-0,1292763#-0,4430878#2,864353#0,04389982#-0,4860432#2,543248#-0,1223372#-0,6405321#2,898988#-0,001422692#-0,5572188#2,524168#-0,1408419#-0,7050414#2,953579#1  
frame54 #-0,1390702#0,3727153#2,51722#-0,113625#0,3781117#2,734652# -0,03618085#-0,3863271#2,60343#-0,390377#0,09417518#2,902849#-0,06792615#-0,2955797#2,59526#-0,3230137#0,1122391#2,917744#-0,1354101#-0,01100352#2,550629#-0,3498078#0,3340675#3,129493#-0,03868073#0,2659231#2,632571#-0,3195873#0,3788571#2,863811#-0,08604383#0,03521172#2,696085#-0,1093753#-0,02331582#2,653615#-0,026995#-0,09577643#2,559825#-0,1898117#-0,1277799#2,70781#-0,08272899#-0,3264322#2,550966#0,1253305#-0,5185212#2,829603#0,05901196#-0,6086985#2,479412#-0,1795882#-0,6408989#2,891022#-0,0267687#-0,6777893#2,465614#-0,2345345#-0,6866223#2,819361#1  
frame55 #-0,1310514#0,3511775#2,458692#-0,105541#0,3565876#2,676944# -0,08035466#-0,3576054#2,587779#-0,3127359#-0,009892087#2,959412#-0,1121239#-0,2667896#2,579603#-0,2756821#0,04773867#2,939428#-0,1660053#0,02254108#2,546342#-0,3415284#0,3132972#3,071794#-0,05151373#0,2868153#2,650777#-0,3115034#0,3573332#2,806103#-0,012211#0,07715674#2,644991#-0,01833854#0,0272059#2,597842#0,04342823#-0,0124186#2,56516#-0,04899671#-0,05067322#2,597291#-0,03687208#-0,3875503#2,517049#-0,1607238#-0,4895825#2,892619#0,05361352#-0,7090431#2,442138#-0,1118735#-0,6681318#2,889624#-0,03192424#-0,6994636#2,438586#-0,1571594#-0,714718#2,81184#1  
frame56 #-0,260565#0,726321#2,889675#-0,1724964#0,5067313#2,860644# -0,04345829#0,05219588#2,661223#-0,3642921#0,1549066#3,120997#-0,07529394#0,1432016#2,65303#-0,3247305#0,212149#3,10447#-0,1611679#0,3794509#2,590262#-0,4084961#0,463423#3,255561#-0,1697337#0,5414134#2,767159#-0,3784587#0,5074768#2,989803#-0,03149094#0,1998107#2,722066#-0,040703#0,1446966#2,663675#0,01087666#0,1092217#2,653511#-0,05731287#0,08410998#2,617838#-0,0252704#-0,3491453#2,516303#-0,1550334#-0,4938357#2,900335#0,05968551#-0,6726432#2,444613#-0,1113776#-0,665315#2,896887#-0,0192671#-0,7063125#2,435107#-0,1239679#-0,7336956#2,948103#1  
frame57 #-0,2559292#0,7774107#2,861083#-0,1910657#0,5996144#2,865193# -0,04684569#0,04638993#2,648281#-0,3120563#0,2008466#3,109165#-0,07875873#0,1376168#2,640068#-0,3408139#0,2897036#3,143403#-0,1650721#0,3794005#2,582595#-0,4270868#0,5562748#3,26024#-0,1620037#0,547727#2,752821#-0,3970281#0,6003599#2,994352#-0,04846937#0,2328373#2,703887#-0,05359865#0,1665252#2,64203#-0,001866911#0,1334209#2,60403#-0,07548239#0,1069384#2,616807#-0,01983718#-0,3512163#2,504716#-0,144149#-0,3537106#2,844964#0,0590557#-0,6776605#2,443868#-0,05470167#-0,6782687#2,840662#-0,02150108#-0,7074108#2,432737#-0,1169312#-0,6893634#2,899847#1  
frame58 #-0,2350696#0,7771031#2,809602#-0,164419#0,5777828#2,819232# -0,04672026#0,0210683#2,613718#-0,2870614#0,1718277#3,089821#-0,07870157#0,1124903#2,605487#-0,3191645#0,2612202#3,110482#-0,1649774#0,3563367#2,549807#-0,4004858#0,5343761#3,214635#-0,1519608#0,5550966#2,704249#-0,3703814#0,5785283#2,948391#0,0002935454#0,2176575#2,696721#-0,00472758#0,1467264#2,641613#0,03203681#0,1236853#2,601397#-0,01277852#0,07683998#2,640214#-0,01660377#-0,3524444#2,497069#-0,1512411#-0,3638839#2,878867#0,05801054#-0,6807153#2,444563#-0,05828787#-0,6883771#2,84943#-0,02059764#-0,7085138#2,420409#-0,1388844#-0,68344#2,91642#1  
frame59 #-0,2478396#0,8760799#2,774039#-0,1988602#0,7177197#2,833994# -0,04456622#0,01590037#2,513509#-0,2846062#0,3126914#3,152575#-0,05768196#0,08247861#2,583625#-0,3255172#0,4008943#3,160792#-0,1439577#0,3263248#2,528008#-0,4349904#0,67422#3,229891#-0,140251#0,5517932#2,665995#-0,4048225#0,7184653#2,963153#-0,06203216#0,2752011#2,735741#-0,07230457#0,1882982#2,685161#-0,001535574#0,13285#2,647518#-0,1108314#0,1088673#2,681262#-0,01577599#-0,3460259#2,491173#-0,1768959#-0,4423439#2,926027#0,05413692#-0,6762213#2,445971#-0,1170317#-0,6541985#2,896572#-0,02149692#-0,7105561#2,41961#-0,1647823#-0,7063071#2,94755#1  
frame60 #-0,2311819#0,8688493#2,730104#-0,1821858#0,7126081#2,79452# -8,083135E-05#0,005608574#2,446007#-0,2710326#0,3065117#3,10677#-0,0551222#0,04819056#2,465667#-0,3112127#0,395149#3,11682#-0,1491041#0,3330503#2,489328#-0,4183772#0,6690187#3,190911#-0,1241091#0,5524614#2,627758#-0,3881482#0,7133536#2,923679#-0,05997788#0,2754554#2,734686#-0,07129066#0,1873414#2,686017#-0,0003080263#0,129751#2,645905#-0,1076891#0,1043059#2,693166#-0,01590009#-0,343914#2,487167#-0,1795615#-0,4099342#2,937667#0,05136526#-0,6750779#2,446393#-0,1213615#-0,6301008#2,913815#-0,02208763#-0,7121643#2,416936#-0,1615277#-0,698926#2,949706#1  
frame61 #-0,211647#0,8643788#2,676389#-0,1674929#0,7001964#2,731684# -0,2472937#0,1077916#2,611162#-0,2566389#0,2933198#3,045433#-0,2187803#0,1627306#2,570506#-0,296679#0,3819444#3,055092#-0,13324#0,3275477#2,462867#-0,4037315#0,6565378#3,128453#-0,1068566#0,5437016#2,586394#-0,3734553#0,7009419#2,860843#-0,06237774#0,2777093#2,734605#-0,07801421#0,1885117#2,691933#-0,00672436#0,1299765#2,646471#-0,1320698#0,095809#2,738421#-0,01589866#-0,3390368#2,483278#-0,1806297#-0,4024495#2,946599#0,04956459#-0,6682619#2,44644#-0,113312#-0,6249523#2,941249#-0,0192297#-0,7125151#2,415116#-0,1575907#-0,6977305#2,961618#1  
frame62 #-0,1934978#0,8500539#2,633875#-0,1575803#0,6898438#2,699941# -0,2546549#0,1400151#2,602218#-0,1823386#0,1338339#3,178746#-0,216475#0,1824043#2,554759#-0,2890011#0,3645334#3,104036#-0,1019352#0,309572#2,426728#-0,3938814#0,6460934#3,097284#-0,08391562#0,5381933#2,562726#-0,3635426#0,6905893#2,8291#-0,06374775#0,2817625#2,728658#-0,0792869#0,192483#2,691576#-0,00679467#0,1321034#2,643153#-0,1322875#0,09729743#2,738868#-0,01413001#-0,3347148#2,481287#-0,1763388#-0,3899071#2,947427#0,04798996#-0,6625994#2,446595#-0,1025282#-0,6248924#2,96266#-0,01709471#-0,7123468#2,41493#-0,1456527#-0,6973601#2,987199#1  
frame63 #-0,1734312#0,8442951#2,594068#-0,1350295#0,6797206#2,653821# -0,2608728#0,1002572#2,502075#-0,2085008#0,1928996#3,142404#-0,2158248#0,1529634#2,475388#-0,2778969#0,3507544#3,066657#-0,08068082#0,3110822#2,409686#-0,3713652#0,6359194#3,051474#-0,06306484#0,5247981#2,527445#-0,3409918#0,6804662#2,782979#-0,0508544#0,2993755#2,697798#-0,07024153#0,2143739#2,673874#0,00275683#0,1419315#2,617807#-0,1211367#0,1138859#2,731444#-0,0116902#-0,3281769#2,479669#-0,1666636#-0,3410168#2,954621#0,04509171#-0,6559196#2,444758#-0,08060559#-0,6453364#3,029719#-0,01596143#-0,7117164#2,414544#-0,1416813#-0,6959485#2,991485#1  
frame64 #-0,1708837#0,8456376#2,597956#-0,1218706#0,6657258#2,622573# -0,2638804#0,129202#2,484501#-0,2681848#0,1530556#3,03418#-0,2071585#0,1704104#2,459739#-0,2432725#0,1996916#2,98406#-0,03699289#0,2940355#2,399832#-0,2353594#0,3812089#2,757467#-0,04088945#0,5139967#2,50224#-0,3278329#0,6664714#2,751732#-0,05325293#0,2984868#2,693203#-0,06999836#0,2142651#2,673775#0,002807738#0,1394132#2,61959#-0,1205924#0,1146079#2,73183#-0,00688266#-0,3230147#2,477316#-0,1677353#-0,3147518#2,951349#0,04420027#-0,6532909#2,44353#-0,06318916#-0,6833143#3,062578#-0,01494914#-0,712193#2,414853#-0,1200399#-0,7462712#3,038188#1  
frame65 #-0,1366958#0,8396707#2,561723#-0,1003257#0,6469481#2,581989# -0,2581971#0,1176221#2,443056#-0,3518877#0,1142227#3,053123#-0,1921615#0,1626005#2,416125#-0,302099#0,17405#3,007104#0,005945217#0,297536#2,349716#-0,2665666#0,3446765#2,866535#-0,01177924#0,4984353#2,472064#-0,2329797#0,5298997#2,727278#-0,02032253#0,2599169#2,656771#-0,03901825#0,1749474#2,646146#0,01222481#0,123294#2,612365#-0,07840256#0,1024687#2,698255#-0,001113669#-0,3148907#2,473911#-0,1523811#-0,2753531#2,928338#0,04387379#-0,6532824#2,4425#-0,050069#-0,6585107#3,044426#-0,01404399#-0,7118618#2,409708#-0,1064713#-0,7209711#3,020229#1  
frame66 #-0,1046224#0,8320573#2,536258#-0,08873723#0,6367768#2,570187# -0,2608556#0,1146431#2,416634#-0,4015825#0,1226771#2,995893#-0,1815772#0,1593629#2,39415#-0,3473651#0,2027282#2,976914#0,05625774#0,2935224#2,341097#-0,2869225#0,3328648#2,821931#0,01180135#0,490427#2,46173#-0,2322608#0,5312551#2,703953#-0,02119628#0,2593319#2,657856#-0,03879318#0,1748181#2,645986#0,01664007#0,117822#2,613307#-0,07913978#0,1018503#2,697294#0,005399706#-0,2999976#2,468621#-0,1472105#-0,2783791#2,928004#0,041352#-0,6501848#2,438151#-0,06041875#-0,580949#3,06111#-0,0151865#-0,7121909#2,403176#-0,1164016#-0,6429448#3,037092#1  
frame67 #-0,08188713#0,8144624#2,502522#-0,06264502#0,6141682#2,54188# -0,2355207#0,1135297#2,35286#-0,5077674#0,1260035#2,956639#-0,1552258#0,1516685#2,345646#-0,4498231#0,1846893#2,902805#0,08565905#0,2660848#2,338362#-0,3179162#0,3216298#2,803473#0,05893469#0,4701765#2,448459#-0,2264679#0,5233034#2,650906#-0,02816699#0,2593859#2,656324#-0,04067129#0,1762022#2,644652#0,01829772#0,1142873#2,612988#-0,1008452#0,105211#2,698377#0,007512776#-0,2962014#2,466571#-0,1291752#-0,2778808#2,920426#0,04046857#-0,64843#2,436162#-0,05397578#-0,587621#3,072079#-0,01487876#-0,7122362#2,40187#-0,1095741#-0,649191#3,048226#1  
frame68 #-0,06015982#0,7943208#2,477788#-0,05222064#0,6021456#2,531478# -0,2313157#0,1112581#2,327072#-0,5605869#0,1355406#2,882774#-0,1429952#0,145976#2,329787#-0,4944778#0,1939982#2,838021#0,1219663#0,2501296#2,35225#-0,3590251#0,3299079#2,74258#0,08170806#0,4564716#2,44867#-0,2274403#0,5102293#2,636925#-0,02952263#0,2565499#2,647584#-0,04092155#0,1763748#2,641423#0,02687811#0,1047672#2,612599#-0,1074151#0,1036037#2,693601#0,008326654#-0,2958048#2,462615#-0,1247735#-0,2746894#2,918854#0,04034122#-0,6492228#2,434454#-0,05192259#-0,5867041#3,074548#-0,0154594#-0,71326#2,397933#-0,1071616#-0,6478762#3,05085#1  
frame69 #-0,0229783#0,7775402#2,460364#-0,03267349#0,5847565#2,518524# -0,1901126#0,09782735#2,276862#-0,6209649#0,1471664#2,763236#-0,108785#0,1320069#2,294407#-0,5389634#0,1995344#2,742131#0,135198#0,2345457#2,361314#-0,3776373#0,3339804#2,689069#0,1078852#0,4430991#2,455633#-0,2139047#0,4902118#2,597533#-0,02246929#0,2475739#2,633703#-0,03405378#0,172167#2,631747#0,04279939#0,09159327#2,611017#-0,1067473#0,09917846#2,681484#0,008695783#-0,2938311#2,459809#-0,1186555#-0,2681802#2,914865#0,03900352#-0,64718#2,429969#-0,04852021#-0,5832725#3,074868#-0,01580361#-0,7132056#2,396517#-0,1034285#-0,6440782#3,051311#1  
frame70 #-0,006050009#0,7617922#2,451264#-0,02532697#0,571849#2,51806# -0,1609237#0,1184446#2,252337#-0,6190427#0,1747141#2,649222#-0,09459182#0,1227687#2,283584#-0,5779768#0,1980359#2,652935#0,1637766#0,2257739#2,386752#-0,4032825#0,3266247#2,629294#0,1185617#0,4356402#2,46367#-0,195655#0,4801112#2,579075#-0,01196605#0,2341871#2,623311#-0,01969894#0,1602147#2,620356#0,05793253#0,08112316#2,606199#-0,09494741#0,08885396#2,664171#0,009108928#-0,2933484#2,458197#-0,1114206#-0,2595197#2,900338#0,039186#-0,6457275#2,427653#-0,04255833#-0,5763303#3,065632#-0,01540996#-0,7130524#2,395643#-0,09715615#-0,6367923#3,042208#1  
frame71 #0,0101751#0,7498026#2,44573#-0,01018248#0,5548613#2,519695# -0,1027#0,1087721#2,235217#-0,6565871#0,1627477#2,528733#-0,04856485#0,1042206#2,275079#-0,596313#0,2020711#2,541586#0,1907481#0,2138937#2,418883#-0,4131366#0,3235678#2,562077#0,1342184#0,4236597#2,480741#-0,1866326#0,4756342#2,571362#-0,007903821#0,2262645#2,619081#-0,0147698#0,1546553#2,617471#0,06534391#0,07383584#2,605769#-0,09338784#0,08571586#2,659352#0,00953148#-0,2926943#2,456335#-0,09019877#-0,2279222#2,883682#0,03927492#-0,6446668#2,426063#-0,02008422#-0,5365694#3,044341#-0,01536779#-0,7129668#2,394819#-0,07437955#-0,5966964#3,021047#1  
frame72 #0,02632281#0,735525#2,446577#-0,003442252#0,5445753#2,526432# -0,05746905#0,07878185#2,230215#-0,6313528#0,1765842#2,396937#0,02206152#0,09919607#2,297322#-0,5872753#0,2124866#2,442344#0,2056431#0,1733531#2,444102#-0,4004726#0,3253378#2,509765#0,1475431#0,4145231#2,495249#-0,1740003#0,4661126#2,565127#-0,001080008#0,2141064#2,621309#-0,006346414#0,1434623#2,620538#0,07788588#0,05958353#2,615031#-0,08939973#0,07920355#2,657336#0,008978412#-0,2978102#2,451926#-0,08982666#-0,2302929#2,885868#0,03882866#-0,6442482#2,42473#-0,0196591#-0,5373873#3,045258#-0,0157166#-0,7132725#2,393765#-0,07367483#-0,5972047#3,022084#1  
