frame1 #-0,05457202#1,094261#3,976543#-0,04005237#0,8739263#3,831478# 0,03222224#0,4891693#3,214118#-0,8298691#0,4983478#3,874856#0,06282926#0,4821021#3,293343#-0,7293835#0,4952101#3,846865#0,1546503#0,4609003#3,547353#-0,4944324#0,5679933#3,793404#0,05973438#0,6826965#3,664079#-0,1903835#0,6999957#3,726535#-0,04323786#0,4172393#3,790255#-0,05980546#0,34337#3,717367#-0,005632795#0,2829691#3,689035#-0,1181858#0,2907537#3,717913#0,1245314#-0,2058493#3,656006#-0,2587836#-0,189103#3,660298#0,2820892#-0,5582998#3,645651#-0,388348#-0,5643605#3,621802#0,2588645#-0,6103724#3,547589#-0,4514255#-0,6317201#3,649738#1  
frame32 #0,138944#0,8634337#3,829085#0,3025587#0,7004866#3,788548# 0,4395407#0,2260012#3,723155#-0,2122616#0,2916226#3,614388#0,5015913#0,2648635#3,757166#-0,1437186#0,3077848#3,601108#0,6877428#0,3814504#3,875004#0,09055052#0,3548644#3,577449#0,5931959#0,5871416#3,819957#0,1576265#0,5809876#3,663471#0,3889436#0,3272504#3,759583#0,4286298#0,2756336#3,694373#0,5354144#0,196283#3,687028#0,3770294#0,1690159#3,653578#0,5523285#-0,2944373#3,59075#0,365733#-0,2456923#3,83882#0,8435636#-0,5755153#3,692169#0,3039902#-0,5251957#3,666448#0,7921026#-0,6381183#3,681946#0,3344947#-0,5704599#3,587359#1  
frame33 #0,1942908#0,8695609#3,777505#0,3407322#0,6927101#3,749783# -0,09554958#0,2501557#3,495897#-0,1744666#0,2463373#3,544242#-0,02370223#0,2856574#3,502659#-0,09160285#0,2535365#3,539262#0,1918398#0,3921625#3,538661#0,1604104#0,3422343#3,533772#0,3982615#0,5416102#3,621279#0,1958#0,5732111#3,624706#0,4688315#0,2596226#3,74088#0,4952911#0,185938#3,673278#0,5429212#0,1688817#3,668513#0,4725326#0,1220556#3,666167#0,6149089#-0,2990095#3,571162#0,3998121#-0,2647557#3,82343#0,8397324#-0,5664185#3,688897#0,3275135#-0,5450603#3,659778#0,822642#-0,6457871#3,689986#0,3291533#-0,5885229#3,574731#1  
frame34 #0,3280027#0,8565407#3,750435#0,4757619#0,6847061#3,708645# 0,153594#0,17073#3,450928#0,1061353#0,09243682#3,419542#0,2343531#0,2003963#3,443054#0,1977082#0,1205597#3,436249#0,4441797#0,3327451#3,441416#0,2956478#0,3355863#3,49315#0,5412754#0,5359582#3,566621#0,3308297#0,5652071#3,583568#0,562739#0,2582602#3,776468#0,5747711#0,1711879#3,730331#0,6318871#0,1002438#3,68339#0,5436034#0,1075502#3,77886#0,7076179#-0,3025385#3,553033#0,4198479#-0,2929964#3,82078#0,8567755#-0,5719601#3,687316#0,4252415#-0,5834437#3,681089#0,8277871#-0,6460369#3,674799#0,3440688#-0,608443#3,676013#1  
frame35 #0,4155689#0,8371055#3,718153#0,5510399#0,6601989#3,681765# 0,5647497#0,1075662#3,444318#0,183154#0,07039127#3,393404#0,639538#0,1687178#3,439281#0,2742539#0,09836885#3,410025#0,7799994#0,3586288#3,421856#0,3711249#0,3123785#3,466779#0,6583621#0,5381193#3,551715#0,4061076#0,5407#3,556688#0,6373054#0,2928404#3,740506#0,6534229#0,2189279#3,698671#0,7134354#0,1533292#3,66204#0,6267558#0,1408081#3,735746#0,7536305#-0,2771282#3,563394#0,4672372#-0,2457366#3,763264#0,8628979#-0,5761023#3,686867#0,4518499#-0,564115#3,693323#0,8403208#-0,6529447#3,68984#0,354097#-0,6096537#3,682002#1  
frame36 #0,4875249#0,8392908#3,710401#0,6268272#0,6683794#3,696591# 0,771936#0,1566128#3,448997#0,2605252#0,08053757#3,408826#0,8278373#0,1955118#3,46911#0,3510001#0,1083232#3,425333#0,9473224#0,4304866#3,498082#0,4470642#0,3215516#3,48198#0,7340749#0,5535741#3,564671#0,4818949#0,5488805#3,571514#0,6843274#0,3278211#3,73588#0,694327#0,261888#3,69373#0,7620845#0,1922561#3,640889#0,6503928#0,179659#3,739604#0,7738512#-0,2578871#3,570066#0,4660574#-0,1959834#3,745322#0,8676603#-0,5779217#3,682239#0,4303586#-0,5552934#3,687181#0,8402732#-0,6520171#3,692378#0,3563#-0,6058176#3,675873#1  
frame37 #0,5454628#0,8474839#3,663787#0,6532239#0,671383#3,69462# 0,8878165#0,2135533#3,486903#0,5387503#0,425456#4,022389#0,9329125#0,2584247#3,517483#0,5645255#0,47202#3,976025#1,027742#0,4772322#3,582844#0,5522654#0,3221534#3,717158#0,7765185#0,5673609#3,576179#0,5869692#0,5486544#3,806352#0,7417393#0,3159616#3,719548#0,7195649#0,238246#3,694039#0,7675027#0,1873813#3,643436#0,6856259#0,1659738#3,736585#0,7798848#-0,2568866#3,570859#0,4676068#-0,1891436#3,743507#0,8698202#-0,5764751#3,682927#0,4268885#-0,5499912#3,686225#0,8406999#-0,6504218#3,687716#0,3408144#-0,6139822#3,696209#1  
frame38 #0,5769971#0,8425383#3,683653#0,6869607#0,6628345#3,693563# 0,8885491#0,2043735#3,478874#0,2725224#0,5724418#4,046962#0,9334208#0,2490217#3,509301#0,3239169#0,5245734#4,046961#1,069035#0,4916473#3,623578#0,5242118#0,4517139#3,961978#0,8251817#0,572788#3,597959#0,6081896#0,574168#3,809212#0,7559758#0,3568519#3,728259#0,7350608#0,2934822#3,704283#0,7838963#0,216956#3,648278#0,6998872#0,2121593#3,757325#0,7873804#-0,2573076#3,568922#0,4744379#-0,1822705#3,735998#0,8705026#-0,5774589#3,683198#0,4252433#-0,5534844#3,68782#0,8417718#-0,6512136#3,687505#0,3517915#-0,6195335#3,676548#1  
frame39 #0,634574#0,8579692#3,703848#0,7323563#0,6708117#3,700153# 0,9068854#0,1952978#3,479175#0,246975#0,6743299#3,825956#0,951673#0,2398624#3,509546#0,2997695#0,657814#3,869017#1,096393#0,4694103#3,666547#0,4254273#0,4635869#3,846977#0,8738991#0,5803598#3,627553#0,6170825#0,5827608#3,81388#0,7660198#0,3603903#3,731551#0,7476109#0,2988166#3,705312#0,8109862#0,2306652#3,654402#0,7026439#0,2143142#3,75591#0,7988396#-0,2561747#3,566507#0,477143#-0,1885012#3,727643#0,8714999#-0,5772367#3,681517#0,4233275#-0,5556554#3,683955#0,8418588#-0,6503426#3,687335#0,3410813#-0,6241236#3,684762#1  
frame40 #0,6494215#0,8707809#3,733758#0,7359828#0,6799136#3,725032# 0,9216019#0,2114761#3,490725#0,2887122#0,8303248#3,642174#0,984436#0,2679815#3,532806#0,3246167#0,770509#3,643435#1,098824#0,475249#3,669916#0,4540985#0,4828581#3,657431#0,8752923#0,5867564#3,638094#0,6253548#0,5876926#3,805723#0,7745677#0,3588283#3,740419#0,7582264#0,2967708#3,711929#0,8175149#0,230905#3,663335#0,7117176#0,2165154#3,754414#0,8003063#-0,2550093#3,56573#0,4818714#-0,1927803#3,72416#0,8767515#-0,5798326#3,683366#0,422266#-0,5592268#3,684042#0,8404517#-0,6496813#3,686683#0,3465879#-0,6215165#3,680422#1  
frame41 #0,6538201#0,8682141#3,733671#0,7372258#0,6832032#3,74412# 0,9266344#0,2045484#3,495416#0,3442366#0,8573164#3,616554#0,9604458#0,2571802#3,525877#0,3665125#0,7914088#3,615479#1,099029#0,4752946#3,669657#0,4651342#0,4995839#3,602455#0,8786633#0,5881261#3,642759#0,630412#0,5828827#3,77189#0,778699#0,3450775#3,746053#0,7680163#0,2777279#3,710965#0,8286332#0,2206501#3,668419#0,7168744#0,2040252#3,739236#0,8006746#-0,2549933#3,565479#0,4836123#-0,1964827#3,722159#0,87396#-0,5810111#3,6775#0,4175089#-0,569109#3,68306#0,840893#-0,6513249#3,687567#0,3506923#-0,6216632#3,679101#1  
frame42 #0,6695372#0,8938248#3,739548#0,7220058#0,6974963#3,74958# 0,9140586#0,2024724#3,492086#0,4594841#0,8987222#3,532018#0,9481573#0,2547557#3,522669#0,49829#0,8169827#3,518392#1,100618#0,4886616#3,678718#0,553713#0,576932#3,514086#0,8991138#0,5989152#3,657984#0,6161939#0,5945872#3,765529#0,7751231#0,3444972#3,748971#0,7680445#0,2775894#3,709941#0,8337532#0,2194009#3,668121#0,7138337#0,199922#3,730674#0,8009561#-0,2543609#3,565067#0,5010279#-0,1860491#3,722441#0,8741347#-0,581413#3,680335#0,4176594#-0,5691434#3,683075#0,8410121#-0,6516596#3,686147#0,3514404#-0,6213881#3,67967#1  
frame43 #0,6347153#0,9057681#3,67674#0,7199588#0,7325724#3,712117# 1,009955#0,222061#3,553089#0,5292547#0,805243#3,497359#1,032853#0,2881205#3,584557#0,5755119#0,792545#3,491951#1,101546#0,486299#3,693985#0,5510021#0,5654457#3,479945#0,909819#0,6064904#3,665704#0,6134698#0,6293029#3,721396#0,7676039#0,3587146#3,741415#0,7682365#0,2870899#3,704312#0,8403335#0,2281903#3,677938#0,7080693#0,2179963#3,707624#0,8017662#-0,2545463#3,564445#0,4998698#-0,1833663#3,721609#0,8749902#-0,5817186#3,683597#0,4168914#-0,5728938#3,684693#0,8402076#-0,6509448#3,684149#0,3472571#-0,6244497#3,680131#1  
frame44 #0,635712#0,9112779#3,698736#0,7234453#0,7317193#3,714714# 1,037584#0,2195253#3,552613#0,4993109#0,9063258#3,516307#1,025036#0,2846698#3,572748#0,5381167#0,8245864#3,502681#1,102963#0,4666029#3,702848#0,5549077#0,570105#3,48202#0,9143128#0,6081382#3,669454#0,6169562#0,6284497#3,723994#0,7675148#0,3588678#3,739766#0,7683909#0,2874606#3,703776#0,8406622#0,2286639#3,680142#0,7082016#0,2178709#3,706739#0,8020999#-0,2542894#3,564752#0,5038484#-0,1782479#3,718291#0,8745902#-0,5819791#3,683307#0,4168843#-0,5729605#3,68466#0,8403761#-0,6510426#3,684788#0,349928#-0,6245033#3,67841#1  
frame45 #0,6381986#0,9151769#3,708403#0,7233838#0,7314966#3,714496# 0,9698518#0,1750477#3,506113#0,5056999#0,9012494#3,519807#0,9630569#0,2396834#3,530007#0,5445058#0,81951#3,506181#1,102945#0,4660776#3,700945#0,5581427#0,5659715#3,483058#0,9153698#0,608764#3,668705#0,6168947#0,6282271#3,723775#0,7678863#0,3593645#3,737462#0,7690597#0,2879763#3,70243#0,8418937#0,2286267#3,680383#0,7087134#0,2175085#3,705803#0,8015108#-0,2534976#3,56605#0,5091857#-0,1682221#3,714864#0,8786242#-0,5824654#3,686885#0,4527762#-0,5692481#3,685909#0,8374195#-0,6470032#3,67838#0,3587957#-0,6139793#3,680336#1  
frame46 #0,6423663#0,9144451#3,723048#0,7233956#0,7257503#3,715074# 0,9919293#0,2280015#3,559896#0,5296049#0,8894412#3,495729#1,036828#0,2742442#3,584757#0,545663#0,8185657#3,499546#1,102969#0,4665825#3,700605#0,5629981#0,5636072#3,482444#0,916708#0,6075323#3,667052#0,6169066#0,6224808#3,724354#0,768271#0,3589657#3,736#0,7693964#0,2878199#3,70172#0,8427938#0,2281383#3,68012#0,7091502#0,2162446#3,705466#0,8013251#-0,2530473#3,565844#0,5091447#-0,16888#3,713617#0,8784217#-0,5822356#3,686786#0,4134681#-0,5802636#3,681499#0,8399842#-0,6483377#3,683146#0,3481971#-0,6201269#3,67821#1  
frame47 #0,6481652#0,9179651#3,725637#0,7220901#0,7259423#3,715103# 0,9761275#0,2243678#3,528185#0,5389084#0,816192#3,486818#1,029734#0,2784185#3,582077#0,5501243#0,7886325#3,487292#1,110208#0,4620298#3,702002#0,5633973#0,5635418#3,482962#0,9168303#0,6059752#3,665279#0,615601#0,6226727#3,724382#0,7651896#0,3601976#3,735719#0,7658448#0,2891442#3,702571#0,8394476#0,2279102#3,68511#0,7040821#0,2170346#3,706008#0,8039656#-0,2346521#3,567375#0,5106744#-0,1654173#3,71268#0,8735644#-0,569259#3,677356#0,4187313#-0,5649569#3,681837#0,840894#-0,6380982#3,681123#0,3440214#-0,6162848#3,678942#1  
